Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
520,"[0.23529413027863694, 0.05882353256965919, 0.23529409264705547, 0.13636365636363695, 0.05882354441176653]","[0.23529413031241178, 0.058823532578102966, 0.235294110390867, 0.13636365641711212, 0.05882353851498717]","[0.27272725772727263, 0.23529409264705547, 0.35294114173374747, 0.2727272577272724, 0.13235291117646678]","[0.272727257687166, 0.24999999999999997, 0.3529411416408675, 0.2727272576871659, 0.1323529289069099]","[0.23529417764706612, 0.13235291117646678, 0.23529409264705547, 0.23529409264705547, 0.05882354441176653]","[0.2352941303124118, 0.13235292890690994, 0.235294110390867, 0.23529411039086706, 0.05882353851498717]","[0.2647058223529339, 0.23529409264705547, 0.23529417764706612, 0.23529417764706612, 0.13235291117646678]","[0.2647058578138198, 0.2352941103908673, 0.2352941303124118, 0.2352941540599487, 0.1323529289069099]","[0.2727272577272719, 0.09090908590909075, 0.23529409264705547, 0.13636365636363695, 0.09090908590909075]","[0.2727272576871659, 0.090909085895722, 0.24999999999999997, 0.13636365641711212, 0.09090908589572197]","[0.2727272577272719, 0.23529409264705547, 0.2727273127272739, 0.2727272577272728, 0.09090908590909075]","[0.272727257687166, 0.24999999999999997, 0.27272731283422424, 0.2727272576871659, 0.09090908589572197]","[0.23529413027863694, 0.05882353256965943, 0.23529409264705498, 0.17647057086687373, 0.11764704724458258]","[0.23529413031241178, 0.058823532578102966, 0.23529412582676604, 0.17647057082043374, 0.11764704721362251]","[0.23529413027863771, 0.23529409264705547, 0.35294114173374747, 0.23529413027863694, 0.1176470651393185]","[0.23529413031241178, 0.23529412582676604, 0.3529411416408675, 0.23529413031241178, 0.11764706515620589]"
521,"[0.22222226222222252, 0.06666665416666681, 0.22222226222222335, 0.13043481094202888, 0.06521738630434787]","[0.22222236399999146, 0.06666665400793666, 0.22222236399998924, 0.1333333310547612, 0.06666665400793641]","[0.2666666166666675, 0.23999999250000048, 0.33333321333333055, 0.26666661666666747, 0.13333330833333373]","[0.26666661603174663, 0.2666666160317459, 0.38095225942857824, 0.26666661603174613, 0.13333330801587245]","[0.2608695452173914, 0.08695651507246381, 0.22222226222222335, 0.13043481094202888, 0.06521738630434787]","[0.26666661603174663, 0.0888888720105821, 0.2666666160317449, 0.1333333310547612, 0.06666665400793641]","[0.2608695452173914, 0.22222226222222335, 0.26086962188405777, 0.2608695452173914, 0.1304347726086957]","[0.26666661603174663, 0.2666666160317453, 0.2666666621095224, 0.2666666160317455, 0.13333330801587245]","[0.2222222622222226, 0.1111111311111113, 0.22222226222222324, 0.16666660666666608, 0.08333330333333264]","[0.22222236399999035, 0.11111118199999606, 0.22222236399998924, 0.19047612971428943, 0.0952380648571446]","[0.22222226222222324, 0.22222226222222374, 0.33333321333333055, 0.22222226222222335, 0.1111111311111113]","[0.22222236399999035, 0.22222236399999037, 0.3809522594285784, 0.22222236399999146, 0.11111118199999538]","[0.26666661666666747, 0.06666665416666688, 0.2399999925000001, 0.1333334020833322, 0.11999999625000002]","[0.2666666160317461, 0.06666665400793666, 0.2399999924047611, 0.13333340295634963, 0.11999999620238097]","[0.2666666166666675, 0.23999999250000048, 0.2666668041666643, 0.26666661666666747, 0.13333330833333373]","[0.26666661603174663, 0.2399999924047611, 0.26666680591269926, 0.2666666160317461, 0.13333330801587237]"
522,"[0.23076920576923435, 0.07692307942307558, 0.23076923826923312, 0.23076923826922993, 0.04000000055555519]","[0.23076920551923125, 0.07692307944807679, 0.23076923834423066, 0.2307692383442312, 0.039999998964102584]","[0.2599999966666638, 0.23999998944445333, 0.24000000333333116, 0.23999999142857711, 0.23076920576923432]","[0.2600000062153838, 0.2399999937846155, 0.239999993784616, 0.23999999378461562, 0.23076920551923125]","[0.240000003333331, 0.1299999983333305, 0.23999998944445333, 0.23999998944445286, 0.04000000055555519]","[0.23999999378461567, 0.13000000310769205, 0.23999999378461537, 0.23999999378461528, 0.039999998964102584]","[0.2599999966666638, 0.23999998944445333, 0.24000000333333116, 0.2400000033333431, 0.1299999983333305]","[0.2600000062153838, 0.23999999378461595, 0.23999999378461626, 0.23999999378461528, 0.13000000310769264]","[0.23999999142857775, 0.1299999983333319, 0.24000000333333085, 0.23999999142857711, 0.03999999857142952]","[0.2399999937846158, 0.13000000310769208, 0.23999999378461553, 0.2399999937846155, 0.039999998964102584]","[0.2599999966666638, 0.24000000333333085, 0.24000000333333116, 0.23999999142857711, 0.13000001023809593]","[0.260000006215384, 0.23999999378461553, 0.2399999937846158, 0.2399999937846155, 0.13000000310769258]","[0.23076920576923435, 0.07692307942307411, 0.2307692382692288, 0.23076923826923196, 0.07692307942307702]","[0.23076920551923125, 0.07692307944807679, 0.23076923834423066, 0.23076923834423063, 0.076923079448077]","[0.23076923826922846, 0.23076923826923196, 0.2307692382692288, 0.23076923826923443, 0.23076920576923435]","[0.23076923834423038, 0.23076923834423074, 0.230769238344231, 0.23076923834423063, 0.23076920551923125]"
523,"[0.22222222222222227, 0.05555553944444445, 0.22222221111111118, 0.16666668333333345, 0.06666667333333337]","[0.23529413024644247, 0.05882353256161051, 0.2254902042155331, 0.12941213896010997, 0.05176485558404401]","[0.27777769722222223, 0.2352940944891628, 0.3529411417337447, 0.26666669333333304, 0.13333334666666652]","[0.2941176628080526, 0.2588235098827206, 0.35294114182228364, 0.25882350988272085, 0.1294117549413604]","[0.26666669333333304, 0.05555553944444445, 0.22222221111111118, 0.22222221111111132, 0.06666667333333337]","[0.2588235098827209, 0.05882353256161051, 0.2254902042155331, 0.225490204215533, 0.06470587747068013]","[0.27777769722222223, 0.22222221111111118, 0.26666672333333374, 0.26666669333333304, 0.13333334666666652]","[0.2941176628080526, 0.225490204215533, 0.2588235398062559, 0.25882350988272085, 0.12941175494136026]","[0.23529413027863816, 0.058823532569659664, 0.23529409448916322, 0.17647057086687234, 0.11764704724458146]","[0.23529413024644205, 0.05882353256161051, 0.23529412578416056, 0.17647057091114182, 0.11764704727409467]","[0.23529413027863832, 0.23529409448916322, 0.3529411417337447, 0.23529413027863816, 0.11764706513931908]","[0.23529413024644205, 0.23529412578416056, 0.35294114182228364, 0.23529413024644247, 0.11764706512322141]","[0.22222222222222227, 0.11111111111111106, 0.22222222222222224, 0.16666668333333345, 0.06666667333333337]","[0.25882350988272057, 0.12941175494136029, 0.2588235098827206, 0.12941213896010997, 0.05176485558404401]","[0.2222222222222225, 0.22222222222222224, 0.3333333666666669, 0.22222222222222224, 0.11111111111111083]","[0.25882350988272057, 0.2588235098827206, 0.25882427792022006, 0.2588235098827205, 0.1294117549413604]"
524,"[0.19230766230769333, 0.10576922576923058, 0.22222222555555593, 0.2222222255555553, 0.07692307358974353]","[0.21153846457538897, 0.10576923473044075, 0.2222222256552707, 0.22222222565527083, 0.07692307481043162]","[0.3173076773076928, 0.23076922076923098, 0.23076923076923053, 0.23076923076923067, 0.1923076623076936]","[0.3173077041913221, 0.23076922443129516, 0.23076922443129486, 0.23076922443129486, 0.2115384645753894]","[0.19230766230769333, 0.1153846320512818, 0.230769220769231, 0.2307692207692306, 0.07692307358974353]","[0.21153846457538897, 0.11538462594784164, 0.23076922443129486, 0.23076922047008538, 0.07692307481043162]","[0.2307692641025636, 0.230769220769231, 0.230769220769231, 0.2307692207692306, 0.19230766230769333]","[0.230769251895683, 0.23076922443129516, 0.23076922443129486, 0.23076922443129533, 0.21153846457538913]","[0.22222222555555554, 0.13888888722222265, 0.22222222555555526, 0.2222222255555553, 0.11111109777777707]","[0.22222222565527072, 0.13888888717236464, 0.2222222256552707, 0.22222222565527072, 0.11111109737891671]","[0.27777777444444396, 0.222222225555556, 0.22222222555555526, 0.22222222555555582, 0.1388888872222224]","[0.2777777743447291, 0.2222222256552707, 0.2222222256552708, 0.22222222565527072, 0.13888888717236464]","[0.23076923076923067, 0.10576922576923094, 0.23076923076923053, 0.23076923076923067, 0.07692307692307675]","[0.23076922443129452, 0.10576923473044075, 0.23076922443129486, 0.23076922443129486, 0.07692307481043162]","[0.3173076773076928, 0.23076923076923142, 0.23076923076923053, 0.23076923076923067, 0.11538463538461527]","[0.31730770419132226, 0.23076922443129516, 0.23076922443129486, 0.23076922443129486, 0.11538461221564743]"
525,"[0.22222224222221848, 0.045454546954544595, 0.19696970346969697, 0.16666663666667575, 0.07692307478021707]","[0.23076924194952428, 0.045454544156832775, 0.196969700862835, 0.1730769132941664, 0.07692307738152779]","[0.27272728172726757, 0.2307692243406579, 0.3333332733333513, 0.2727272487272738, 0.2307692150549464]","[0.27272726494099636, 0.23076921772555506, 0.34615382658833244, 0.2727272649409966, 0.23076924194952428]","[0.22222224222221226, 0.11111112111110613, 0.2222221972222383, 0.16666663666667575, 0.1111110911111171]","[0.23076924194952425, 0.11538462097476217, 0.23076921772555478, 0.1730769132941664, 0.11538460886277735]","[0.22222224222221226, 0.2222221972222383, 0.3333332733333513, 0.22222224222221848, 0.11111112111110924]","[0.23076924194952425, 0.23076921772555506, 0.3461538265883328, 0.2307692419495245, 0.11538462097476214]","[0.2727272487272738, 0.045454546954544595, 0.19696970346969728, 0.19696970346969728, 0.13636364086363717]","[0.27272726494099647, 0.045454544156832775, 0.196969700862835, 0.19696970086283488, 0.1363636324704983]","[0.27272728172726757, 0.19696970346969728, 0.2727272817272723, 0.2727272487272738, 0.1363636408636419]","[0.27272726494099664, 0.196969700862835, 0.27272729349067587, 0.2727272649409966, 0.1363636324704983]","[0.2307692150549466, 0.07692308406593631, 0.23076922434065122, 0.23076922434066074, 0.07692307478021707]","[0.23076924194952428, 0.07692308064984153, 0.2307692177255548, 0.23076921772555511, 0.07692307738152779]","[0.23076925219780534, 0.23076922434066185, 0.23076922434065122, 0.23076922434066074, 0.2307692150549464]","[0.23076924194952458, 0.23076921772555506, 0.23076921772555536, 0.23076923214458306, 0.23076924194952428]"
526,"[0.24324317824323877, 0.054054037387386386, 0.2117117492117141, 0.1351352476351413, 0.04504508254504709]","[0.2500000000000001, 0.05405406489941481, 0.20833333810529212, 0.13513512212070222, 0.04504504070690074]","[0.27027018693693194, 0.23783782617117055, 0.2702704952702828, 0.2702701869369325, 0.13513509346846636]","[0.27027032449707405, 0.27027002473128503, 0.27027024424140483, 0.2702702442414041, 0.13513512212070194]","[0.24324317824323877, 0.12837841087838073, 0.2117117492117141, 0.21171174921171404, 0.12162157412161882]","[0.24999999999999983, 0.12499999999999992, 0.20833333810529212, 0.20833333810529198, 0.12499998568412328]","[0.2567568217567612, 0.2117117492117141, 0.24324317824323877, 0.24324317824323877, 0.1283784108783806]","[0.24999999999999983, 0.20833333810529198, 0.2500000000000001, 0.25, 0.12500000000000006]","[0.2432431782432385, 0.12162158912161901, 0.22972948972971782, 0.1351352476351413, 0.04504508254504709]","[0.27027002473128525, 0.1351350123656426, 0.2702700247312851, 0.13513512212070222, 0.04504504070690075]","[0.2432431782432385, 0.22972948972971813, 0.2702704952702828, 0.2432431782432387, 0.12162158912161937]","[0.2702700247312854, 0.27027002473128486, 0.27027024424140444, 0.27027002473128525, 0.13513501236564263]","[0.27027018693693194, 0.054054037387386386, 0.2378378261711706, 0.13513524763514134, 0.11891891308558528]","[0.2702702442414042, 0.05405406489941481, 0.23783785345515743, 0.13513512212070222, 0.11891892672757873]","[0.27027018693693194, 0.23783782617117055, 0.2702704952702828, 0.2702701869369325, 0.13513509346846636]","[0.27027032449707405, 0.23783785345515743, 0.27027024424140483, 0.2702702442414043, 0.1351351221207021]"
527,"[0.23076925846153085, 0.058823536911764715, 0.2307692184615392, 0.11764705257353052, 0.07692308615384921]","[0.23076925809345564, 0.05882353420020127, 0.23076921589270827, 0.1176470684004025, 0.07692309422841966]","[0.31730764038462456, 0.2307692184615392, 0.23529410514706103, 0.23529410514705767, 0.23529410514705767]","[0.3173076410747709, 0.2352941368008051, 0.235294136800805, 0.2352940960990945, 0.23529409609909444]","[0.23529410514705767, 0.058823536911764715, 0.2307692184615392, 0.11764705257353052, 0.1176470525735297]","[0.2352940960990945, 0.05882353420020127, 0.235294136800805, 0.1176470684004025, 0.11764704804954725]","[0.23529414764705886, 0.2307692184615392, 0.23529410514706103, 0.23529410514705767, 0.23529410514705767]","[0.23529413680080508, 0.2352941368008051, 0.235294136800805, 0.2352940960990945, 0.2352940960990944]","[0.23076923769230617, 0.13461538115385024, 0.23076921846153653, 0.23076921846153392, 0.07692307923076735]","[0.23076925809345564, 0.1346153648053214, 0.23076921589270827, 0.23076921589270827, 0.07692309422841966]","[0.2692307623077, 0.23076921846153603, 0.23076923769230206, 0.23076923769230412, 0.13461538115384358]","[0.2692307296106429, 0.23076921589270824, 0.23076928268525854, 0.23076925809345572, 0.1346153648053214]","[0.23076925846153085, 0.10576921346154138, 0.23076921846153953, 0.23076921846153892, 0.07692308615384921]","[0.23076925809345564, 0.10576921369159034, 0.2307692186251309, 0.2307692186251306, 0.07692308603115185]","[0.31730764038462456, 0.2307692184615392, 0.23076925846153357, 0.23076925846153204, 0.1153846292307684]","[0.3173076410747708, 0.2307692186251309, 0.23076925809345575, 0.23076925809345564, 0.11538462904672782]"
528,"[0.23529414164706236, 0.10294116147058631, 0.23529410764705752, 0.12499999526315728, 0.04000000307692264]","[0.23529414071529053, 0.1029411620529435, 0.23529410803529563, 0.12499999777095597, 0.04000000295746604]","[0.3088234844117589, 0.24999999052631647, 0.2499999905263147, 0.24999996526316004, 0.12499998263158003]","[0.3088234861588304, 0.24999999554191193, 0.24999999554191193, 0.24999998365367737, 0.12499999182683881]","[0.23529414164706236, 0.10294116147058631, 0.23529410764705752, 0.23529410764705744, 0.05882353541176559]","[0.23529414071529053, 0.1029411620529435, 0.23529410803529563, 0.2352941080352956, 0.05882353517882246]","[0.308823484411759, 0.23529410764705752, 0.2352941416470611, 0.23529414164706236, 0.11764707082353118]","[0.3088234861588303, 0.23529410803529563, 0.23529414071529053, 0.2352941407152909, 0.11764707035764536]","[0.23999999923076976, 0.13333332756410193, 0.23999999923077048, 0.23999999923076876, 0.04000000307692264]","[0.23999999926063337, 0.13333332778808452, 0.2399999992606335, 0.23999999926063334, 0.04000000295746604]","[0.26666665512820487, 0.23999999923076876, 0.24000001846153585, 0.2399999992307727, 0.11999999961538466]","[0.26666665557616903, 0.2399999992606335, 0.2400000177447962, 0.2399999992606335, 0.11999999963031668]","[0.24999996526316007, 0.125000020526315, 0.2499999905263147, 0.12499999526315722, 0.08333332175438614]","[0.24999998365367737, 0.12500000965919067, 0.24999999554191193, 0.12499999777095597, 0.08333332788455906]","[0.25000004105263, 0.24999999052631805, 0.2499999905263147, 0.24999996526316004, 0.12499998263158003]","[0.25000001931838134, 0.24999999554191213, 0.24999999554191193, 0.24999998365367737, 0.12499999182683881]"
529,"[0.2307692107692308, 0.07692307025641026, 0.21794873294871817, 0.11538464871794868, 0.05882354441176544]","[0.2352941275294228, 0.07843137584314185, 0.21568627450979752, 0.11764708847059836, 0.05882354423529906]","[0.3294116447058763, 0.2352940926470571, 0.23529417764706206, 0.23529417764706176, 0.2307692107692308]","[0.32941164611760654, 0.2352941275294204, 0.23529417694119673, 0.23529417694119625, 0.2352941275294228]","[0.2307692107692308, 0.07692307025641026, 0.23076921076923074, 0.11538464871794868, 0.11538460538461545]","[0.2352941275294228, 0.07843137584314185, 0.23529412752942291, 0.11764708847059836, 0.11764706376471018]","[0.2307692107692308, 0.23076921076923074, 0.23076929743589736, 0.2307692107692308, 0.2307692107692308]","[0.2352941275294254, 0.2352941275294204, 0.23529417694119673, 0.23529412752942258, 0.2352941275294228]","[0.2307692107692308, 0.13461539461538485, 0.21794873294871828, 0.2179487179487174, 0.11538460538461537]","[0.2352941275294228, 0.13235293623528752, 0.21568627450979752, 0.21568625968627042, 0.11764706376471169]","[0.2692307892307697, 0.21794873294871828, 0.2307692107692308, 0.23076921076923065, 0.13461539461538405]","[0.26470587247057503, 0.21568627450979752, 0.23529412752942405, 0.2352941275294234, 0.13235293623528993]","[0.23529417764706234, 0.08235291117646906, 0.23529409264705778, 0.23529409264705792, 0.05882354441176544]","[0.23529417694119767, 0.08235291152940158, 0.23529409294116588, 0.2352940929411657, 0.05882354423529906]","[0.32941164470587686, 0.2352940926470571, 0.23529417764706215, 0.23529417764706176, 0.11764708882353112]","[0.32941164611760654, 0.23529409294116593, 0.23529417694119534, 0.23529417694119625, 0.11764708847059877]"
530,"[0.22222219222222447, 0.08235291117647402, 0.22222224222222067, 0.11111112611111036, 0.05882354441176316]","[0.235294117647059, 0.08235293588235307, 0.23529411764705913, 0.11764708132352918, 0.05882352941176475]","[0.32941164470589335, 0.23529409264706294, 0.33333327333333407, 0.23529417764705263, 0.2222221922222244]","[0.32941174352941227, 0.23529411764705913, 0.3529410652941213, 0.235294117647059, 0.23529411764705901]","[0.22222219222222447, 0.11111112111111152, 0.22222224222222067, 0.11111112611111036, 0.11111109611111233]","[0.23529411764705896, 0.11764705882352956, 0.23529411764705913, 0.11764708132352918, 0.11764705882352952]","[0.22222224222222067, 0.22222224222222067, 0.22222225222222072, 0.22222219222222447, 0.2222221922222244]","[0.23529411764705896, 0.23529411764705896, 0.23529416264705835, 0.23529411764705896, 0.2352941176470589]","[0.2222222422222203, 0.11111112111111165, 0.22222224222221984, 0.16666663666666787, 0.11111109111111066]","[0.235294117647059, 0.11764705882352951, 0.23529411764705913, 0.17647053264706064, 0.11764702176470705]","[0.2222222422222203, 0.22222224222221984, 0.33333327333333196, 0.22222224222222664, 0.11111112111111164]","[0.235294117647059, 0.23529411764705913, 0.3529410652941213, 0.235294117647059, 0.11764705882352913]","[0.23529417764705463, 0.08235291117647402, 0.2352940926470624, 0.2352940926470628, 0.05882354441176316]","[0.235294117647059, 0.08235293588235307, 0.23529411764705901, 0.23529411764705832, 0.05882352941176475]","[0.32941164470589607, 0.23529409264706286, 0.23529417764705463, 0.23529417764705263, 0.11764708882352731]","[0.32941174352941227, 0.23529411764705913, 0.23529411764705901, 0.235294117647059, 0.11764708529411658]"
531,"[0.14285720285704545, 0.1410256535257107, 0.230769215769165, 0.14285720285701317, 0.07142860142850659]","[0.14285715703002383, 0.14102565443416154, 0.23076923076923067, 0.14285715703002375, 0.07142857851501179]","[0.2857141257146502, 0.2857139857148468, 0.28571440571402634, 0.23076921576916767, 0.14285720285704545]","[0.28571424791993605, 0.2857142479199358, 0.28571431406004716, 0.23076923076923098, 0.14285715703002383]","[0.23076921576922466, 0.14102565352566448, 0.23076921576914347, 0.23076921576915052, 0.07692307192308044]","[0.23076923076923092, 0.14102565443416154, 0.23076923076923067, 0.2307692307692306, 0.07692307692307684]","[0.2820513070513503, 0.2307692157691466, 0.23076921576914347, 0.23076921576923096, 0.11538460788461156]","[0.2820513088683246, 0.23076923076923067, 0.23076923076923092, 0.2307692307692306, 0.11538461538461532]","[0.14285720285704545, 0.1428570628573251, 0.2857139857148567, 0.14285720285701317, 0.07142860142850659]","[0.14285715703002383, 0.14285712395996786, 0.2857142479199358, 0.14285715703002375, 0.07142857851501179]","[0.2857141257146502, 0.2857139857148468, 0.28571440571402634, 0.14285720285703601, 0.14285720285704545]","[0.28571424791993605, 0.2857142479199358, 0.28571431406004716, 0.14285715703002375, 0.14285715703002383]","[0.23076921576916504, 0.1410256535257107, 0.23076921576907744, 0.23076921576904214, 0.0769230719230535]","[0.23076923076923103, 0.14102565443416154, 0.23076923076923067, 0.23076923076923003, 0.07692307692307702]","[0.28205130705144155, 0.2307692157690249, 0.23076921576907744, 0.23076921576916767, 0.11538460788460723]","[0.2820513088683231, 0.23076923076923003, 0.2307692307692313, 0.23076923076923098, 0.11538461538461552]"
532,"[0.23529414164705942, 0.06249999799999946, 0.2291666696666651, 0.12500001799999896, 0.05882353541176496]","[0.2352941404264713, 0.062499998605947585, 0.2291666700183248, 0.12500000836431494, 0.05882353510661797]","[0.3124999899999973, 0.24999996400000188, 0.25000003599999787, 0.249999982000005, 0.12499999400000027]","[0.3124999930297381, 0.24999998327137016, 0.25000001672862987, 0.2499999944237898, 0.12499999721189493]","[0.249999982000005, 0.06249999799999946, 0.2291666696666651, 0.2291666696666651, 0.06250000899999947]","[0.24999999442378987, 0.062499998605947585, 0.2291666700183248, 0.22916667001832494, 0.06249999552123517]","[0.3124999899999973, 0.2291666696666651, 0.25000003599999787, 0.249999982000005, 0.12499999400000042]","[0.3124999930297381, 0.22916667001832478, 0.25000001672862987, 0.2499999944237898, 0.12499999721189473]","[0.24999998800000053, 0.12499999400000017, 0.24999996400000188, 0.12500001799999896, 0.08333332933333362]","[0.2499999944237898, 0.12499999721189489, 0.2499999832713699, 0.12500000836431494, 0.08333333147459653]","[0.24999998800000053, 0.24999996400000188, 0.25000003599999787, 0.2499999880000013, 0.12499999400000013]","[0.2499999944237898, 0.24999998327137016, 0.25000001672862987, 0.2499999944237898, 0.12499999721189525]","[0.23529414164705942, 0.10294116147058784, 0.23529410764705885, 0.23529410764705833, 0.05882353541176496]","[0.2352941404264713, 0.10294116223345537, 0.23529410815563667, 0.23529410815563678, 0.05882353510661797]","[0.3088234844117635, 0.23529410764705833, 0.2352941416470596, 0.23529414164705933, 0.11764707082352971]","[0.30882348670036613, 0.23529410815563667, 0.23529414042647187, 0.23529414042647126, 0.11764707021323564]"
533,"[0.2222222622222222, 0.08333331458333335, 0.21666665291666704, 0.12500001799999955, 0.08333332933333341]","[0.22222226099999803, 0.08333331515624931, 0.21666665333680432, 0.12500001095285646, 0.0833333289521901]","[0.3333332583333334, 0.24999996400000093, 0.2500000359999991, 0.24999998800000026, 0.12499999400000013]","[0.33333326062499724, 0.24999998685657002, 0.2500000219057129, 0.2499999868565703, 0.12499999342828495]","[0.23333336083333323, 0.08333331458333335, 0.21666665291666704, 0.21666665291666665, 0.11666668041666663]","[0.23333335999305013, 0.08333331515624931, 0.21666665333680432, 0.2166666533368105, 0.11666667999652518]","[0.3333332583333334, 0.21666665291666704, 0.23333336083333303, 0.23333336083333323, 0.11666670541666681]","[0.33333326062499724, 0.21666665333680976, 0.2333333599930509, 0.23333335999305052, 0.1166667042326455]","[0.24999998800000023, 0.12499999400000003, 0.24999996400000093, 0.12500001799999955, 0.08333332933333341]","[0.2499999868565699, 0.12499999342828512, 0.24999998685657002, 0.12500001095285646, 0.0833333289521901]","[0.24999998800000023, 0.24999996400000093, 0.2500000359999991, 0.24999998800000026, 0.12499999400000013]","[0.2499999868565699, 0.24999998685657002, 0.2500000219057129, 0.2499999868565703, 0.12499999342828495]","[0.2222222622222222, 0.11111108611111142, 0.2222222022222225, 0.22222220222222264, 0.11111113111111086]","[0.22222226099999803, 0.1111110868749991, 0.22222220283333247, 0.22222220283333036, 0.11111113049999949]","[0.3333332583333334, 0.22222220222222247, 0.22222226222222197, 0.22222226222222222, 0.1111111311111111]","[0.33333326062499724, 0.22222220283333247, 0.22222226100000572, 0.22222226099999803, 0.11111113049999949]"
534,"[0.2222221888888904, 0.09375000833333277, 0.222222248888887, 0.11111112444444346, 0.04000000749999977]","[0.2400000451125042, 0.09375000455681864, 0.2399999824562484, 0.12000006516250344, 0.04000000751875071]","[0.28125002499999796, 0.24999998666666776, 0.2499999866666675, 0.24999998666666798, 0.22222218888889028]","[0.281250013670456, 0.24999999270909012, 0.2499999927090902, 0.2499999927090902, 0.2400000451125042]","[0.2222221888888904, 0.11111112444444404, 0.22222224888888692, 0.11111112444444346, 0.11111109444444549]","[0.2400000451125042, 0.12000006516250335, 0.2400001303250069, 0.12000006516250344, 0.12000002255625211]","[0.22222224888888825, 0.22222224888888764, 0.22222224888888692, 0.22222218888889028, 0.2222221888888904]","[0.24000013032500692, 0.24000013032500692, 0.2400001303250069, 0.2400000451125042, 0.2400000451125042]","[0.24999998666666806, 0.09375000833333265, 0.2499999866666675, 0.12499999333333367, 0.12499999333333346]","[0.2499999927090902, 0.09375000455681864, 0.24999999270909015, 0.12499999635454506, 0.12499999635454502]","[0.28125002499999796, 0.24999998666666776, 0.2499999866666675, 0.24999998666666798, 0.12499999333333392]","[0.28125001367045593, 0.24999999270909015, 0.2499999927090902, 0.2499999927090901, 0.12499999635454509]","[0.24000004499999839, 0.12999997750000075, 0.23999998250000054, 0.23999998250000099, 0.04000000749999977]","[0.2400000451125042, 0.12999997744374783, 0.2399999824562484, 0.23999998245624832, 0.04000000751875071]","[0.2599999550000015, 0.23999998250000054, 0.2400000449999986, 0.24000004499999916, 0.12999997750000075]","[0.25999995488749567, 0.2399999824562484, 0.24000004511250422, 0.2400000451125042, 0.12999997744374783]"
535,"[0.22222223135265662, 0.06666669166666653, 0.2222222196135269, 0.1333333083333333, 0.040000007500000115]","[0.22222223083864673, 0.06666669025925896, 0.22222221976038725, 0.133333309740741, 0.04000000707777755]","[0.29629628107890627, 0.24000002999999984, 0.2666666166666666, 0.2666666166666663, 0.13333330833333362]","[0.2962962819355889, 0.24000002831111042, 0.266666619481482, 0.2666666194814819, 0.1333333097407411]","[0.24000004500000097, 0.12999997749999959, 0.23999998249999938, 0.23999998249999943, 0.040000007500000115]","[0.24000004246666531, 0.12999997876666727, 0.23999998348518542, 0.23999998348518556, 0.04000000707777755]","[0.25999995499999917, 0.23999998249999938, 0.2400000450000007, 0.24000004500000097, 0.12999997749999959]","[0.2599999575333347, 0.23999998348518542, 0.24000004246666531, 0.24000004246666579, 0.12999997876666727]","[0.2222222313526565, 0.14814814053945258, 0.22222221961352714, 0.22222221961352717, 0.11111110980676177]","[0.22222223083864673, 0.1481481409677943, 0.22222221976038725, 0.2222222197603876, 0.11111110988019221]","[0.29629628107890515, 0.2222222196135271, 0.2222222313526565, 0.22222223135265662, 0.11111111567632811]","[0.2962962819355889, 0.22222221976038728, 0.2222222308386468, 0.22222223083864673, 0.11111111541932353]","[0.2666666166666673, 0.0666666916666667, 0.24000002999999984, 0.1333333083333333, 0.120000015]","[0.2666666194814819, 0.06666669025925896, 0.24000002831111042, 0.133333309740741, 0.12000001415555521]","[0.2666667666666668, 0.24000002999999984, 0.2666666166666666, 0.2666666166666663, 0.13333330833333362]","[0.26666676103703585, 0.24000002831111042, 0.266666619481482, 0.2666666194814822, 0.13333330974074095]"
