Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
471,"[0.3076923159114857, 0.06896551457471281, 0.18181818931818255, 0.0909090946590909, 0.061538463182297325]","[0.3076923249921877, 0.06896551443495441, 0.1896551748694148, 0.09482758743470747, 0.06153846499843755]","[0.41379308744827803, 0.19230768408851417, 0.3076923159114857, 0.20689654372413824, 0.18181814806817984]","[0.4137930866097265, 0.2641025508393228, 0.3076923249921877, 0.20689654330486332, 0.18965515382122786]","[0.4137930874482765, 0.06896551457471281, 0.18181818931818255, 0.10344829119540151, 0.10344827186206908]","[0.4137930866097265, 0.06896551443495441, 0.1896551748694148, 0.1034482919990121, 0.10344827165243156]","[0.41379308744827725, 0.18181818931818255, 0.20689658239080277, 0.20689654372413824, 0.10344827186206908]","[0.4137930866097265, 0.1896551748694148, 0.20689658399802427, 0.20689654330486312, 0.10344827165243163]","[0.36363629613635995, 0.12121212621212174, 0.1818181893181818, 0.0909090946590909, 0.09090909465909125]","[0.3793103076424557, 0.12643678324627697, 0.1896551748694148, 0.09482758743470747, 0.09482758743470725]","[0.36363637863636533, 0.1818181893181818, 0.1818181893181818, 0.18181814806817997, 0.18181814806817984]","[0.37931034973882993, 0.18965517486941494, 0.18965517486941486, 0.18965515382122786, 0.18965515382122786]","[0.3076923159114857, 0.07692307897787146, 0.19230768408851417, 0.10256410530382853, 0.061538463182297325]","[0.3076923249921877, 0.07692308124804689, 0.2641025508393228, 0.10256410833072924, 0.06153846499843755]","[0.3076923159114858, 0.19230768408851417, 0.3076923159114857, 0.15384615795574286, 0.15384615795574275]","[0.3076923249921877, 0.2641025508393228, 0.3076923249921877, 0.15384616249609384, 0.15384616249609384]"
472,"[0.2999999866666666, 0.06976744986046583, 0.22340425113310353, 0.04964538914068967, 0.031914895361206896]","[0.30000002190412206, 0.06976744509755226, 0.2234042760562515, 0.04964539467916698, 0.03191489657946446]","[0.44680850226620705, 0.22340425113310342, 0.3488371633023211, 0.1499999933333333, 0.1499999933333333]","[0.44680855211250287, 0.23749998083389298, 0.3488371906890742, 0.15000001095206092, 0.15000001095206103]","[0.44680850226620694, 0.12765957324715563, 0.22340425113310353, 0.04964538914068967, 0.031914895361206896]","[0.4468085521125026, 0.14007088857603942, 0.22340427605625124, 0.04964539467916699, 0.03191489657946446]","[0.44680850226620705, 0.22340425113310342, 0.22340426752844827, 0.07446808371103458, 0.1276595732471555]","[0.44680855211250287, 0.2234042760562515, 0.22340427605625124, 0.07446809201875018, 0.14007088857603958]","[0.2999999866666666, 0.10000000666666659, 0.22340425113310347, 0.1499999933333333, 0.07499999666666653]","[0.30000002190412195, 0.10000000730137426, 0.23749998083389126, 0.15000001095206084, 0.07500000547603118]","[0.3000000199999998, 0.22340425113310342, 0.29999998666666666, 0.1499999933333333, 0.1499999933333333]","[0.30000002190412195, 0.23749998083389137, 0.30000002190412206, 0.15000001095206084, 0.15000001095206103]","[0.3488371633023211, 0.06976744986046583, 0.22340425113310333, 0.1162790831007763, 0.05813954155038881]","[0.3488371906890745, 0.06976744509755226, 0.23255812712604476, 0.11627907516258701, 0.05813953758129367]","[0.3488372493023294, 0.22340425113310333, 0.3488371633023211, 0.11627908310077667, 0.11627905443410702]","[0.34883722548776125, 0.2325581271260448, 0.34883719068907465, 0.11627907516258701, 0.1162790635630248]"
473,"[0.31249998909088683, 0.06250000363635817, 0.21176473335222187, 0.02757351441181405, 0.029411884705837728]","[0.31250001655947973, 0.06250000331189628, 0.19831952752580925, 0.027573514301242236, 0.029411885590062928]","[0.44117623058791905, 0.22058811529421588, 0.35294117104895095, 0.1562499945454434, 0.15624999454543242]","[0.4411762288198734, 0.2526041535570778, 0.3781512605042017, 0.15625000827974014, 0.15625000827974028]","[0.44117623058791905, 0.2071080931371847, 0.22058811529399774, 0.02757351441181405, 0.029411884705837728]","[0.4411762288198734, 0.20710809497929675, 0.2205881144099367, 0.027573514301242236, 0.02941188559006293]","[0.44117623058791905, 0.22058811529421588, 0.2205881152945124, 0.08823565411751319, 0.10355404656857195]","[0.4411762288198734, 0.22058811440993717, 0.2205881144099379, 0.0882356567701888, 0.10355404748964842]","[0.3529411710488357, 0.07058823420976715, 0.21176473335222187, 0.1176470570163467, 0.03921568567208413]","[0.3781512605042017, 0.07563025210084062, 0.19831952752580925, 0.126050420168067, 0.042016806722688545]","[0.3529411710488357, 0.21176473335222187, 0.35294117104889733, 0.11764705701640446, 0.10588236667609541]","[0.3781512605042031, 0.1983195275258092, 0.3781512605042017, 0.126050420168067, 0.09915976376290495]","[0.3124999890908868, 0.06250000363635817, 0.21176473335228624, 0.1041666630302871, 0.07812499727272719]","[0.31250001655947973, 0.06250000331189628, 0.252604153557078, 0.10416667218649356, 0.07812500413987054]","[0.3125000181817657, 0.2117647333522333, 0.3124999890909728, 0.1562499945454434, 0.15624999454546257]","[0.31250001655948145, 0.2526041535570781, 0.31250001655947973, 0.15625000827973987, 0.15625000827973987]"
474,"[0.28571429662337644, 0.08571428983193291, 0.1935483870967737, 0.048979590072028664, 0.07142857415584408]","[0.2857143078112393, 0.08571428746871253, 0.19354838709677352, 0.048979589915219564, 0.07142857695280984]","[0.3870967741935482, 0.2142857033766233, 0.34285713050420064, 0.1935483770967743, 0.14285714831168822]","[0.3870967741935469, 0.27380950631610224, 0.34285712940653695, 0.19354837924775367, 0.14285715390561965]","[0.28571429662337644, 0.14285714831168828, 0.2142857033766233, 0.09523809887445883, 0.07142857415584408]","[0.2857143078112393, 0.1428571539056195, 0.27380950631610224, 0.09523810260374646, 0.07142857695280984]","[0.28571429662337644, 0.2142857033766233, 0.28571429662337755, 0.14285714831168816, 0.14285714831168822]","[0.28571430781123935, 0.27380950631610224, 0.2857143078112393, 0.14285715390561968, 0.14285715390561965]","[0.34285713050420064, 0.08571428983193292, 0.21428571016806683, 0.048979590072028664, 0.1142857101680673]","[0.34285712940653695, 0.08571428746871253, 0.2285714332499006, 0.048979589915219564, 0.11428571662495002]","[0.3428571593277317, 0.21428571016806683, 0.34285713050420064, 0.1142857101680671, 0.1142857101680673]","[0.34285714987485016, 0.2285714332499006, 0.34285712940653695, 0.11428571662495024, 0.11428571662495002]","[0.3870967541935479, 0.12903225806451607, 0.19354838709677352, 0.09677419354838714, 0.09677419354838723]","[0.38709675849550734, 0.12903225806451732, 0.19354838709677352, 0.09677419354838693, 0.09677419354838666]","[0.3870967741935481, 0.19354838709677413, 0.19354838709677352, 0.1935483770967743, 0.12903225806451618]","[0.3870967741935469, 0.19354838709677386, 0.19354838709677538, 0.19354837924775367, 0.1290322580645171]"
475,"[0.3125000084112144, 0.06250000168224301, 0.14285715285714257, 0.034722223156801686, 0.047619037619047726]","[0.28767163536910884, 0.06250000491165796, 0.14285715153936634, 0.034722224950921074, 0.0410959479098728]","[0.42857141657142866, 0.2222222105555558, 0.33333326333333385, 0.15624997728972048, 0.15625000420560717]","[0.4285714181527602, 0.28767093579899106, 0.31249998526502554, 0.15624999263251355, 0.15624999263251288]","[0.33333326333333396, 0.11111115777777726, 0.2222222105555558, 0.111111087777778, 0.047619037619047726]","[0.2876716353691088, 0.14383546789949542, 0.28767093579899106, 0.09589054512303635, 0.0410959479098728]","[0.3333332633333341, 0.2222222105555558, 0.33333326333333396, 0.11111115777777725, 0.11111115777777726]","[0.2876716353691088, 0.28767093579899106, 0.28767163536910884, 0.14383546789949558, 0.14383546789949658]","[0.4285714165714285, 0.14285713885714263, 0.14285715285714257, 0.1428571388571429, 0.07142856942857118]","[0.4285714181527602, 0.14285713938425298, 0.14285715153936634, 0.14285713938425243, 0.07142856969212738]","[0.42857141657142866, 0.14285715285714182, 0.21428570828571425, 0.14285715285714257, 0.14285713885714282]","[0.4285714181527602, 0.14285715153936643, 0.21428570907637967, 0.14285715153936634, 0.14285713938425385]","[0.31250000841121434, 0.06250000168224301, 0.18750000504672837, 0.034722223156801686, 0.15624997728972023]","[0.31249998526502576, 0.06250000491165796, 0.2482638985757703, 0.034722224950921074, 0.15624999263251288]","[0.31250000841121506, 0.18750000504672892, 0.31250000841121434, 0.15624997728972048, 0.15625000420560717]","[0.3125000245582898, 0.24826389857576933, 0.31249998526502554, 0.15624999263251355, 0.15624999263251288]"
476,"[0.33333336133333286, 0.10628020460035184, 0.20168082226890852, 0.035714294714285576, 0.04347825268774666]","[0.33333336042540057, 0.10628020423187254, 0.201680817404972, 0.03571429442245013, 0.04347825295305177]","[0.4285713925714291, 0.2142856962857145, 0.25210039033613213, 0.21256037783706602, 0.10714284814285732]","[0.42857139373877084, 0.2142856968693855, 0.2521004049279416, 0.2125603781171104, 0.10714284843469278]","[0.42512075567413204, 0.10628020460035184, 0.2125604092007035, 0.07246375447957783, 0.04347825268774666]","[0.4251207562342208, 0.10628020423187254, 0.21256040846374508, 0.07246375492175296, 0.04347825295305177]","[0.42512081840140736, 0.2125604092007035, 0.21739126343873347, 0.21256037783706602, 0.07246375447957783]","[0.42512081692749015, 0.21256040846374508, 0.21739126476525886, 0.2125603781171104, 0.07246375492175296]","[0.36414551826330455, 0.20168082226890824, 0.20168082226890852, 0.04201673172268868, 0.05042007806722637]","[0.36414552280297896, 0.20168081740497182, 0.201680817404972, 0.04201673415465692, 0.05042008098558833]","[0.40336164453781653, 0.20168082226890857, 0.25210039033613213, 0.1820727591316523, 0.10084041113445412]","[0.4033616348099435, 0.201680817404972, 0.2521004049279416, 0.18207276140148948, 0.10084040870248591]","[0.33333336133333286, 0.21428569628571456, 0.21428569628571448, 0.035714294714285576, 0.0714285654285716]","[0.33333336042540057, 0.21428569686938548, 0.21428569686938556, 0.03571429442245013, 0.07142856562312867]","[0.4285713925714291, 0.21428569628571456, 0.21428576828571344, 0.16666668066666643, 0.10714284814285732]","[0.4285713937387713, 0.21428569686938564, 0.21428576653470077, 0.16666668021270029, 0.10714284843469278]"
477,"[0.32432429871456747, 0.08108109047132592, 0.20338980907989826, 0.05084747334140687, 0.04633205169790052]","[0.35593222397784, 0.08898305599445994, 0.20338983793680976, 0.050847459484202454, 0.05084746056826283]","[0.41791027976118433, 0.2089551398805926, 0.32432429871456747, 0.2033898090798985, 0.20895513988059214]","[0.4179104224039758, 0.2372881203973086, 0.35593222397784, 0.2033898257625935, 0.20895521120198793]","[0.32432429871456747, 0.08108109047132592, 0.20338980907989826, 0.10810809957152132, 0.04633205169790052]","[0.35593222397784, 0.08898305599445994, 0.2372881203973086, 0.11864407465927994, 0.05084746056826274]","[0.32432436188530367, 0.20338980907989826, 0.32432429871456747, 0.16216214935728165, 0.10810809957152132]","[0.35593222397784, 0.2372881203973086, 0.35593222397784, 0.17796611198892007, 0.11864407465927994]","[0.4179102797611843, 0.10447756994029614, 0.2089551398805924, 0.05970146853731012, 0.05472648015921148]","[0.4179104224039758, 0.10447760560099395, 0.20895521120198782, 0.05970148891485369, 0.05472638506401623]","[0.41791027976118433, 0.2089551398805926, 0.2089551398805924, 0.10945296031841921, 0.20895513988059214]","[0.4179104224039758, 0.20895521120198782, 0.2089552112019879, 0.10945277012803246, 0.20895521120198793]","[0.4067796181597969, 0.13559320605326608, 0.20338980907989856, 0.05084747334140687, 0.05084747334140687]","[0.40677965152518736, 0.1355932252912066, 0.20338983793680976, 0.050847459484202454, 0.05084745948420255]","[0.40677961815979713, 0.20338980907989856, 0.2033898933656275, 0.20338980907989845, 0.13559320605326564]","[0.40677967587361963, 0.20338983793680976, 0.20338983793681015, 0.20338982576259368, 0.13559321717506245]"
478,"[0.3488371878737499, 0.06976743757474983, 0.1818181924064176, 0.06250002500000076, 0.058139562026585455]","[0.3529411978982194, 0.0705882395796438, 0.18181819271995917, 0.06250002574030752, 0.05882353298303656]","[0.3749999499999996, 0.20930231272424954, 0.3488371878737499, 0.18181817946524012, 0.1874999749999997]","[0.37499994851938473, 0.23529410157633557, 0.3529411978982194, 0.18181817939556466, 0.1874999742596925]","[0.3636363589304809, 0.18181817946524012, 0.1818181924064176, 0.06818181082887763, 0.09090908973262019]","[0.3636363587911293, 0.1818181793955647, 0.18181819271995917, 0.06818181061113944, 0.09090908969778232]","[0.3636363848128352, 0.18181819240641572, 0.20454543248663187, 0.18181817946524012, 0.1818181794652397]","[0.36363638543991833, 0.18181819271995925, 0.20454543183341833, 0.18181817939556466, 0.1818181793955646]","[0.3749999499999993, 0.17500003000000114, 0.18749997499999915, 0.0625000250000005, 0.08750001500000057]","[0.37499994851938473, 0.17500003088836877, 0.18749997425969236, 0.06250002574030752, 0.08750001544418431]","[0.3749999499999993, 0.18749997499999915, 0.1875000750000015, 0.17500003000000114, 0.1874999749999997]","[0.37499994851938473, 0.18749997425969236, 0.18750007722092255, 0.17500003088836863, 0.1874999742596925]","[0.34883718787374923, 0.06976743757474983, 0.20930231272425093, 0.11627906262458254, 0.058139562026585455]","[0.35294119789821904, 0.0705882395796438, 0.23529410157633543, 0.11764706596607312, 0.05882353298303656]","[0.34883718787374923, 0.20930231272424876, 0.3488371878737499, 0.1162791240531675, 0.11627906262458353]","[0.35294119789821904, 0.23529410157633543, 0.3529411978982194, 0.11764706596607312, 0.11764706596607313]"
479,"[0.33333335333333014, 0.13333333916666962, 0.07999999666666617, 0.05333333111111079, 0.073333351111112]","[0.3529411873663426, 0.12865519303366707, 0.0877192029855718, 0.058479468657047846, 0.0643275965168333]","[0.4799999799999971, 0.2399999899999985, 0.22222219555556422, 0.1999999900000003, 0.1999999900000008]","[0.5263152179134306, 0.2631576089567144, 0.23529406316828166, 0.19999999219397105, 0.1999999921939712]","[0.3333333533333267, 0.16666667666666507, 0.1666666766666659, 0.1111110977777803, 0.11111109777777908]","[0.3529411873663426, 0.1764705936831713, 0.17647059368317167, 0.11764703158414104, 0.11764703158414122]","[0.3333333533333267, 0.1666666766666669, 0.22222219555556422, 0.16666667666666313, 0.16666667666666507]","[0.3529411873663447, 0.1764705936831713, 0.23529406316828166, 0.1764705936831713, 0.17647059368317133]","[0.39999997999999504, 0.1333333391666659, 0.13333333916666637, 0.06666666333333274, 0.09999999499999968]","[0.3999999843879424, 0.13333333788684962, 0.13333333788685006, 0.06666666406465718, 0.09999999609698558]","[0.40000001749999914, 0.1333333391666659, 0.19999999000000304, 0.19999999000000243, 0.1999999899999992]","[0.4000000136605489, 0.133333337886851, 0.19999999219397177, 0.19999999219397105, 0.1999999921939712]","[0.4799999799999971, 0.14666670222222167, 0.07999999666666618, 0.05333333111111079, 0.073333351111112]","[0.526315217913429, 0.12865519303366707, 0.0877192029855718, 0.058479468657047846, 0.06432759651683329]","[0.4799999799999971, 0.2399999899999985, 0.1466667022222281, 0.146666702222224, 0.079999996666666]","[0.5263152179134306, 0.2631576089567144, 0.12865519303366707, 0.12865519303366707, 0.08771920298556816]"
480,"[0.22727269227272903, 0.13235293450980448, 0.13333333159420296, 0.08088237405228606, 0.044117644836601494]","[0.27272730659482897, 0.1290323310280053, 0.13333336274971944, 0.09090911993842099, 0.043010777009334575]","[0.3999999947826086, 0.1999999973913048, 0.1999999973913044, 0.1985294017647067, 0.22727269227272903]","[0.4000000882491584, 0.2000000441245787, 0.19999987865740976, 0.19354849654200793, 0.27272730659482897]","[0.22727269227272903, 0.1818181318181843, 0.18181813181818401, 0.0909091209090895, 0.0909091209090895]","[0.27272730659482897, 0.18181813343596245, 0.18181813343596337, 0.09090911993842099, 0.0909091199384212]","[0.3636362636363683, 0.1818181318181843, 0.181818241818179, 0.181818241818179, 0.22727269227272903]","[0.3636362668719252, 0.18181813343596245, 0.18181823987684198, 0.18181823987684365, 0.27272730659482897]","[0.39705880352941286, 0.13235293450980448, 0.161764672549022, 0.08088237405228606, 0.044117644836601494]","[0.38709699308401585, 0.1290323310280053, 0.1935482703551909, 0.09677413517759442, 0.043010777009334575]","[0.3970588035294134, 0.16176474810457214, 0.19852940176470663, 0.19852940176470643, 0.161764672549022]","[0.38709699308401585, 0.1935482703551909, 0.19354849654200937, 0.19354849654200937, 0.1935482703551921]","[0.39999999478260845, 0.13333333159420324, 0.13333333159420296, 0.09999999869565213, 0.0666666657971014]","[0.4000000882491574, 0.13333336274971483, 0.13333336274971944, 0.09999993932870493, 0.06666662621913658]","[0.3999999947826087, 0.19999999739130497, 0.1999999973913042, 0.13333334463768048, 0.13333333159420324]","[0.4000000882491584, 0.2000000441245787, 0.19999987865740976, 0.13333336274971483, 0.13333336274972005]"
481,"[0.3921569516340009, 0.05063290874534619, 0.16774197691243792, 0.051612898940092446, 0.051612898940092446]","[0.42253522584312764, 0.05063291232557048, 0.14647890143016662, 0.05633802190440742, 0.05633802190440742]","[0.464516090460832, 0.19607847581699828, 0.23529400098037578, 0.19607847581700044, 0.15189872623603817]","[0.5070421971396668, 0.2112675784261618, 0.2535210985698334, 0.21126761292156376, 0.151898731305937]","[0.3921569516340009, 0.07843139032680017, 0.19607847581699828, 0.07843133366012527, 0.07843133366012563]","[0.42253522584312764, 0.08450704516862553, 0.21126757842616178, 0.0704225376405213, 0.07042253764052127]","[0.3921569516340009, 0.19607847581699828, 0.23529400098037578, 0.19607847581700044, 0.09803923790849987]","[0.42253522584312764, 0.21126757842616178, 0.21126761292156382, 0.21126761292156382, 0.10563380646078165]","[0.46451609046083203, 0.11612896725806976, 0.16774197691243908, 0.051612898940092446, 0.051612898940092446]","[0.5070421971396668, 0.12676054928491676, 0.14647890143016662, 0.05633802190440742, 0.05633802190440742]","[0.46451609046083203, 0.16774197691244033, 0.23225804523041638, 0.08387098845621954, 0.11612896725806901]","[0.5070421971396668, 0.14647890143016662, 0.2535210985698334, 0.07323945071508331, 0.12676054928491676]","[0.45569617870811413, 0.05063290874534601, 0.16774197691243792, 0.07594937473566682, 0.11392406210350048]","[0.4556961939178111, 0.05063291232557048, 0.17721519597488383, 0.07594936565296842, 0.11392404847945281]","[0.45569617870811413, 0.16774197691243792, 0.22784812420700112, 0.11392406210350048, 0.15189872623603817]","[0.45569621093013435, 0.17721519597488383, 0.22784809695890554, 0.11392404847945277, 0.15189873130593703]"
482,"[0.2500000070588263, 0.06818181418182005, 0.20454544254545914, 0.08108107562653535, 0.04545455745454266]","[0.25000002764588175, 0.06896551724137936, 0.2068965517241381, 0.08108108108108102, 0.04597701924750367]","[0.4090908850909243, 0.2500000070588246, 0.3243243025061414, 0.18749999117646693, 0.20454544254545362]","[0.4137931034482762, 0.2567567272500973, 0.32432432432432406, 0.21874996889838272, 0.20689655172413782]","[0.3243243025061424, 0.08108107562653574, 0.20454544254545914, 0.08108107562653535, 0.0810811092628987]","[0.3243243243243244, 0.08108108108108113, 0.25675672725009735, 0.08108108108108102, 0.08108108108108114]","[0.32432430250614297, 0.20454544254545914, 0.3243243025061414, 0.16216221852579832, 0.1081081008353808]","[0.3243243243243245, 0.2567567272500972, 0.32432432432432406, 0.1621621621621622, 0.10810810810810821]","[0.2500000070588261, 0.18749999117646027, 0.2500000070588236, 0.12500000352942298, 0.06249999705882117]","[0.25000002764588175, 0.21874996889838336, 0.2500000276458818, 0.1250000138229409, 0.06250000691147058]","[0.2500000070588261, 0.2500000070588246, 0.25000000705882697, 0.18749999117646693, 0.12500000352940985]","[0.25000002764588225, 0.25000002764588175, 0.2500000276458818, 0.21874996889838336, 0.125000013822941]","[0.40909088509091773, 0.06818181418182072, 0.2045454425454416, 0.1022727212727208, 0.04545455745453936]","[0.41379310344827563, 0.06896551724137936, 0.2068965517241381, 0.10344827586206923, 0.04597701924750367]","[0.4090908850909243, 0.2045454425454591, 0.2045454425454416, 0.1363636723636356, 0.20454544254545362]","[0.4137931034482762, 0.2068965517241381, 0.2068965517241384, 0.13793105774251102, 0.20689655172413782]"
483,"[0.3703703683703722, 0.09090908532769154, 0.15151514221281923, 0.05084758962709163, 0.05681817832980721]","[0.37037037598032285, 0.0909090909090908, 0.15151515151515133, 0.050847469099591994, 0.056818181818181684]","[0.4545454266384577, 0.2033896505085106, 0.22222221022221922, 0.22727271331923038, 0.13559310033901018]","[0.454545454545454, 0.203389814864193, 0.222222218014758, 0.22727271946952124, 0.13559320990946186]","[0.3703703683703722, 0.18518518418518498, 0.18518519318518528, 0.11111110511110839, 0.07407407007407305]","[0.37037037598032263, 0.18518518799016154, 0.18518518799016162, 0.11111110900737889, 0.07407406004919258]","[0.3703703863703726, 0.18518519318519036, 0.22222221022221922, 0.1851851841851861, 0.11111110511110939]","[0.37037037598032263, 0.18518518799016162, 0.22222221801475792, 0.18518518799016143, 0.11111110900737892]","[0.4067793010170211, 0.10169482525425513, 0.20338965050851032, 0.05084758962709163, 0.06779678616945527]","[0.40677962972838533, 0.10169490743209629, 0.20338981486419286, 0.050847469099591994, 0.06779662546612263]","[0.4067793010170211, 0.2033896505085106, 0.2033903585083665, 0.20338965050851082, 0.13559310033901018]","[0.40677962972838533, 0.20338981486419286, 0.20338987639836797, 0.2033898148641928, 0.13559320990946186]","[0.4545454266384577, 0.09090908532769154, 0.15151514221281923, 0.1515151626779503, 0.05681817832980721]","[0.4545454389390422, 0.09090909090909079, 0.15151515151515133, 0.15151515151515157, 0.056818181818181684]","[0.4545454266384577, 0.15151516267795018, 0.15151516267795032, 0.22727271331922858, 0.09090908532769154]","[0.454545454545454, 0.15151515151515157, 0.15151515151515135, 0.22727271946952077, 0.09090909090909084]"
484,"[0.33333334533333503, 0.11111111511111103, 0.1818181830181817, 0.08333333633333376, 0.040000020000000254]","[0.3333333588121227, 0.11111111960404124, 0.18181818542767725, 0.08333333970303021, 0.04000000636969709]","[0.42666654666666437, 0.22222221222222072, 0.33333334533333503, 0.18181817861818192, 0.1818181764181815]","[0.42666662844848474, 0.24999998089090847, 0.3333333588121225, 0.18181817374989825, 0.18181818309212117]","[0.42666654666666437, 0.12000006000000077, 0.21333327333333169, 0.10666663666666584, 0.040000020000000254]","[0.4266666284484846, 0.12000001910909118, 0.21333331422424223, 0.10666665711212069, 0.040000006369697125]","[0.42666654666666437, 0.21333327333333219, 0.21333327333333169, 0.12000006000000077, 0.12000006000000074]","[0.42666662844848474, 0.2133333142242428, 0.21333331422424223, 0.12000001910909115, 0.12000001910909118]","[0.3333333453333342, 0.1111111151111114, 0.22222221222222055, 0.08333333633333376, 0.08333333633333401]","[0.33333335881212117, 0.11111111960404124, 0.24999998089090816, 0.08333333970303021, 0.08333333970303068]","[0.3333333453333342, 0.22222221222222072, 0.33333334533333503, 0.11111111511111198, 0.11111111511111132]","[0.33333335881212117, 0.24999998089090816, 0.3333333588121227, 0.11111111960404124, 0.11111111960404124]","[0.3636363528363634, 0.18181817861818192, 0.1818181830181815, 0.09090909150909093, 0.09090908930909106]","[0.36363636618424233, 0.18181817374989936, 0.18181818309212122, 0.09090909154606003, 0.09090908687494943]","[0.3636363660363637, 0.18181818301818184, 0.1818181830181815, 0.18181817861818192, 0.18181817641818174]","[0.36363637085535444, 0.18181818542767703, 0.18181818309212122, 0.18181817374989825, 0.18181818309212117]"
485,"[0.14285720285717085, 0.14285706285714062, 0.11370261719029043, 0.05247813888688524, 0.07142860142858609]","[0.15384617474151369, 0.15160349706997214, 0.11370262280247911, 0.05247814331267361, 0.07692308737075684]","[0.4548104687611617, 0.2857139857141817, 0.296295786296861, 0.15160348958706932, 0.2274052343805747]","[0.45481049120991646, 0.3076922815731084, 0.31578944014846344, 0.15789472007423133, 0.2274052456049582]","[0.296295786296861, 0.1481482981479917, 0.22222204222242775, 0.09876553209862883, 0.09876553209866112]","[0.31578944014846344, 0.15789472007423172, 0.21052633591091963, 0.10526314671615475, 0.10526314671615458]","[0.2962965962959834, 0.22222204222238848, 0.296295786296861, 0.1481482981479917, 0.11111102111121388]","[0.31578944014846344, 0.21052633591091963, 0.31578944014846344, 0.1578947200742296, 0.10526316795546768]","[0.1428572028571511, 0.14285706285708988, 0.2857139857142096, 0.14285720285716164, 0.07142860142858609]","[0.15384617474151369, 0.15384614078655434, 0.3076922815731083, 0.15384617474151369, 0.07692308737075684]","[0.28571412571424315, 0.2857139857141817, 0.28571440571434437, 0.14285720285717154, 0.1428572028571511]","[0.30769228157310824, 0.3076922815731088, 0.30769234948302737, 0.15384617474151369, 0.15384617474151369]","[0.45481046876115605, 0.15160348958706749, 0.11370261719029043, 0.05247813888690863, 0.07871720833034268]","[0.45481049120991646, 0.15160349706997214, 0.11370262280247911, 0.05247814331267361, 0.07871719392736351]","[0.4548104687611617, 0.15743441666068542, 0.15743441666073504, 0.15160348958706932, 0.2274052343805747]","[0.45481049120991646, 0.15743438785472702, 0.15743442993802084, 0.15160349706997214, 0.2274052456049584]"
486,"[0.26666666019607366, 0.13559321706029814, 0.13559321641741207, 0.06666666504901947, 0.050847461940844704]","[0.26666666972112973, 0.13559323363407985, 0.135593220338983, 0.06666666743028243, 0.050847457627118724]","[0.4067796492522362, 0.26666666019607366, 0.26666666019607366, 0.13559321641741712, 0.13559321706029817]","[0.406779661016949, 0.26666666972112973, 0.26666666972112973, 0.13559323363407985, 0.17796606415046967]","[0.4067796492522362, 0.13559321706029814, 0.13559321641741207, 0.10169491231305793, 0.050847461940844704]","[0.40677966101694896, 0.17796606415046967, 0.135593220338983, 0.10169491525423725, 0.050847457627118724]","[0.4067796492522362, 0.20338982462611846, 0.2033898477633782, 0.1355932164174164, 0.13559321706029814]","[0.406779661016949, 0.2033898305084745, 0.2033898305084748, 0.135593220338983, 0.17796606415046967]","[0.26666666019607366, 0.26666666019607366, 0.26666666019607366, 0.06666666504901841, 0.06666666946077876]","[0.26666666972112973, 0.26666666399401134, 0.26666666399401173, 0.06666666743028243, 0.06666666743028236]","[0.2666666778431451, 0.26666666019607366, 0.26666666019607366, 0.13333333671568454, 0.13333333671568456]","[0.26666666972112973, 0.26666666972112973, 0.26666666972112973, 0.13333333486056487, 0.13333333199700562]","[0.40677965118088505, 0.13559321706029817, 0.20338982559044677, 0.10169491279522254, 0.05084746123367236]","[0.40677966101694857, 0.13559323363407985, 0.20338983050847428, 0.1016949152542372, 0.050847457627118724]","[0.40677965118089016, 0.20338982559045038, 0.20338984493468953, 0.13559321706029817, 0.13559321706029817]","[0.4067796610169488, 0.20338983050847428, 0.20338983050847428, 0.13559323363407985, 0.13559323363407985]"
