Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
575,"[0.2857142857142857, 0.1764705882352941, 0.2142857071266243, 0.10714285356331214, 0.0357143179301907]","[0.28571431571428535, 0.17647062490196522, 0.20418868062276366, 0.10209434031138183, 0.04973794357949485]","[0.4285714142532486, 0.2142857071266243, 0.25714283714285535, 0.14999991284090855, 0.10000002715909176]","[0.4397903548635959, 0.2287242069595137, 0.2571428771428569, 0.14285712285714308, 0.08556147732620079]","[0.4285714142532486, 0.2142857071266243, 0.14285714922077838, 0.06122449252319073, 0.03571428452110405]","[0.4397903548635959, 0.20418868062276366, 0.146596784954532, 0.06282719355194227, 0.03403144677046061]","[0.4285714476623351, 0.2142857071266243, 0.2142857071266243, 0.10714285356331214, 0.1428571380844162]","[0.4397903548635959, 0.21989517743179796, 0.20418868062276366, 0.10209434031138183, 0.146596784954532]","[0.3529411764705882, 0.1764705882352941, 0.1176470588235294, 0.1102941476470587, 0.07352943176470579]","[0.35294124980393043, 0.17647062490196522, 0.1176470832679768, 0.1283422159893012, 0.08556147732620079]","[0.3529411764705882, 0.1764705882352941, 0.2205882952941174, 0.1764705882352941, 0.1764705882352941]","[0.35294124980393043, 0.17647062490196522, 0.2566844319786024, 0.17647062490196522, 0.17647062490196522]","[0.2857142857142857, 0.14285714285714285, 0.25714283714285535, 0.12857141857142768, 0.07142857142857142]","[0.28571424571428616, 0.14285715785714267, 0.2571428771428569, 0.12857143857142844, 0.07142856142857154]","[0.2857142857142857, 0.25714283714285535, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[0.28571431571428535, 0.2571428771428569, 0.28571424571428616, 0.14285712285714308, 0.14285715785714267]","[[0.4285714142532486, 0.2142857071266243, 0.2142857071266243, 0.10714285356331214, 0.0357143179301907], [0.3529411764705882, 0.1764705882352941, 0.2205882952941174, 0.14999991284090855, 0.10000002715909176], [0.2857142857142857, 0.2142857071266243, 0.25714283714285535, 0.14285714285714285, 0.10000002715909176]]","[[0.4397903548635959, 0.20418868062276366, 0.20418868062276366, 0.10209434031138183, 0.04973794357949485], [0.35294124980393043, 0.17647062490196522, 0.24216952511076054, 0.14285712285714308, 0.08556147732620079], [0.28571431571428535, 0.2287242069595137, 0.2571428771428569, 0.14285712285714308, 0.08556147732620079]]"
576,"[0.2758621289655178, 0.1333333233333333, 0.20000000999999995, 0.13333333999999994, 0.13333333999999994]","[0.3000000240000008, 0.16666663997777653, 0.19999998598333266, 0.13333339407222522, 0.10000000800000027]","[0.39999998666666675, 0.20172412193103426, 0.20689659672413838, 0.17241375810344792, 0.14310339427586166]","[0.3999999719666653, 0.2249999779999993, 0.2249999779999993, 0.1500000120000004, 0.10000000800000027]","[0.29999998800000005, 0.100000006, 0.19999999699999996, 0.14999999400000003, 0.09999999600000002]","[0.3000000240000008, 0.10000000800000027, 0.2249999779999993, 0.1500000120000004, 0.10000000800000027]","[0.3000000179999999, 0.19999999699999996, 0.29999998800000005, 0.14999999400000003, 0.14999999400000003]","[0.3000000240000008, 0.2249999779999993, 0.3000000240000008, 0.1500000120000004, 0.1500000120000004]","[0.39999998666666675, 0.13333333999999994, 0.19999999333333338, 0.06666666999999998, 0.06666666999999997]","[0.3999999719666653, 0.13333339407222522, 0.19999998598333266, 0.06666666199444422, 0.06666669703611261]","[0.39999998666666675, 0.19999999333333338, 0.20000000999999995, 0.13333333999999994, 0.13333333999999994]","[0.3999999719666653, 0.19999998598333266, 0.19999998598333266, 0.13333339407222522, 0.13333339407222522]","[0.2758619839655163, 0.17241375810344792, 0.1379310644827589, 0.06896553224137945, 0.06896553224137945]","[0.30769228180473257, 0.15384614090236629, 0.1538461649408289, 0.07692308247041445, 0.07692308247041445]","[0.2758621289655178, 0.2758619839655163, 0.20689659672413838, 0.17241375810344792, 0.17241375810344792]","[0.3076923298816578, 0.30769228180473257, 0.23076924741124336, 0.15384614090236629, 0.15384614090236629]","[[0.3000000179999999, 0.19999999699999996, 0.20689659672413838, 0.14999999400000003, 0.14310339427586166], [0.39999998666666675, 0.1333333233333333, 0.20000000999999995, 0.13333333999999994, 0.13333333999999994], [0.2758621289655178, 0.20172412193103426, 0.20689659672413838, 0.17241375810344792, 0.14310339427586166]]","[[0.3000000240000008, 0.2249999779999993, 0.2249999779999993, 0.1500000120000004, 0.10000000800000027], [0.3999999719666653, 0.16666663997777653, 0.19999998598333266, 0.13333339407222522, 0.10000000800000027], [0.3076923298816578, 0.2249999779999993, 0.21730767211834215, 0.1500000120000004, 0.10000000800000027]]"
577,"[0.3333333066666655, 0.15384619884615391, 0.15384619884615391, 0.08333340666666988, 0.1355932327780076]","[0.3333333066666681, 0.15384600384615538, 0.1538463938461514, 0.0833334066666627, 0.1355932321389835]","[0.41025646525641046, 0.15384619884615391, 0.26282043448717796, 0.11538448371794896, 0.16666665333333275]","[0.43326237866440886, 0.15384600384615538, 0.2708333316666668, 0.10039127248943737, 0.15865395115384706]","[0.3333333066666655, 0.08333332666666637, 0.20833331666666594, 0.08333332666666637, 0.04166670333333494]","[0.3333333066666681, 0.08333332666666703, 0.2708333316666668, 0.08333332666666703, 0.04166670333333135]","[0.3333333066666655, 0.20833331666666594, 0.3333333066666655, 0.08333340666666988, 0.16666665333333275]","[0.3333333066666681, 0.2708333316666668, 0.3333333066666681, 0.0833334066666627, 0.16666665333333405]","[0.4067796551632905, 0.1355932183877635, 0.20338982758164525, 0.050847456895411314, 0.050847456895411314]","[0.4067796610169492, 0.13559322033898305, 0.2033898305084746, 0.05084745762711865, 0.05084745762711865]","[0.4067796551632905, 0.20338982758164525, 0.20338982758164525, 0.20338982758164525, 0.1355932327780076]","[0.4067796610169492, 0.2033898305084746, 0.2033898305084746, 0.2033898305084746, 0.1355932321389835]","[0.41025646525641046, 0.15384610134615373, 0.15384610134615376, 0.07692309942307696, 0.07692309942307696]","[0.41025666025640767, 0.15384600384615538, 0.15384600384615538, 0.07692300192307769, 0.0769231969230757]","[0.46153830403846124, 0.15384619884615391, 0.15384619884615391, 0.15384619884615391, 0.20512823262820523]","[0.46153801153846613, 0.15384600384615538, 0.1538463938461514, 0.1538463938461514, 0.20512833012820383]","[[0.3333333066666655, 0.15384619884615391, 0.26282043448717796, 0.08333340666666988, 0.16666665333333275], [0.4067796551632905, 0.15384619884615391, 0.20338982758164525, 0.10039108563090271, 0.1355932327780076], [0.41025646525641046, 0.15384619884615391, 0.15384619884615391, 0.11538448371794896, 0.16666665333333275]]","[[0.3333333066666681, 0.15384600384615538, 0.2708333316666668, 0.0833334066666627, 0.15865395115384706], [0.4067796610169492, 0.15384600384615538, 0.2033898305084746, 0.10039127248943737, 0.1355932321389835], [0.43326237866440886, 0.15384600384615538, 0.1538463938461514, 0.10039127248943737, 0.15865395115384706]]"
578,"[0.2857142961620473, 0.2045454474025972, 0.2045454474025972, 0.07633588300545255, 0.10000003142857244]","[0.2947368607447428, 0.20454544574150046, 0.20454544574150046, 0.07633589447549907, 0.1000000387373979]","[0.4122137233151582, 0.24489795560158367, 0.28571428153518114, 0.08367343527261539, 0.10000003142857244]","[0.41221374142575745, 0.22870809309706214, 0.29473682912419696, 0.08181817829660018, 0.1000000387373979]","[0.28571428153518114, 0.1428571407675905, 0.24489795560158367, 0.07142857038379528, 0.040816325933597304]","[0.2947368607447428, 0.1473684303723714, 0.29473682912419696, 0.0736842151861857, 0.042105265820677536]","[0.2857142961620473, 0.24489795560158367, 0.28571428153518114, 0.1428571407675905, 0.1428571407675905]","[0.2947368607447428, 0.29473682912419696, 0.2947368607447428, 0.1473684303723714, 0.1473684303723714]","[0.4122137233151582, 0.13740457443838608, 0.2061068616575791, 0.038167941502726274, 0.07633588300545255]","[0.41221374142575745, 0.13740458047525247, 0.20610687071287873, 0.038167936673233115, 0.07633587334646623]","[0.4122137233151582, 0.20610686165757908, 0.22900764901635765, 0.07633588300545255, 0.2061068616575791]","[0.41221374142575745, 0.20610687071287873, 0.22900762003939867, 0.07633589447549907, 0.20610687071287873]","[0.4090908948051944, 0.13636363160173146, 0.2045454474025972, 0.08181817896103888, 0.0454545525974028]","[0.4090908914830009, 0.13636366277549875, 0.20454544574150044, 0.08181817829660018, 0.045454554258499584]","[0.4090908948051944, 0.2045454474025972, 0.2045454474025972, 0.1363636577922084, 0.13636363160173146]","[0.4090908914830009, 0.20454544574150046, 0.20454544574150046, 0.13636366277549875, 0.13636366277549875]","[[0.2857142961620473, 0.24489795560158367, 0.28571428153518114, 0.08367343527261539, 0.10000003142857244], [0.4122137233151582, 0.2045454474025972, 0.20690491484821963, 0.07633588300545255, 0.10000003142857244], [0.4090908948051944, 0.2045454474025972, 0.2045454474025972, 0.08181817896103888, 0.10000003142857244]]","[[0.2947368607447428, 0.22870809309706214, 0.29473682912419696, 0.08181817829660018, 0.1000000387373979], [0.41221374142575745, 0.20534345464846684, 0.20610687071287873, 0.07633589447549907, 0.1000000387373979], [0.40909089148300093, 0.20454544574150046, 0.20454544574150046, 0.08181817829660018, 0.1000000387373979]]"
579,"[0.26315791616541573, 0.11229947089281875, 0.1818181918181815, 0.11764705621483328, 0.11764705621483328]","[0.25000025000009124, 0.11229947444299326, 0.18181818181818182, 0.11764705915218487, 0.11764705915218482]","[0.4705882248593331, 0.20095693494189454, 0.26315791616541584, 0.1550801765124406, 0.11764705621483328]","[0.47058822543445533, 0.22727222727254487, 0.25000025000009124, 0.1550802135750879, 0.11764705915218482]","[0.3636363836363631, 0.1818181368181831, 0.1818181918181815, 0.09090909590909076, 0.09090909590909077]","[0.36363636363636365, 0.18181812681818607, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]","[0.3636363836363631, 0.18181819181818154, 0.1818181918181815, 0.18181819181818154, 0.1818181368181831]","[0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181812681818607]","[0.26315791616541573, 0.15789472255638948, 0.26315791616541573, 0.052631583233083166, 0.07894736127819474]","[0.25000025000009124, 0.199999799999927, 0.25000025000009124, 0.05000005000001825, 0.0999998999999635]","[0.26315791616541573, 0.26315791616541573, 0.26315791616541584, 0.15789472255638948, 0.15789472255638948]","[0.25000025000009124, 0.25000025000009124, 0.25000025000009124, 0.199999799999927, 0.199999799999927]","[0.4705882248593331, 0.05882352810741664, 0.14705883135550016, 0.07843137820119457, 0.11764705621483328]","[0.47058822543445533, 0.05882352957609241, 0.15686274553624643, 0.07843137276812322, 0.11764705635861383]","[0.4705882248593331, 0.14705883135550016, 0.23529413460358373, 0.11764705621483328, 0.11764705621483328]","[0.4705882366087393, 0.15686274553624643, 0.23529411830436964, 0.11764705915218487, 0.11764705635861383]","[[0.3636363836363631, 0.18181819181818154, 0.1818181918181815, 0.1550801765124406, 0.11764705621483328], [0.26315791616541573, 0.20095693494189454, 0.26315791616541584, 0.1550801765124406, 0.11764705621483328], [0.4705882248593331, 0.11229947089281875, 0.1818181918181815, 0.11764705621483328, 0.11764705621483328]]","[[0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.1550802135750879, 0.11764705915218482], [0.25000025000009124, 0.22727222727254487, 0.25000025000009124, 0.1550802135750879, 0.11764705915218482], [0.47058822543445533, 0.11229947444299326, 0.18181818181818182, 0.11764705915218487, 0.11764705915218482]]"
580,"[0.25000042000001377, 0.21212115757575323, 0.20000001428571398, 0.11616163343434481, 0.09999999285714298]","[0.27450993597462287, 0.21212115757575914, 0.18326696267091808, 0.11616163343434291, 0.09163348133545904]","[0.3595958785569914, 0.21212115757575323, 0.2499998599999954, 0.18787881385281863, 0.09999999285714298]","[0.3679623900786848, 0.2220919192531897, 0.27450977562448564, 0.14444190568864057, 0.09163348133545904]","[0.24999957999998623, 0.12500021000000688, 0.2499998599999954, 0.1249999299999977, 0.03571434571428768]","[0.27450977562448564, 0.13725496798731143, 0.27450977562448564, 0.13725488781224282, 0.03921570513923184]","[0.25000042000001377, 0.2499998599999954, 0.2499998599999954, 0.24999957999998623, 0.1249999299999977]","[0.27450993597462287, 0.27450977562448564, 0.27450977562448564, 0.27450977562448564, 0.13725488781224282]","[0.3484849003030344, 0.21212115757575323, 0.21212115757575323, 0.053030334393941884, 0.03535355626262792]","[0.34848490030302876, 0.21212115757575914, 0.21212115757575914, 0.05303033439393847, 0.035353556262625645]","[0.42424231515150645, 0.21212115757575323, 0.21212133757576754, 0.11616163343434481, 0.1742424501515172]","[0.4242423151515183, 0.21212115757575914, 0.21212133757575388, 0.11616163343434291, 0.17424245015151438]","[0.29999999285714285, 0.19999998571428595, 0.10000000714285705, 0.10000000714285699, 0.060000004285714226]","[0.3585657310517925, 0.18326696267091808, 0.1195219103505975, 0.09163348133545904, 0.07171314621035851]","[0.30000002142857113, 0.29999999285714285, 0.20000001428571398, 0.19999998571428595, 0.09999999285714298]","[0.3585657310517925, 0.3585657310517925, 0.18326696267091808, 0.18326696267091808, 0.09163348133545904]","[[0.25000042000001377, 0.21212115757575323, 0.2499998599999954, 0.18787856956709462, 0.09999999285714298], [0.3595958785569914, 0.21212115757575323, 0.21212133757576754, 0.11616163343434481, 0.09999999285714298], [0.30000002142857113, 0.21212115757575323, 0.20000001428571398, 0.18787881385281863, 0.09999999285714298]]","[[0.27450993597462287, 0.2220919192531897, 0.27450977562448564, 0.13725488781224282, 0.09163348133545904], [0.3679623900786848, 0.21212115757575914, 0.21212133757575388, 0.11616163343434291, 0.09163348133545904], [0.3585657310517925, 0.2220919192531897, 0.18326696267091808, 0.14444190568864057, 0.09163348133545904]]"
581,"[0.26666669866666604, 0.1999999933333334, 0.20000001555555544, 0.07317080770731388, 0.12195120951219555]","[0.2666666826666675, 0.19999999474375, 0.2000000122645834, 0.08064520421172182, 0.11451611960487147]","[0.3999999866666668, 0.2113821038211382, 0.2666666386666672, 0.13333334933333302, 0.12195120951219555]","[0.3999999894875, 0.21881717372845982, 0.2666666826666675, 0.13333334133333374, 0.11451611960487147]","[0.36585362853658665, 0.07317072570731734, 0.21951217712195195, 0.07317072570731734, 0.03658540385365694]","[0.362903208863794, 0.0725806417727588, 0.24193547257586265, 0.0725806417727588, 0.04032260210586091]","[0.36585362853658665, 0.21951217712195195, 0.36585362853658665, 0.07317080770731388, 0.12195120951219555]","[0.362903208863794, 0.24193547257586265, 0.362903208863794, 0.08064520421172182, 0.12096773628793132]","[0.1999999640000007, 0.13333334933333302, 0.2666666386666672, 0.1333333193333336, 0.06666667466666651]","[0.23333331733333249, 0.13333334133333374, 0.2666666826666675, 0.13333334133333374, 0.06666667066666687]","[0.26666669866666604, 0.2666666386666672, 0.2666666386666672, 0.13333334933333302, 0.1999999640000007]","[0.2666666826666675, 0.2666666826666675, 0.2666666826666675, 0.13333334133333374, 0.23333331733333249]","[0.3999999866666668, 0.13333333259259258, 0.1999999933333334, 0.06666667185185181, 0.06666666629629629]","[0.3999999894875, 0.1333333327493055, 0.19999999474375, 0.06666667075486113, 0.06666666637465275]","[0.3999999866666668, 0.1999999933333334, 0.20000001555555544, 0.13333333259259258, 0.13333333259259258]","[0.3999999894875, 0.19999999474375, 0.2000000122645834, 0.1333333327493055, 0.1333333327493055]","[[0.36585362853658665, 0.1999999933333334, 0.23902436091057055, 0.07317080770731388, 0.12195120951219555], [0.26666669866666604, 0.2113821038211382, 0.2666666386666672, 0.13333334933333302, 0.12195120951219555], [0.3999999866666668, 0.1999999933333334, 0.20000001555555544, 0.0780487949322488, 0.12195120951219555]]","[[0.362903208863794, 0.19999999474375, 0.24193547257586265, 0.08064520421172182, 0.11451611960487147], [0.2666666826666675, 0.21881717372845982, 0.2666666826666675, 0.13333334133333374, 0.11451611960487147], [0.3999999894875, 0.19999999474375, 0.2000000122645834, 0.08548388389929515, 0.11451611960487147]]"
582,"[0.3333333708333331, 0.06837606643054309, 0.1230769309563005, 0.12307691957497754, 0.07008548516329108]","[0.3333337533336362, 0.12307692941676977, 0.12307692025921345, 0.1138461631445955, 0.024615385883353956]","[0.6153845978748878, 0.13333334208333336, 0.2666666066666671, 0.16666668541666654, 0.09999999499999998]","[0.6153846012960672, 0.13333333756371507, 0.2666660360618722, 0.1666668766668181, 0.09999999637395851]","[0.6153845978748878, 0.06837606643054309, 0.12307691957497754, 0.06153846547815025, 0.0246153861912601]","[0.6153846012960672, 0.06837606681067414, 0.12307692025921343, 0.061538464708384887, 0.024615385883353956]","[0.6153845978748878, 0.1230769309563005, 0.1230769309563005, 0.12307691957497754, 0.07692307473436097]","[0.6153846012960672, 0.12307692941676977, 0.12307692941676977, 0.12307692025921343, 0.0769230751620084]","[0.3999999799999999, 0.13333332666666664, 0.13333332666666664, 0.06666667583333336, 0.09999999499999998]","[0.39999998549583404, 0.13333333756371507, 0.13333333756371507, 0.06666666424930567, 0.09999999637395851]","[0.3999999799999999, 0.13333332666666664, 0.20000002750000007, 0.19999998999999996, 0.19999998999999996]","[0.4000000126911452, 0.13333333756371507, 0.19999999274791702, 0.19999999274791702, 0.19999999274791702]","[0.3333333708333331, 0.11111112361111103, 0.16666668541666654, 0.13333330333333354, 0.06666665166666677]","[0.3333337533336362, 0.11111125111121206, 0.1666668766668181, 0.15872999873004337, 0.07936499936502169]","[0.3333333708333331, 0.16666668541666654, 0.2666666066666671, 0.16666668541666654, 0.16666668541666654]","[0.3333337533336362, 0.1666668766668181, 0.31745999746008674, 0.1666668766668181, 0.1666668766668181]","[[0.6153845978748878, 0.06837606643054309, 0.1230769309563005, 0.12307691957497754, 0.07008548516329108], [0.3999999799999999, 0.13333332666666664, 0.20000001291666689, 0.16666668541666654, 0.09999999499999998], [0.3333333708333331, 0.13333334208333336, 0.2666666066666671, 0.16666668541666654, 0.09999999499999998]]","[[0.6153846012960672, 0.12307692941676977, 0.12307692025921345, 0.1138461631445955, 0.024615385883353956], [0.4000000126911452, 0.13333333756371507, 0.1999997767043631, 0.1666668766668181, 0.09999999637395851], [0.3333337533336362, 0.13333333756371507, 0.2666660360618722, 0.1666668766668181, 0.09999999637395851]]"
583,"[0.4081632925788479, 0.12083453190517185, 0.2040816314409401, 0.13775508340445383, 0.08163265871778999]","[0.4081632925788498, 0.13439686932973274, 0.19620252464556856, 0.1377550834044526, 0.07594942808861678]","[0.4556960945316442, 0.16836733385796807, 0.2040816314409401, 0.14285712952380927, 0.08163265871778999]","[0.4556960945316293, 0.14285714507936514, 0.20408163144094008, 0.1428571295238091, 0.10714284749639227]","[0.4081632628818802, 0.08163265851576959, 0.2040816314409401, 0.10204081572047005, 0.045918361134817946]","[0.40816326288188015, 0.08163265851576997, 0.20408163144094008, 0.10204081572047004, 0.04591836113481754]","[0.4081632925788479, 0.2040816314409401, 0.2040816314409401, 0.13775508340445383, 0.2040816314409401]","[0.4081632925788498, 0.20408163144094008, 0.20408163144094008, 0.1377550834044526, 0.20408163144094008]","[0.4285714352380954, 0.14285714507936512, 0.14285714507936512, 0.14285712952380927, 0.07142856865079357]","[0.42857143523809543, 0.14285714507936514, 0.14285714507936514, 0.1428571295238091, 0.07142856865079358]","[0.4285714352380955, 0.14285714507936512, 0.21428570595238072, 0.14285714507936512, 0.14285714507936512]","[0.42857143523809543, 0.14285714507936514, 0.21428570595238075, 0.14285714507936514, 0.14285714507936514]","[0.4556960945316442, 0.050632899392404916, 0.13924059182911497, 0.07594942808860831, 0.07594942808860831]","[0.4556960945316293, 0.05063289939240326, 0.19620252464556856, 0.07594942808861678, 0.07594942808861678]","[0.4556960945316442, 0.13924059182911497, 0.22784828426582493, 0.15189869817721477, 0.11392402363291108]","[0.4556960945316293, 0.19620252464556856, 0.22784828426585035, 0.15189869817720977, 0.11392402363290732]","[[0.4081632925788479, 0.16836733385796807, 0.2040816314409401, 0.13775508340445383, 0.08163265871778999], [0.4285714352380955, 0.14285714507936517, 0.2040816314409401, 0.14285712952380927, 0.08163265871778999], [0.4556960945316442, 0.12083453190517185, 0.2040816314409401, 0.13775508340445383, 0.08163265871778999]]","[[0.4081632925788498, 0.14285714507936514, 0.20408163144094008, 0.1377550834044526, 0.10714284749639227], [0.42857143523809543, 0.14285714507936514, 0.20408163144094008, 0.1428571295238091, 0.08163265871779027], [0.4556960945316293, 0.13439686932973274, 0.19620252464556856, 0.1377550834044526, 0.07594942808861678]]"
584,"[0.36363637548821476, 0.15743441666072053, 0.15743441666072053, 0.14662761131573848, 0.08369308660167152]","[0.3636363746363639, 0.15743441046795478, 0.15021841026796434, 0.14662760798240515, 0.09090909090909091]","[0.45481046876114894, 0.18181817959595972, 0.19354837309677397, 0.1818181673737383, 0.09090908979797986]","[0.4548104803725848, 0.18181818181818182, 0.19354837309677403, 0.18181817081818144, 0.09090909090909091]","[0.38709674619354795, 0.16129030058064475, 0.19354837309677397, 0.06451614503225832, 0.03225807251612916]","[0.38709674619354806, 0.1774193678387098, 0.19354837309677403, 0.06451614503225823, 0.03225807251612912]","[0.38709674619354795, 0.19354837309677397, 0.19354843509677497, 0.19354837309677397, 0.16129030058064475]","[0.38709674619354806, 0.19354837309677403, 0.19354843509677475, 0.19354837309677403, 0.1774193678387098]","[0.45481046876114894, 0.15160348958704964, 0.11370261719028724, 0.05247813888690684, 0.07871720833036026]","[0.4548104803725848, 0.15160349345752827, 0.1137026200931462, 0.05247813682265159, 0.07871720523397739]","[0.45481046876114894, 0.15743441666072053, 0.15743441666072053, 0.15160348958704967, 0.22740523438057447]","[0.4548104803725848, 0.15743441046795478, 0.15743441046795478, 0.15160349345752827, 0.2274052401862924]","[0.36363635919191944, 0.18181817959595972, 0.18181818774410738, 0.09090909387205369, 0.09090908979797986]","[0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]","[0.36363637548821476, 0.18181817959595972, 0.18181818774410738, 0.18181817959595972, 0.18181817959595972]","[0.3636363746363639, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182]","[[0.38709674619354795, 0.18181817959595972, 0.19354837309677397, 0.14662761131573848, 0.09090908979797986], [0.45481046876114894, 0.15743441666072053, 0.15743441666072053, 0.14662761131573848, 0.08369308660167152], [0.36363637548821476, 0.18181817959595972, 0.18181818774410738, 0.1818181673737383, 0.09090908979797986]]","[[0.38709674619354806, 0.18181818181818182, 0.19354837309677403, 0.14662760798240515, 0.09090909090909091], [0.4548104803725848, 0.15743441046795478, 0.15021841026796434, 0.14662760798240515, 0.09090909090909091], [0.3636363746363639, 0.18181818181818182, 0.18181818181818182, 0.18181817081818144, 0.09090909090909091]]"
585,"[0.33333334499999984, 0.15544040568424272, 0.1904761971428575, 0.11111111499999994, 0.07665106512017164]","[0.2876716557583685, 0.1090213117779321, 0.1904762238095238, 0.14383546037488784, 0.0903457743074441]","[0.46632121705272817, 0.22222221250000015, 0.22222221250000015, 0.12698409642857017, 0.11111111499999994]","[0.46632122973021223, 0.19047618880952383, 0.2876709207497757, 0.14774943545446056, 0.0903457743074441]","[0.33333331000000044, 0.11111111499999994, 0.22222221250000015, 0.11111111499999994, 0.04761904928571426]","[0.2876716557583685, 0.14383546037488784, 0.2876709207497757, 0.09589055191945617, 0.04109595082262407]","[0.33333334499999984, 0.22222221250000015, 0.33333331000000044, 0.11111111499999994, 0.11111111499999994]","[0.2876716557583685, 0.2876709207497757, 0.2876716557583685, 0.14383546037488784, 0.14383546037488784]","[0.3809523242857114, 0.1904761971428575, 0.1904761971428575, 0.04761904928571437, 0.04761904928571437]","[0.38095237761904766, 0.19047618880952383, 0.19047618880952383, 0.04761905595238095, 0.04761905595238095]","[0.380952394285715, 0.1904761971428575, 0.1904761971428575, 0.1904761621428557, 0.1904761621428557]","[0.38095237761904766, 0.19047618880952383, 0.1904762238095238, 0.19047618880952383, 0.19047618880952383]","[0.46632121705272817, 0.09326424341054564, 0.15544040568424272, 0.0712435334631209, 0.05181346856141424]","[0.46632122973021223, 0.09326424594604243, 0.15544040991007074, 0.07124352860341866, 0.051813469970023576]","[0.46632121705272817, 0.15544040568424272, 0.2137306003893627, 0.23316060852636408, 0.09326424341054564]","[0.46632122973021223, 0.15544040991007074, 0.213730585810256, 0.23316061486510611, 0.09326424594604243]","[[0.33333334499999984, 0.22222221250000015, 0.22222221250000015, 0.11111111499999994, 0.11111111499999994], [0.380952394285715, 0.1904761971428575, 0.1904761971428575, 0.12698409642857017, 0.11111111499999994], [0.46632121705272817, 0.15544040568424272, 0.1904761971428575, 0.11111111499999994, 0.07665106512017164]]","[[0.2876716557583685, 0.19047618880952383, 0.2876709207497757, 0.14383546037488784, 0.0903457743074441], [0.38095237761904766, 0.19047618880952383, 0.1904762238095238, 0.14774943545446056, 0.0903457743074441], [0.46632122973021223, 0.1090213117779321, 0.1904762238095238, 0.14383546037488784, 0.0903457743074441]]"
586,"[0.2790697791155009, 0.1836734906377575, 0.24489791605866856, 0.1224490345918429, 0.05818498462046218]","[0.2903226020544455, 0.1836734906377555, 0.19972549819446947, 0.14417379270679942, 0.08163263868622427]","[0.3829787098193509, 0.19148935490967545, 0.2790697629230319, 0.16873846436556894, 0.08163263868622285]","[0.3829787136083379, 0.19354836449808524, 0.2903226020544455, 0.14417379270679942, 0.08163263868622427]","[0.3673469200255081, 0.1836734906377575, 0.1836734906377575, 0.08163263868622285, 0.08163263868622285]","[0.36734692002550995, 0.1836734906377555, 0.1836734906377555, 0.08163263868622427, 0.08163263868622427]","[0.367346981275515, 0.1836734906377575, 0.24489791605866856, 0.18367346001275406, 0.12244897334183603]","[0.367346981275511, 0.1836734906377555, 0.24489791605867278, 0.18367346001275497, 0.12244897334183666]","[0.3829787098193509, 0.19148935490967545, 0.19148935490967545, 0.08244681445403398, 0.04255318997992788]","[0.3829787136083379, 0.19148935680416895, 0.19148935680416895, 0.08244681279635219, 0.042553190400926436]","[0.3829787098193509, 0.19148935490967545, 0.24734044336210195, 0.19148935490967545, 0.09574467745483772]","[0.3829787136083379, 0.19148935680416895, 0.24734043838905653, 0.19148935680416895, 0.09574467840208448]","[0.2790697629230319, 0.17441860182689495, 0.27906976292303187, 0.06976744073075797, 0.031007753235055655]","[0.2903226020544455, 0.19354836449808524, 0.2903226020544455, 0.07258065051361137, 0.03225806689493839]","[0.2790697791155009, 0.2790697629230319, 0.27906976292303187, 0.17441860182689495, 0.09302325430767731]","[0.2903226020544455, 0.2903226020544455, 0.2903226020544455, 0.19354836449808524, 0.09677420068481517]","[[0.3673469200255081, 0.1836734906377575, 0.24489791605866856, 0.1224490345918429, 0.08163263868622285], [0.3829787098193509, 0.19148935490967545, 0.24489791605866856, 0.1224490345918429, 0.05818498462046218], [0.2790697791155009, 0.19148935490967545, 0.2790697629230319, 0.16873846436556894, 0.08163263868622285]]","[[0.367346981275511, 0.1836734906377555, 0.22317309669370977, 0.14417379270679942, 0.08163263868622427], [0.3829787136083379, 0.19148935680416895, 0.19972549819446947, 0.14417379270679942, 0.08163263868622427], [0.2903226020544455, 0.19354836449808524, 0.2903226020544455, 0.14417379270679942, 0.08163263868622427]]"
