Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
353,"[0.28205129743589696, 0.17948718564102548, 0.23076922153846183, 0.23076922153846174, 0.07692307384615393]","[0.28205129784075567, 0.1794871780566801, 0.23076922461538465, 0.23076922129554667, 0.07692307819163294]","[0.28205129743589696, 0.17948718564102548, 0.23076922153846183, 0.23076922153846174, 0.07692307384615393]","[0.28205129784075567, 0.1794871780566801, 0.23076922461538465, 0.23076922129554667, 0.07692307819163294]","[0.23076922153846174, 0.1410256487179485, 0.23076921769230843, 0.23076921769230843, 0.07692307384615395]","[0.23076922129554664, 0.14102564892037783, 0.23076922129554664, 0.23076922129554664, 0.07692307376518222]","[0.282051297435897, 0.23076921769230843, 0.23076922153846183, 0.23076922153846174, 0.11538461076923087]","[0.28205129784075567, 0.23076922129554664, 0.23076922129554664, 0.23076922129554664, 0.11538461064777332]","[0.23076922153846183, 0.10576923653846138, 0.23076922153846183, 0.23076922153846183, 0.07692307384615395]","[0.23076922461538465, 0.10576923461538455, 0.23076922461538465, 0.23076922461538465, 0.07692307487179488]","[0.3173077096153841, 0.23076922153846183, 0.23076922153846183, 0.23076922153846183, 0.11538461076923091]","[0.31730770384615364, 0.23076922461538465, 0.23076922461538465, 0.23076922461538465, 0.11538461230769233]","[0.23076922153846183, 0.14102564871794848, 0.23076921769230752, 0.23076921769230752, 0.07692307384615392]","[0.23076922129554667, 0.1410256489203778, 0.23076922129554667, 0.23076922129554667, 0.07692307376518222]","[0.28205129743589696, 0.23076921769230752, 0.23076922153846183, 0.23076922153846174, 0.11538461076923091]","[0.2820512978407556, 0.23076922129554667, 0.23076922129554667, 0.23076922129554667, 0.11538461064777333]","[[0.28205129743589696, 0.17948718564102548, 0.23076922153846183, 0.23076922153846174, 0.07692307384615393], [0.28205129743589696, 0.17948718564102548, 0.23076922153846183, 0.23076922153846183, 0.07692307384615393], [0.28205129743589696, 0.17948718564102548, 0.23076922153846183, 0.23076922153846174, 0.07692307384615402]]","[[0.28205129784075567, 0.1794871780566801, 0.23076922461538465, 0.23076922129554667, 0.07692307819163294], [0.28205129784075567, 0.1794871780566801, 0.23076922461538465, 0.23076922461538465, 0.07692307487179488], [0.28205129784075567, 0.1794871780566801, 0.2307692246153846, 0.23076922129554667, 0.07692307819163294]]"
354,"[0.2352941405042026, 0.14423078320512933, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.23529414050420175, 0.14423076653845987, 0.23076925846153853, 0.23076925846153853, 0.11538462923076927]","[0.24999998333333315, 0.1730768705128225, 0.24999998333333315, 0.23076925846153773, 0.12499999166666657]","[0.25678729687351926, 0.1662895569726344, 0.24999999000000062, 0.23076925846153853, 0.12499999500000031]","[0.24999998333333315, 0.12500000500000005, 0.24999998333333315, 0.12500000500000005, 0.12499999166666657]","[0.24999999000000062, 0.1250000029999998, 0.24999999000000062, 0.1250000029999998, 0.12499999500000031]","[0.2500000100000001, 0.24999998333333315, 0.2500000100000001, 0.24999998333333315, 0.12499999166666657]","[0.2500000059999996, 0.24999999000000062, 0.2500000059999996, 0.24999999000000062, 0.12499999500000031]","[0.2352941081232489, 0.058823535126050645, 0.205882348655462, 0.17647058109243668, 0.11764705406162446]","[0.23529410812324927, 0.05882353512605044, 0.23529412836134456, 0.17647058109243693, 0.11764705406162464]","[0.2352941405042026, 0.205882348655462, 0.35294116218487337, 0.2352941081232489, 0.11764705406162446]","[0.23529414050420175, 0.23529412836134456, 0.35294116218487387, 0.23529410812324927, 0.11764705406162464]","[0.23076925846153773, 0.10576921346153893, 0.23076921846153878, 0.23076921846153878, 0.07692308615384591]","[0.23076925846153856, 0.10576921346153838, 0.23076921846153842, 0.23076921846153842, 0.07692308615384619]","[0.3173076403846168, 0.23076921846153878, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]","[0.3173076403846151, 0.23076921846153842, 0.23076925846153856, 0.23076925846153856, 0.11538462923076928]","[[0.24999998333333315, 0.14423078320512933, 0.24999998333333315, 0.23076925846153773, 0.12499999166666657], [0.2352941405042026, 0.16628956363930206, 0.24999998333333315, 0.23076925846153773, 0.11764705406162446], [0.24999998333333315, 0.1730768705128225, 0.23076925846153773, 0.23076925846153773, 0.11538462923076886]]","[[0.24999999000000062, 0.14423076653845987, 0.24999999000000062, 0.23076925846153853, 0.12499999500000031], [0.23529414050420175, 0.1662895569726344, 0.24999999000000062, 0.23076925846153853, 0.11764705406162464], [0.25678729687351926, 0.1662895569726344, 0.23076925846153853, 0.23076925846153853, 0.11538462923076927]]"
355,"[0.2352941547899154, 0.18300651766199824, 0.22222223022222223, 0.22222223022222223, 0.10227893162328461]","[0.2352941547899164, 0.18300651766199785, 0.21339004673440518, 0.22222223022222254, 0.11111111511111127]","[0.2702700902702727, 0.1944444154444444, 0.2352941062184876, 0.2352941062184876, 0.11111111511111112]","[0.2702700902702632, 0.19444441544444344, 0.23529410621848726, 0.23529410621848726, 0.11111111511111127]","[0.2702700902702727, 0.05405412905405306, 0.21321329321321214, 0.21321329321321214, 0.09009003009009091]","[0.2702700902702632, 0.05405412905405699, 0.21321329321321633, 0.21321329321321633, 0.09009003009008773]","[0.2702706452702653, 0.21321329321321214, 0.2702700902702727, 0.2702700902702727, 0.13513504513513636]","[0.27027064527028494, 0.21321329321321633, 0.2702700902702632, 0.2702700902702632, 0.1351350451351316]","[0.17647055537815184, 0.1176470773949577, 0.2352941062184876, 0.2352941062184876, 0.0588235265546219]","[0.20588235508403363, 0.1176470773949582, 0.23529410621848726, 0.23529410621848726, 0.058823526554621815]","[0.2352941547899154, 0.2352941062184876, 0.2352941062184876, 0.2352941062184876, 0.17647055537815184]","[0.2352941547899164, 0.23529410621848726, 0.23529410621848726, 0.23529410621848726, 0.20588235508403363]","[0.2222221942222221, 0.08333333633333334, 0.22222223022222223, 0.22222223022222223, 0.11111111511111112]","[0.22222219422222136, 0.08333333633333341, 0.22222223022222254, 0.22222223022222254, 0.11111111511111127]","[0.250000009, 0.22222223022222223, 0.22222223022222223, 0.22222223022222223, 0.2222221942222221]","[0.25000000900000025, 0.22222223022222254, 0.22222223022222254, 0.22222223022222254, 0.22222219422222136]","[[0.2702700902702727, 0.18300651766199824, 0.22222223022222223, 0.22222223022222223, 0.10227893162328461], [0.2352941547899154, 0.18300651766199824, 0.2352941062184876, 0.2352941062184876, 0.11111111511111112], [0.250000009, 0.1944444154444444, 0.22222223022222223, 0.22222223022222223, 0.11111111511111112]]","[[0.2702700902702632, 0.18300651766199785, 0.21339004673440518, 0.22222223022222254, 0.11111111511111127], [0.2352941547899164, 0.18300651766199785, 0.23529410621848726, 0.23529410621848726, 0.11111111511111127], [0.25000000900000025, 0.19444441544444344, 0.22222223022222254, 0.22222223022222254, 0.11111111511111127]]"
356,"[0.23076921076923085, 0.14423083423077004, 0.23076929743589714, 0.23076921076923085, 0.12499999499999989]","[0.2500000023229161, 0.144230699465146, 0.23076932076922804, 0.23076932076922804, 0.12500000116145804]","[0.24999998999999978, 0.18269228602564125, 0.24999996999999935, 0.23076921076923085, 0.12499999499999989]","[0.2692306578349398, 0.144230699465146, 0.24999997628125184, 0.23076932076922804, 0.12500000116145804]","[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]","[0.23076932076922804, 0.13461533961538596, 0.23076919076923197, 0.23076919076923197, 0.07692310692307601]","[0.2692306792307634, 0.2307691907692282, 0.2307693207692366, 0.23076932076923662, 0.1346153396153817]","[0.26923067923077193, 0.23076919076923197, 0.23076932076922804, 0.23076932076922804, 0.13461533961538596]","[0.23076921076923085, 0.07692307025641028, 0.23076921076923085, 0.11538464871794857, 0.11538460538461542]","[0.2499999762812518, 0.0833333341076387, 0.2499999762812518, 0.1249999881406259, 0.1249999881406259]","[0.23076921076923085, 0.23076921076923085, 0.23076929743589714, 0.23076921076923085, 0.23076921076923085]","[0.2500000023229161, 0.2499999762812518, 0.2499999762812518, 0.2499999762812518, 0.2499999762812518]","[0.24999998999999978, 0.12499999499999989, 0.24999996999999935, 0.1250000150000003, 0.12499999499999989]","[0.2500000023229161, 0.12500000116145804, 0.24999997628125184, 0.1250000067447914, 0.12500000116145804]","[0.24999998999999978, 0.24999996999999935, 0.2500000300000006, 0.24999998999999978, 0.12499999499999989]","[0.2500000023229161, 0.24999997628125184, 0.2500000134895828, 0.2500000023229161, 0.12500000116145804]","[[0.24999998999999978, 0.16346150679487226, 0.23076929743589714, 0.23076921076923085, 0.12499999499999989], [0.23076921076923085, 0.18269228602564125, 0.23076929743589714, 0.23076921076923085, 0.12499999499999989], [0.24999998999999978, 0.14423083423077004, 0.24999996999999935, 0.23076921076923085, 0.12499999499999989]]","[[0.2692306578349398, 0.144230699465146, 0.23076932076922804, 0.23076932076922804, 0.12500000116145804], [0.2500000023229161, 0.144230699465146, 0.2499999762812518, 0.23076932076922804, 0.12500000116145804], [0.2500000023229161, 0.144230699465146, 0.24999997628125184, 0.23076932076922804, 0.12500000116145804]]"
357,"[0.25000003000000026, 0.13139653139638854, 0.24000001125000123, 0.24000001125000123, 0.11833335583333432]","[0.2500000279999988, 0.13499998858823137, 0.23639658345521553, 0.23999998941176948, 0.11833334827451214]","[0.27027009027027465, 0.1349999737499986, 0.24999998999999995, 0.24000001125000123, 0.12499999499999997]","[0.2702700902702715, 0.13499998858823137, 0.24999999600000017, 0.23999998941176948, 0.12499999800000008]","[0.24999998999999995, 0.12500001500000013, 0.24999998999999995, 0.12499999499999997, 0.12499999499999997]","[0.24999999600000017, 0.1250000139999994, 0.24999999600000017, 0.12499999800000008, 0.12499999800000008]","[0.25000003000000026, 0.24999998999999995, 0.24999998999999995, 0.24999998999999995, 0.12499999499999997]","[0.2500000279999988, 0.24999999600000017, 0.24999999600000017, 0.24999999600000017, 0.12499999800000008]","[0.24000001125000123, 0.13333332395833228, 0.23999999562499952, 0.23999999562499952, 0.040000001875000205]","[0.23999998941176948, 0.13333334215685874, 0.23999998941176948, 0.23999998941176948, 0.03999999823529491]","[0.26666664791666456, 0.23999999562499952, 0.24000001125000123, 0.24000001125000123, 0.12000000562500061]","[0.2666666843137175, 0.23999998941176948, 0.23999998941176948, 0.23999998941176948, 0.11999999470588474]","[0.27027009027027465, 0.05405412905405223, 0.21321329321321128, 0.21321329321321128, 0.09009003009009155]","[0.2702700902702715, 0.054054129054053546, 0.21321329321321267, 0.21321329321321267, 0.09009003009009049]","[0.2702706452702611, 0.21321329321321128, 0.27027009027027465, 0.27027009027027465, 0.13513504513513733]","[0.27027064527026773, 0.21321329321321267, 0.2702700902702715, 0.2702700902702715, 0.13513504513513575]","[[0.25000003000000026, 0.1349999737499986, 0.24999998999999995, 0.24000001125000123, 0.12499999499999997], [0.26666664791666456, 0.1349999737499986, 0.24000001125000123, 0.24000001125000123, 0.11833335583333432], [0.27027009027027465, 0.13139653139638854, 0.24000001125000123, 0.24000001125000123, 0.11833335583333432]]","[[0.2500000279999988, 0.13499998858823137, 0.24999999600000017, 0.23999998941176948, 0.12499999800000008], [0.2666666843137175, 0.13499998858823137, 0.23999998941176948, 0.23999998941176948, 0.11833334827451214], [0.2702700902702715, 0.13499998858823137, 0.23639658345521553, 0.23999998941176948, 0.11833334827451214]]"
358,"[0.24999998800000023, 0.18589739789742918, 0.2307693207692366, 0.23076932076923662, 0.0833333293333334]","[0.2500000082180057, 0.18589735959411463, 0.23076932076922804, 0.23076932076922804, 0.08333333607266857]","[0.250769312769237, 0.20435871635895644, 0.2499999640000006, 0.23999998000000025, 0.0833333293333334]","[0.2692306627947607, 0.18589735959411463, 0.24999997534598287, 0.2399999894117645, 0.08333333607266857]","[0.23999998000000025, 0.13333334999999982, 0.23999998000000025, 0.23999998000000025, 0.03999999666666671]","[0.2399999894117645, 0.13333334215686288, 0.2399999894117645, 0.2399999894117645, 0.039999998235294085]","[0.26666669999999965, 0.23999998000000025, 0.23999998000000025, 0.23999998000000025, 0.11999999000000013]","[0.26666668431372575, 0.2399999894117645, 0.2399999894117645, 0.2399999894117645, 0.11999999470588225]","[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]","[0.23076932076922804, 0.13461533961538596, 0.23076919076923197, 0.23076919076923197, 0.07692310692307601]","[0.2692306792307634, 0.2307691907692282, 0.2307693207692366, 0.23076932076923662, 0.1346153396153817]","[0.26923067923077193, 0.23076919076923197, 0.23076932076922804, 0.23076932076922804, 0.13461533961538596]","[0.2499999880000002, 0.12499999400000011, 0.2499999640000006, 0.12500001799999969, 0.0833333293333334]","[0.2500000082180057, 0.12500000410900286, 0.24999997534598287, 0.12500000410900286, 0.08333333607266857]","[0.24999998800000023, 0.2499999640000006, 0.25000003599999937, 0.2499999880000002, 0.1249999940000001]","[0.2500000082180057, 0.24999997534598287, 0.2500000082180057, 0.2500000082180057, 0.12500000410900286]","[[0.250769312769237, 0.18589739789742918, 0.23999998000000025, 0.23999998000000025, 0.0833333293333334], [0.250769312769237, 0.20435871635895644, 0.2307693207692366, 0.23076932076923662, 0.0833333293333334], [0.24999998800000023, 0.18589739789742918, 0.2499999640000006, 0.23076932076923662, 0.0833333293333334]]","[[0.25076932550968783, 0.18589735959411463, 0.2399999894117645, 0.2399999894117645, 0.08333333607266857], [0.2692306627947607, 0.18589735959411463, 0.23076932076922804, 0.23076932076922804, 0.08333333607266857], [0.2500000082180057, 0.18589735959411463, 0.24999997534598287, 0.23076932076922804, 0.08333333607266857]]"
359,"[0.25999995499999373, 0.18444447444445047, 0.22222223722222248, 0.1600001066666633, 0.0755556055555607]","[0.25999995499999984, 0.1488889688888894, 0.2222222372222225, 0.14814823984567674, 0.1111111111111111]","[0.25999995499999373, 0.2088888205555654, 0.26000000666666645, 0.23999998249999754, 0.11111111111111112]","[0.29555546055555476, 0.1488889688888894, 0.2962962195987681, 0.23999998249999993, 0.1111111111111111]","[0.24000004500000627, 0.12999997749999687, 0.23999998249999754, 0.23999998249999754, 0.04000000750000104]","[0.2400000450000002, 0.12999997749999992, 0.23999998249999993, 0.23999998249999993, 0.04000000750000003]","[0.25999995499999373, 0.23999998249999754, 0.24000004500000627, 0.24000004500000624, 0.12999997749999687]","[0.25999995499999984, 0.23999998249999993, 0.2400000450000002, 0.2400000450000002, 0.12999997749999992]","[0.1600001066666633, 0.13999992666666897, 0.26000000666666645, 0.13000000333333322, 0.04000002666666583]","[0.14814823984567674, 0.14814810979938406, 0.2962962195987681, 0.14814810979938406, 0.037037059961419184]","[0.27999985333333793, 0.26000000666666645, 0.26000000666666645, 0.1600001066666633, 0.1600001066666633]","[0.2962962195987681, 0.2962962195987681, 0.2962962195987681, 0.14814823984567674, 0.14814823984567674]","[0.22222222222222224, 0.14814814314814806, 0.22222222222222224, 0.2222222222222222, 0.11111111111111112]","[0.22222222222222224, 0.14814814314814806, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.2962962862962961, 0.22222222222222224, 0.22222223722222248, 0.2222222222222222, 0.11111111111111112]","[0.2962962862962961, 0.22222222222222224, 0.2222222372222225, 0.22222222222222224, 0.11111111111111112]","[[0.25999995499999373, 0.18444447444445047, 0.23999998249999754, 0.23999998249999754, 0.0755556055555607], [0.25999995499999373, 0.2088888205555654, 0.26000000666666645, 0.1600001066666633, 0.11111111111111112], [0.25999995499999373, 0.18444447444445047, 0.22222223722222248, 0.2222222222222222, 0.11111111111111112]]","[[0.25999995499999984, 0.1488889688888894, 0.23999998249999993, 0.23999998249999993, 0.1111111111111111], [0.29555546055555476, 0.1488889688888894, 0.2962962195987681, 0.14814823984567674, 0.1111111111111111], [0.29555546055555476, 0.1488889688888894, 0.2222222372222225, 0.22222222222222224, 0.1111111111111111]]"
360,"[0.25000006000000463, 0.18137243901960323, 0.2352942526470587, 0.18749998499999884, 0.11764699882352947]","[0.2611111223379669, 0.16470583235293712, 0.23529425264707, 0.19542497307190432, 0.11764699882352445]","[0.266666644848484, 0.1948529761764686, 0.24999997999999846, 0.21568624950980395, 0.11764699882352947]","[0.26666666666666666, 0.16470583235293712, 0.2611110734136672, 0.2156862495098018, 0.11764699882352445]","[0.18749994499999573, 0.12500003000000232, 0.24999997999999846, 0.12499998999999923, 0.062499994999999614]","[0.19542497307190432, 0.13055556116898345, 0.2611110734136672, 0.1305555367068336, 0.06514165769063478]","[0.25000006000000463, 0.24999997999999846, 0.24999997999999846, 0.18749998499999884, 0.18749994499999573]","[0.2611111223379669, 0.2611110734136672, 0.2611110734136672, 0.19542497307190432, 0.19542497307190432]","[0.26666664484848396, 0.066666661212121, 0.19999994272727042, 0.13333336333333454, 0.08888888161616132]","[0.26666666666666666, 0.06666666666666667, 0.2555555290849674, 0.13333333333333333, 0.08888888888888889]","[0.266666644848484, 0.19999994272727042, 0.2666667266666691, 0.26666664484848396, 0.13333332242424198]","[0.26666666666666666, 0.2555555290849674, 0.26666666666666666, 0.26666666666666666, 0.13333333333333333]","[0.2352942526470587, 0.058823499411764735, 0.21568624950980395, 0.21568624950980395, 0.11764699882352947]","[0.23529425264707, 0.058823499411762216, 0.2156862495098018, 0.2156862495098018, 0.11764699882352445]","[0.3529409964705884, 0.21568624950980395, 0.2352942526470587, 0.2352942526470587, 0.11764699882352947]","[0.3529409964705733, 0.2156862495098018, 0.23529425264707, 0.23529425264707, 0.11764699882352445]","[[0.25000006000000463, 0.1948529761764686, 0.24999997999999846, 0.18749998499999884, 0.11764699882352947], [0.266666644848484, 0.18137243901960323, 0.2352942526470587, 0.19901966466132456, 0.11764699882352947], [0.25000006000000463, 0.18137243901960323, 0.2352942526470587, 0.21568624950980395, 0.11764699882352947]]","[[0.2611111223379669, 0.16470583235293712, 0.2611110734136672, 0.19542497307190432, 0.11764699882352445], [0.26666666666666666, 0.16470583235293712, 0.2555555290849674, 0.19542497307190432, 0.11764699882352445], [0.26666666666666666, 0.16470583235293712, 0.23529425264707, 0.2156862495098018, 0.11764699882352445]]"
361,"[0.24999998800000023, 0.18137254101960829, 0.23529417764705754, 0.23529417764705754, 0.0833333293333334]","[0.2500000082180057, 0.18137250271628313, 0.23529417764705976, 0.23529417764705984, 0.08333333607266857]","[0.2647057743529433, 0.18137254101960829, 0.2499999640000006, 0.23529417764705754, 0.0833333293333334]","[0.2647058059169285, 0.18137250271628313, 0.2499999753459829, 0.23529417764705984, 0.08333333607266857]","[0.2499999880000002, 0.12499999400000011, 0.2499999640000006, 0.12500001799999969, 0.0833333293333334]","[0.2500000082180057, 0.12500000410900286, 0.2499999753459829, 0.12500000410900286, 0.08333333607266857]","[0.24999998800000023, 0.2499999640000006, 0.25000003599999937, 0.2499999880000002, 0.1249999940000001]","[0.2500000082180057, 0.2499999753459829, 0.2500000082180057, 0.2500000082180057, 0.12500000410900286]","[0.23529417764705754, 0.0686274259803927, 0.23529408264705975, 0.23529408264705975, 0.058823544411764385]","[0.23529417764705984, 0.06862742598039173, 0.23529408598039167, 0.23529408598039167, 0.05882354441176496]","[0.34313712990196354, 0.23529408264705975, 0.23529417764705754, 0.23529417764705754, 0.11764708882352877]","[0.34313712990195866, 0.23529408598039167, 0.23529417764705984, 0.23529417764705984, 0.11764708882352992]","[0.23529417764705754, 0.08235291117647121, 0.23529409264705936, 0.23529409264705936, 0.058823544411764385]","[0.23529417764705976, 0.08235291117647012, 0.23529409264705842, 0.23529409264705842, 0.05882354441176494]","[0.32941164470588485, 0.23529409264705936, 0.23529417764705754, 0.23529417764705754, 0.11764708882352877]","[0.32941164470588047, 0.23529409264705842, 0.23529417764705976, 0.23529417764705976, 0.11764708882352988]","[[0.24999998800000023, 0.18137254101960829, 0.2499999640000006, 0.23529417764705754, 0.0833333293333334], [0.2647057743529433, 0.18137254101960829, 0.23529417764705754, 0.2352941776470575, 0.0833333293333334], [0.2647057743529433, 0.18137254101960829, 0.23529417764705754, 0.23529417764705754, 0.0833333293333334]]","[[0.2500000082180057, 0.18137250271628313, 0.2499999753459829, 0.23529417764705984, 0.08333333607266857], [0.2647058059169285, 0.18137250271628313, 0.23529417764705984, 0.23529417764705984, 0.08333333607266857], [0.2647058059169285, 0.18137250271628313, 0.23529417764705976, 0.23529417764705984, 0.08333333607266857]]"
362,"[0.22988543747126688, 0.14639627639640018, 0.2500001799999939, 0.16666678666666263, 0.10344818586206836]","[0.27027027027027023, 0.15151513433960753, 0.24488127205678917, 0.18181827456611932, 0.09090913728305966]","[0.2702702102702726, 0.17792771792793466, 0.2818422870145934, 0.20689637172413672, 0.1351351051351363]","[0.2727271851319984, 0.15151513433960753, 0.30303026867921506, 0.19819818819819807, 0.13513513513513511]","[0.2702702102702726, 0.054054079054053086, 0.19819822819819707, 0.19819822819819707, 0.1351351051351363]","[0.27027027027027023, 0.05405405405405404, 0.19819820319819836, 0.19819818819819807, 0.13513513513513511]","[0.2702703952702654, 0.19819822819819707, 0.2702702102702726, 0.2702702102702726, 0.1351351051351363]","[0.27027027027027023, 0.19819820319819836, 0.27027027027027023, 0.27027027027027023, 0.13513513513513511]","[0.16666678666666263, 0.13888874888889358, 0.2499994600000181, 0.12500008999999696, 0.08333339333333131]","[0.18181827456611932, 0.13636366925790866, 0.2727273385158173, 0.1363637059245895, 0.09090913728305966]","[0.27777749777778715, 0.2499994600000181, 0.2500001799999939, 0.16666678666666263, 0.16666678666666263]","[0.2727273385158173, 0.2727273385158173, 0.272727411849179, 0.18181827456611932, 0.18181827456611932]","[0.20689637172413672, 0.11494271873563344, 0.229885002471264, 0.17241364310344728, 0.06896545724137891]","[0.18181827456611932, 0.15151513433960753, 0.30303026867921506, 0.15151513433960753, 0.06060605373584301]","[0.22988543747126688, 0.229885002471264, 0.34482728620689457, 0.20689637172413672, 0.10344818586206836]","[0.30303026867921506, 0.30303026867921506, 0.30303026867921506, 0.18181827456611932, 0.09090913728305966]","[[0.2702702102702726, 0.14639627639640018, 0.2500001799999939, 0.19819822819819707, 0.1351351051351363], [0.2702702102702726, 0.17792771792793466, 0.2500001799999939, 0.16666678666666263, 0.1351351051351363], [0.22988543747126688, 0.17792771792793466, 0.2818422870145934, 0.20689637172413672, 0.10344818586206836]]","[[0.27027027027027023, 0.15151513433960753, 0.24488127205678917, 0.19819818819819807, 0.13513513513513511], [0.2727271851319984, 0.15151513433960753, 0.272727411849179, 0.18181827456611932, 0.1212119941130958], [0.2727271851319984, 0.15151513433960753, 0.30303026867921506, 0.18181827456611932, 0.09090913728305966]]"
363,"[0.23076921076923063, 0.19230767564102552, 0.2307692974358979, 0.23076921076923063, 0.07692316692308482]","[0.24999998826904302, 0.12500011918333784, 0.24999998826904302, 0.24999993618571745, 0.12499996809285871]","[0.24999998666666476, 0.19230767564102552, 0.24999995999999428, 0.23076921076923063, 0.11538460538461531]","[0.24999998826904302, 0.12500011918333784, 0.24999998826904302, 0.24999993618571745, 0.12499996809285871]","[0.2307692107692289, 0.07692307025640964, 0.2307692107692309, 0.11538464871794986, 0.11538460538461545]","[0.24999993618571742, 0.08333332942301434, 0.24999998826904302, 0.12499999413452151, 0.12499996809285871]","[0.2307692107692289, 0.2307692107692309, 0.23076929743589972, 0.2307692107692309, 0.2307692107692309]","[0.24999998826904302, 0.24999998826904302, 0.24999998826904302, 0.24999993618571742, 0.24999993618571742]","[0.23076921076923063, 0.07692307025641021, 0.19230767564102552, 0.11538464871794896, 0.11538460538461531]","[0.24999993618571745, 0.08333332942301434, 0.24999998826904304, 0.12499999413452152, 0.12499996809285872]","[0.23076921076923063, 0.19230767564102552, 0.2307692974358979, 0.23076921076923063, 0.23076921076923063]","[0.24999998826904304, 0.24999998826904304, 0.24999998826904304, 0.24999993618571745, 0.24999993618571745]","[0.24999998666666476, 0.12499999333333238, 0.24999995999999428, 0.12500002000000285, 0.06249999666666619]","[0.24999998826904302, 0.1250000035192871, 0.24999998826904302, 0.12500000351928706, 0.062499997067260754]","[0.24999998666666476, 0.24999995999999428, 0.2500000400000057, 0.24999998666666476, 0.12499999333333238]","[0.2500000070385742, 0.24999998826904302, 0.2500000070385741, 0.24999998826904302, 0.12499999413452151]","[[0.2307692107692289, 0.19230767564102552, 0.23076929743589972, 0.23076921076923063, 0.11538460538461531], [0.23076921076923063, 0.19230767564102552, 0.2307692974358979, 0.23076921076923063, 0.11538460538461531], [0.24999998666666476, 0.19230767564102552, 0.24999995999999428, 0.23076921076923063, 0.07692316692308482]]","[[0.24999998826904302, 0.12500011918333784, 0.24999998826904302, 0.24999993618571745, 0.12499996809285871], [0.24999998826904302, 0.12500011918333775, 0.24999998826904304, 0.24999993618571745, 0.12499996809285871], [0.24999998826904302, 0.12500011918333784, 0.24999998826904302, 0.24999993618571745, 0.12499996809285865]]"
364,"[0.26436785109195227, 0.21182259337438988, 0.2380952656814416, 0.16000010666667158, 0.041050976844000525]","[0.2643678340406723, 0.20525451474464257, 0.23809526031745892, 0.1587302664351885, 0.04761905206349179]","[0.27238082686370607, 0.26000000666666695, 0.26000000666666695, 0.24137928934482863, 0.04761905313628832]","[0.2709359125569477, 0.20525451474464257, 0.31746025419972945, 0.24137929957559656, 0.04761905206349179]","[0.16000010666667158, 0.1399999266666633, 0.26000000666666695, 0.13000000333333347, 0.040000026666667896]","[0.1587302664351885, 0.15873012709986473, 0.31746025419972945, 0.15873012709986473, 0.039682566608797126]","[0.2799998533333266, 0.26000000666666695, 0.26000000666666695, 0.16000010666667158, 0.16000010666667158]","[0.31746025419972945, 0.31746025419972945, 0.31746025419972945, 0.1587302664351885, 0.1587302664351885]","[0.24137928934482863, 0.13218392554597613, 0.24137928934482863, 0.24137928934482863, 0.0344827556206898]","[0.24137929957559656, 0.1321839170203362, 0.24137929957559656, 0.24137929957559656, 0.03448275708222808]","[0.26436785109195227, 0.24137928934482863, 0.24137928934482863, 0.24137928934482863, 0.12068964467241432]","[0.2643678340406724, 0.24137929957559656, 0.24137929957559656, 0.24137929957559656, 0.12068964978779828]","[0.23809523671592792, 0.10119046981116663, 0.23809523671592792, 0.23809523671592792, 0.04761905313628832]","[0.23809526031745892, 0.1011904623015882, 0.23809522920634976, 0.23809522920634976, 0.04761905206349178]","[0.30357140943349986, 0.23809523671592792, 0.2380952656814416, 0.23809523671592792, 0.11904761835796396]","[0.30357138690476454, 0.23809522920634976, 0.23809526031745892, 0.23809526031745892, 0.11904763015872946]","[[0.27238082686370607, 0.26000000666666695, 0.26000000666666695, 0.16000010666667158, 0.04761905313628832], [0.26436785109195227, 0.21182259337438988, 0.24137928934482863, 0.24137928934482863, 0.041050976844000525], [0.26436785109195227, 0.21182259337438988, 0.2380952656814416, 0.23809523671592792, 0.04761905313628832]]","[[0.2709359125569477, 0.20525451474464257, 0.31746025419972945, 0.1587302664351885, 0.04761905206349179], [0.2643678340406723, 0.20525451474464257, 0.24137929957559656, 0.24137929957559656, 0.04761905206349179], [0.2709359125569477, 0.20525451474464257, 0.23809526031745892, 0.23809526031745892, 0.04761905206349179]]"
