Trial,entani論文のCommonGround_wᴸ,解の非唯一性考慮のCommonGround_wᴸ,entani論文のCommonGround_wᵁ,解の非唯一性考慮のCommonGround_wᵁ,entani論文のCommonGround_wᴸ_1,解の非唯一性考慮のCommonGround_wᴸ_1,entani論文のCommonGround_wᵁ_1,解の非唯一性考慮のCommonGround_wᵁ_1,entani論文のCommonGround_wᴸ_2,解の非唯一性考慮のCommonGround_wᴸ_2,entani論文のCommonGround_wᵁ_2,解の非唯一性考慮のCommonGround_wᵁ_2,entani論文のCommonGround_wᴸ_3,解の非唯一性考慮のCommonGround_wᴸ_3,entani論文のCommonGround_wᵁ_3,解の非唯一性考慮のCommonGround_wᵁ_3
121,E,"[0.24999999415798588, 0.12499999819536525, 0.2499999963907305, 0.16666660968621863, 0.12499999707899294]",r,"[0.2499999963907305, 0.20833341712314996, 0.2500000297303758, 0.24999999415798588, 0.12499999707899294]",E,"[0.24999999415798588, 0.062499999097682626, 0.2499999963907305, 0.16666660968621863, 0.08333330484310932]",r,"[0.2499999963907305, 0.2499999963907305, 0.33333321937243726, 0.24999999415798588, 0.12499999707899294]",E,"[0.24999999415798588, 0.12499999819536525, 0.2499999963907305, 0.1250000148651879, 0.08333333138599529]",r,"[0.2499999963907305, 0.2499999963907305, 0.2500000297303758, 0.24999999415798588, 0.12499999707899294]",E,"[0.24999999415798588, 0.12499999819536525, 0.2499999963907305, 0.1250000148651879, 0.12499999707899294]",r,"[0.2499999963907305, 0.2499999963907305, 0.2500000297303758, 0.24999999415798588, 0.12499999707899294]"
122,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
123,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
124,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
125,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
126,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
127,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
128,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
129,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
130,E,"[0.27027025887316947, 0.13513512943658473, 0.27027025887316947, 0.13513515052122116, 0.11891890948877405]",r,"[0.27027025887316947, 0.1963964508784297, 0.2702703010424423, 0.1801802098459828, 0.13513512943658473]",E,"[0.27027025887316947, 0.13513512943658473, 0.27027025887316947, 0.13513515052122116, 0.0540540517746339]",r,"[0.27027025887316947, 0.27027025887316947, 0.2702703010424423, 0.27027025887316947, 0.13513512943658473]",E,"[0.1801802098459828, 0.13513512943658473, 0.27027025887316947, 0.13513515052122116, 0.09009010034748077]",r,"[0.27027025887316947, 0.27027025887316947, 0.2702703010424423, 0.1801802098459828, 0.1801802098459828]",E,"[0.27027025887316947, 0.0540540517746339, 0.2378378405584177, 0.13513515052122116, 0.11891890948877405]",r,"[0.27027025887316947, 0.2378378405584177, 0.2702703010424423, 0.27027025887316947, 0.13513512943658473]"
131,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
132,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
133,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
134,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
135,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
136,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
137,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
138,"[0.26086954521739025, 0.18357481890096383, 0.22222221961352653, 0.22222221961352653, 0.1111111006763283]",E,"[0.2608696027173933, 0.1835749148792284, 0.22222223135265712, 0.22222223135265712, 0.11111111567632856]",r,"[0.26086954521739025, 0.0869565342391311, 0.21739130684782615, 0.13043477260869513, 0.06521738630434756]",E,"[0.2608696027173933, 0.21739130684782615, 0.26086954521739025, 0.26086954521739025, 0.13043477260869513]",r,"[0.22222223135265712, 0.14814814053945238, 0.22222221961352653, 0.22222221961352653, 0.11111110980676327]",E,"[0.29629628107890477, 0.22222221961352653, 0.22222223135265712, 0.22222223135265712, 0.11111111567632856]",r,"[0.22222223135265712, 0.08888888432367141, 0.22222222265700484, 0.22222222265700484, 0.1111111006763283]",E,"[0.35555553729468564, 0.22222222265700484, 0.22222223135265712, 0.22222223135265712, 0.11111111567632856]",r
139,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
140,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
141,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
142,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
143,"[0.22222221822222235, 0.16666664166666623, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.2222222222222222, 0.1481481431481481, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.27777778777777795, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111112611111137]","[0.27777778977777823, 0.2037037257037044, 0.2222222222222222, 0.2222222222222222, 0.11111112611111136]","[0.22222222222222224, 0.14814814314814806, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.2222222222222222, 0.1481481431481481, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.2962962862962961, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111112611111137]","[0.2962962862962962, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.11111112611111136]","[0.22222222222222224, 0.13888888388888881, 0.2222222222222222, 0.2222222222222222, 0.11111111111111112]","[0.2222222222222222, 0.13888889488888911, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111]","[0.27777778777777795, 0.2222222222222222, 0.22222222222222224, 0.22222222222222224, 0.13888888388888881]","[0.27777778977777823, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.13888889488888911]","[0.22222221822222235, 0.08888888588888884, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.2222222222222222, 0.08888888588888884, 0.22222221936507947, 0.22222221936507947, 0.1111111111111111]","[0.35555554355555535, 0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.11111112611111137]","[0.35555554355555535, 0.22222221936507947, 0.2222222222222222, 0.2222222222222222, 0.11111112611111136]"
144,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
145,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
146,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
147,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
148,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
149,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
150,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
151,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
152,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
153,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
154,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
155,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
156,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
157,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
158,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
159,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
160,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
161,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
162,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
163,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
164,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
165,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
166,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
167,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
168,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
169,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
170,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
171,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
172,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
173,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
174,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
175,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
176,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
177,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
178,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
179,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
180,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
181,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
182,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
183,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
184,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
185,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
186,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
187,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
188,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
189,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
190,"[0.23999998285714358, 0.18307681741758605, 0.23076921846153883, 0.23076921846153883, 0.11538461423076846]",E,"[0.24000003642856996, 0.1830769659890103, 0.2307692584615376, 0.2307692584615376, 0.1153846292307688]",r,"[0.2307692584615376, 0.1346153707692312, 0.21794870910256464, 0.21794870910256464, 0.11538461423076846]",E,"[0.2692307415384624, 0.21794870910256464, 0.2307692584615376, 0.2307692584615376, 0.1346153707692312]",r,"[0.23999998285714358, 0.08000001214285665, 0.19999999464285736, 0.15999998857142905, 0.07999999428571453]",E,"[0.24000003642856996, 0.19999999464285736, 0.3199999771428581, 0.23999998285714358, 0.11999999142857179]",r,"[0.2307692584615376, 0.105769213461539, 0.23076921846153883, 0.23076921846153883, 0.07692308615384587]",E,"[0.317307640384617, 0.23076921846153883, 0.2307692584615376, 0.2307692584615376, 0.1153846292307688]",r
191,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
192,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
193,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
194,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
195,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
196,"[0.23076923076923078, 0.1730768880769222, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.23076923151923076, 0.1346153803653847, 0.2307692217692308, 0.2307692217692308, 0.07692307392307693]","[0.23076925076923058, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.13461539961538557]","[0.23076926350607346, 0.19230773429453454, 0.2307692217692308, 0.2307692217692308, 0.1346154056153842]","[0.19230766230769253, 0.11538462538461529, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.21153846235425086, 0.11538463175303673, 0.2307692217692308, 0.2307692217692308, 0.07692307392307693]","[0.23076925076923058, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.19230766230769253]","[0.23076926350607346, 0.2307692217692308, 0.2307692217692308, 0.2307692217692308, 0.21153846235425086]","[0.23076923076923078, 0.13461537961538425, 0.23076923076923078, 0.23076923076923078, 0.07692307692307693]","[0.23076923151923076, 0.1346153803653847, 0.23076923151923076, 0.2307692217692308, 0.07692307392307693]","[0.2692307592307685, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.13461539961538557]","[0.2692307607307694, 0.23076923151923076, 0.23076923151923076, 0.2307692217692308, 0.1346154056153842]","[0.23076923076923078, 0.061538464871794755, 0.23076921410256468, 0.23076921410256468, 0.07692307692307693]","[0.23076923151923076, 0.06153846108846154, 0.2307692217692308, 0.23076923151923076, 0.07692307717307692]","[0.24615385948717902, 0.23076921410256468, 0.23076921410256468, 0.23076923076923078, 0.23076923076923078]","[0.24615384435384616, 0.23076923151923076, 0.23076923151923076, 0.23076923151923076, 0.23076923151923076]"
197,"[0.23529411764705882, 0.14705880352941053, 0.23529410764705738, 0.23529411764705882, 0.11764704382352915]","[0.23529411764705882, 0.13235294117647056, 0.23529411764705882, 0.23529411764705882, 0.11764704382352899]","[0.2647058823529411, 0.17647061323529573, 0.23529411764705882, 0.23529411764705882, 0.11764707882353062]","[0.2647058823529411, 0.1617647408823544, 0.23529411764705882, 0.23529411764705882, 0.11764707882353002]","[0.23529411764705882, 0.13235294117647056, 0.23529410764705738, 0.23529410764705738, 0.058823529411764705]","[0.23529411764705882, 0.13235294117647056, 0.2352941100066101, 0.2352941100066101, 0.058823529411764705]","[0.2647058823529411, 0.23529410764705738, 0.23529411764705882, 0.23529411764705882, 0.13235294117647056]","[0.2647058823529411, 0.2352941100066101, 0.23529411764705882, 0.23529411764705882, 0.13235294117647056]","[0.23529411764705882, 0.1029411714705879, 0.23529411764705882, 0.23529411764705882, 0.05882352941176472]","[0.23529411764705882, 0.10294117147058811, 0.23529411764705882, 0.23529411764705882, 0.058823529411764705]","[0.3088235144117637, 0.23529411764705882, 0.23529411764705888, 0.23529411764705882, 0.11764707882353062]","[0.3088235144117643, 0.23529411764705882, 0.23529411764705882, 0.23529411764705882, 0.11764707882353002]","[0.23529411764705882, 0.13235294117647056, 0.21568627950980399, 0.21568627950980399, 0.11764704382352915]","[0.23529411764705882, 0.13235294117647056, 0.21568627950980404, 0.21568627950980404, 0.11764704382352899]","[0.2647058823529411, 0.21568627950980399, 0.23529411764705882, 0.23529411764705882, 0.13235294117647056]","[0.2647058823529411, 0.21568627950980404, 0.23529411764705882, 0.23529411764705882, 0.13235294117647056]"
198,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
199,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
200,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
201,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
202,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
203,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
204,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
205,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
206,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
207,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
208,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
209,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
210,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
211,"[0.2608695429951683, 0.1381072663242225, 0.23529409264705542, 0.23529409264705542, 0.11764707382353323]",E,"[0.2608696068840594, 0.1508951978871877, 0.23529417764706695, 0.23529417764706695, 0.13043477149758415]",r,"[0.23529417764706695, 0.13235291117646653, 0.21568624950979992, 0.21568624950979992, 0.11764707382353323]",E,"[0.26470582235293305, 0.21568624950979992, 0.23529417764706695, 0.23529417764706695, 0.13235291117646653]",r,"[0.23529417764706695, 0.13235291117646653, 0.23529409264705542, 0.23529409264705542, 0.05882354441176674]",E,"[0.26470582235293305, 0.23529409264705542, 0.23529417764706695, 0.23529417764706695, 0.13235291117646653]",r,"[0.2608695429951683, 0.0869565356280198, 0.21739130712560395, 0.13043477149758415, 0.05217390859903366]",E,"[0.2608696068840594, 0.21739130712560395, 0.2608695429951683, 0.2608695429951683, 0.13043477149758415]",r
212,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
213,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
214,"[0.2222222232222222, 0.1666666401666666, 0.2222222232222222, 0.2222222232222222, 0.1111111116111111]","[0.22222222322222226, 0.13888889551388914, 0.22222222322222226, 0.22222222322222226, 0.11111111161111113]","[0.2777777882777781, 0.22222222097222227, 0.2222222232222222, 0.2222222232222222, 0.11111112511111093]","[0.2777777910277783, 0.19444447681944554, 0.22222222322222226, 0.22222222322222226, 0.11111112511111165]","[0.2222222232222222, 0.11111110711111116, 0.2222222232222222, 0.2222222232222222, 0.11111110711111116]","[0.22222222322222226, 0.11111110711111097, 0.22222222322222226, 0.22222222322222226, 0.11111110711111097]","[0.3333333213333335, 0.2222222232222222, 0.2222222232222222, 0.2222222232222222, 0.11111112511111093]","[0.3333333213333329, 0.22222222322222226, 0.22222222322222226, 0.22222222322222226, 0.11111112511111165]","[0.2222222232222222, 0.13888888263888877, 0.22222222097222227, 0.22222222097222227, 0.1111111138611113]","[0.22222222322222226, 0.13888889551388914, 0.22222222322222226, 0.22222222322222226, 0.11111111161111113]","[0.2777777882777781, 0.22222222097222227, 0.2222222232222222, 0.2222222232222222, 0.13888888263888877]","[0.2777777910277783, 0.22222222322222226, 0.22222222322222226, 0.22222222322222226, 0.13888889551388914]","[0.2222222232222222, 0.13888888263888877, 0.22222222097222227, 0.2222222232222222, 0.1111111116111111]","[0.22222222322222226, 0.13888889551388914, 0.22222222322222226, 0.22222222322222226, 0.11111111161111113]","[0.2777777882777781, 0.22222222097222227, 0.2222222232222222, 0.2222222232222222, 0.13888888263888877]","[0.2777777910277783, 0.22222222322222226, 0.22222222322222226, 0.22222222322222226, 0.13888889551388914]"
215,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
216,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
217,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
218,"[0.2307692451692306, 0.19230764190769292, 0.2307692159692302, 0.2307692159692302, 0.11538460178461553]","[0.2307693207692318, 0.1346153396153841, 0.2307692907663922, 0.23076919076923033, 0.1153846603846159]","[0.2307692451692306, 0.19230772110769354, 0.2307692451692306, 0.2307692451692306, 0.1153846225846153]","[0.2307693207692318, 0.13461549961822558, 0.2307693207692318, 0.2307693207692318, 0.1153846603846159]","[0.2307692451692306, 0.07692308172307687, 0.21153844353846177, 0.1730769026769233, 0.11538460178461553]","[0.2307693207692318, 0.07692310692307726, 0.2307692907663922, 0.17307699057692383, 0.1153846603846159]","[0.2307692451692306, 0.21153844353846177, 0.3461538053538466, 0.2307692451692306, 0.1153846225846153]","[0.2307693207692318, 0.2307692907663922, 0.34615398115384766, 0.2307693207692318, 0.1153846603846159]","[0.2307692451692306, 0.1346153774153847, 0.2307692159692302, 0.2307692159692302, 0.07692308172307687]","[0.2307693207692318, 0.1346153396153841, 0.2307691907692303, 0.2307691907692303, 0.07692310692307726]","[0.2692307548307694, 0.2307692159692302, 0.2307692451692306, 0.2307692451692306, 0.1346153774153847]","[0.2692306792307682, 0.2307691907692303, 0.2307693207692318, 0.2307693207692318, 0.1346153396153841]","[0.2307692451692306, 0.1346153774153847, 0.2307692159692302, 0.2307692159692302, 0.07692308172307687]","[0.2307693207692318, 0.1346153396153841, 0.2307691907692303, 0.23076919076923033, 0.07692310692307726]","[0.2692307548307694, 0.2307692159692302, 0.2307692451692306, 0.2307692451692306, 0.1346153774153847]","[0.2692306792307682, 0.2307691907692303, 0.2307693207692318, 0.2307693207692318, 0.1346153396153841]"
219,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
220,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
221,E,"[0.26086955430830056, 0.13043477715415028, 0.26086955430830056, 0.15942027345630114, 0.10628018230420078]",r,"[0.26086955430830056, 0.1835750166461753, 0.260869596126482, 0.21256043562289698, 0.10628021781144849]",E,"[0.2608695543083004, 0.08695651810276685, 0.2608695514078349, 0.130434798063241, 0.052173910861660074]",r,"[0.26086955430830056, 0.2608695514078349, 0.260869596126482, 0.2608695543083004, 0.1304347771541502]",E,"[0.21256043562289698, 0.13043477715415028, 0.26086955430830056, 0.15942027345630114, 0.10628018230420078]",r,"[0.26086955430830056, 0.26086955430830056, 0.3188405469126023, 0.21256043562289698, 0.10628021781144849]",E,"[0.26086955430830056, 0.08695651810276685, 0.26086955430830056, 0.130434798063241, 0.08695651810276685]",r,"[0.26086955430830056, 0.26086955430830056, 0.260869596126482, 0.26086955430830056, 0.13043477715415028]"
222,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
223,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
224,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
225,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
226,"[0.23999998285714352, 0.18307685450549804, 0.23076922505494546, 0.23076922505494546, 0.07999999428571451]",E,"[0.24000003642857004, 0.21846157274725103, 0.23076924362637277, 0.23076924362637277, 0.11538462181318639]",r,"[0.23076922755494275, 0.10576923076923202, 0.23076922505494546, 0.23076922505494546, 0.07692307585164758]",E,"[0.31730769230769607, 0.23076922505494546, 0.23076922755494275, 0.23076922755494275, 0.11538462181318639]",r,"[0.23999998285714352, 0.08000001214285668, 0.21846157274725103, 0.159999988571429, 0.07999999428571451]",E,"[0.24000003642857004, 0.21846157274725103, 0.319999977142858, 0.23999998285714352, 0.11999999142857176]",r,"[0.23076924362637277, 0.14102563031135604, 0.23076922505494546, 0.23076922505494546, 0.07692308120879092]",E,"[0.2820512606227121, 0.23076922505494546, 0.23076924362637277, 0.23076924362637277, 0.11538462181318639]",r
227,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
228,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
229,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
230,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
231,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
232,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
233,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
234,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
235,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
236,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
237,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
238,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
239,E,"[0.230769225054945, 0.2307691711469798, 0.23076920149725397, 0.230769225054945, 0.11538460074862698]",r,"[0.230769225054945, 0.230769225054945, 0.2307692436263738, 0.230769225054945, 0.1153846125274725]",E,"[0.230769225054945, 0.1153846125274725, 0.23076920149725397, 0.17307690112294047, 0.11538460074862698]",r,"[0.230769225054945, 0.23076920149725397, 0.34615380224588094, 0.230769225054945, 0.1153846125274725]",E,"[0.230769225054945, 0.1153846125274725, 0.230769225054945, 0.1730768657864057, 0.11538457719093712]",r,"[0.230769225054945, 0.230769225054945, 0.3461537315728114, 0.230769225054945, 0.1153846125274725]",E,"[0.2307692436263738, 0.14102563031135518, 0.230769225054945, 0.230769225054945, 0.07692308120879127]",r,"[0.28205126062271035, 0.230769225054945, 0.2307692436263738, 0.2307692436263738, 0.1153846218131869]"
240,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
241,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
242,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
243,"[0.22222225380116972, 0.2222220866959057, 0.22222220643274845, 0.22222220643274845, 0.11111112690058486]",E,"[0.22222225380116972, 0.22222220643274845, 0.22222227880116985, 0.22222225380116972, 0.11111112690058486]",r,"[0.22222225380116972, 0.0740740846003899, 0.22222220643274845, 0.18518514044834294, 0.07407405617933718]",E,"[0.22222225380116972, 0.22222220643274845, 0.3703702808966859, 0.22222225380116972, 0.11111112690058486]",r,"[0.22222225380116972, 0.07407408907407537, 0.22222220643274845, 0.18518513150097193, 0.061728377166990644]",E,"[0.2222222672222261, 0.22222220643274845, 0.37037026300194387, 0.22222225380116972, 0.11111112690058486]",r,"[0.22222225380116972, 0.08888886809941512, 0.22222220643274845, 0.22222220643274845, 0.11111112690058486]",E,"[0.3555554723976605, 0.22222220643274845, 0.22222227880116985, 0.22222225380116972, 0.11111112690058486]",r
244,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
245,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
246,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
247,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
248,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
249,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
250,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
251,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
252,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
253,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
254,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
255,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
256,"[0.26086955188405786, 0.14715699230210633, 0.2307691907692282, 0.2307691907692282, 0.13043477594202893]",E,"[0.26086959021739153, 0.14715729063545685, 0.23076932076923662, 0.2307693207692366, 0.13043477594202896]",r,"[0.26086954921739103, 0.08695653007246384, 0.21739130201449264, 0.1304347772753623, 0.086956516405797]",E,"[0.26086959021739153, 0.21739130201449264, 0.2608695545507246, 0.26086954921739103, 0.13043477594202896]",r,"[0.26086955188405786, 0.08695653007246384, 0.21739130601449277, 0.13043477594202893, 0.13043477594202893]",E,"[0.26086959021739153, 0.21739130601449277, 0.26086955188405786, 0.26086955188405786, 0.13043477594202893]",r,"[0.2307693207692366, 0.1346153396153817, 0.2307691907692282, 0.2307691907692282, 0.07692310692307887]",E,"[0.2692306792307634, 0.2307691907692282, 0.23076932076923662, 0.2307693207692366, 0.1346153396153817]",r
257,"[0.2608695480745339, 0.15089507852210193, 0.2352941126470585, 0.2352941126470585, 0.08695651602484462]",E,"[0.26086959736024895, 0.18158571060650452, 0.2352941296470596, 0.2352941296470596, 0.1176470648235298]",r,"[0.2352941296470596, 0.13725489196078364, 0.23529411264705846, 0.23529411264705846, 0.0588235324117649]",E,"[0.2745097839215673, 0.23529411264705846, 0.2352941296470596, 0.2352941296470596, 0.1176470648235298]",r,"[0.2352941296470596, 0.1372548919607837, 0.2352941126470585, 0.2352941126470585, 0.0588235324117649]",E,"[0.2745097839215674, 0.2352941126470585, 0.2352941296470596, 0.2352941296470596, 0.1176470648235298]",r,"[0.2608695480745339, 0.08695653245341632, 0.21739130649068328, 0.13043477403726694, 0.08695651602484462]",E,"[0.26086959736024895, 0.21739130649068328, 0.2608695480745339, 0.2608695480745339, 0.13043477403726694]",r
258,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
259,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
260,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
261,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
262,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
263,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
264,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
265,E,E,r,r,E,E,r,r,E,E,r,r,E,E,r,r
