Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
393,"[0.23529411634271094, 0.09090909057352048, 0.18181818114704096, 0.13725489565643603, 0.05882353274509779]","[0.2352941167921122, 0.09090909090909091, 0.18181818181818182, 0.13725489597615884, 0.058823532831550875]","[0.3636363622940819, 0.23529411634271094, 0.27450979131287256, 0.2727272643380104, 0.14705881769607887]","[0.36363636363636365, 0.2352941167921122, 0.27450979195231767, 0.3272726920061852, 0.1470588175447861]","[0.2727272643380104, 0.09090909057352048, 0.18181818114704096, 0.18181818852959164, 0.07272727245881638]","[0.32727269200618503, 0.09090909090909091, 0.18181818181818182, 0.18181818181818177, 0.07272727272727272]","[0.3636363622940819, 0.18181818852959164, 0.18181818852959164, 0.2727272643380104, 0.09090909426479582]","[0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.32727269200618503, 0.09090909090909091]","[0.2352941168137258, 0.14705881769607887, 0.23529411681372495, 0.23529411681372459, 0.05882353274509779]","[0.23529411679211207, 0.14705881754478614, 0.2352941167921123, 0.2352941167921122, 0.058823532831550875]","[0.2352941168137258, 0.23529411681372586, 0.2352941309803917, 0.23529411681372459, 0.14705881769607887]","[0.23529411679211207, 0.2352941167921122, 0.23529413132620342, 0.2352941167921122, 0.1470588175447861]","[0.23529411634271094, 0.23529411634271094, 0.23529411634271089, 0.13725489565643628, 0.058823534629156224]","[0.2352941167921122, 0.23529410567780862, 0.23529412790641605, 0.13725489597615884, 0.058823532831550875]","[0.2352941385166249, 0.23529411634271094, 0.27450979131287256, 0.23529411634271094, 0.11764705817135544]","[0.23529413132620325, 0.2352941167921122, 0.27450979195231767, 0.2352941167921122, 0.117647063953208]"
394,"[0.22222222622222643, 0.14414415814414375, 0.1349206343323997, 0.22222222622222637, 0.0270270250270271]","[0.22222222605062214, 0.1441441518745665, 0.13492063435763507, 0.22222222605062186, 0.02702702592268099]","[0.2882883162882875, 0.2698412686647994, 0.24324322524324363, 0.24324322524324388, 0.11904761198879507]","[0.28828830374913295, 0.26984126871527014, 0.24324323330412828, 0.24324323330412892, 0.11904761229161842]","[0.23809524250700273, 0.23809522397759092, 0.1349206343323997, 0.23809524250700273, 0.04761904850140042]","[0.2380952423177387, 0.23809522458323726, 0.13492063435763507, 0.23809524231773777, 0.0476190484635475]","[0.23809524250700273, 0.2698412686647994, 0.23809524250700273, 0.23809524250700298, 0.11904761198879517]","[0.2380952423177387, 0.26984126871527014, 0.23809524231773843, 0.23809524231773777, 0.11904761229161845]","[0.2432432252432434, 0.14414415814414375, 0.2432432252432434, 0.24324322524324338, 0.0270270250270271]","[0.24324323330412898, 0.1441441518745665, 0.24324323330412898, 0.24324323330412892, 0.02702702592268099]","[0.2882883162882875, 0.24324322524324346, 0.2432432252432434, 0.24324322524324388, 0.08108107508108127]","[0.288288303749133, 0.24324323330412892, 0.24324323330412898, 0.24324323330412892, 0.08108107776804299]","[0.22222222622222643, 0.22222220822220745, 0.22222222622222632, 0.22222222622222615, 0.08333333033333606]","[0.22222222605062214, 0.22222220882282281, 0.22222222605062186, 0.22222222605062186, 0.08333333046203341]","[0.24999999099998468, 0.22222222622222665, 0.22222222622222632, 0.22222222622222615, 0.11111111311111332]","[0.2499999913861002, 0.22222222605062245, 0.2222222260506219, 0.22222222605062192, 0.11111111302531099]"
395,"[0.2352941776470622, 0.07999998166666747, 0.2352940926470572, 0.2352940926470571, 0.03448275818590707]","[0.2352941777200717, 0.07999998164435554, 0.2352940926166369, 0.2352940926166368, 0.03448275823560629]","[0.3199999266666687, 0.241379307301349, 0.24137930730134935, 0.2413793073013492, 0.1379310327436283]","[0.31999992657742216, 0.2413793076492435, 0.24137930764924387, 0.24137930764924398, 0.13793103294242456]","[0.241379307301349, 0.1379310327436283, 0.24137930730134935, 0.241379307301349, 0.03448275818590707]","[0.24137930764924348, 0.13793103294242473, 0.24137930764924398, 0.2413793076492433, 0.03448275823560629]","[0.24137931991004505, 0.241379307301349, 0.24137930730134952, 0.24137930730134907, 0.1379310327436283]","[0.24137931881666225, 0.2413793076492435, 0.24137930764924398, 0.24137930764924398, 0.137931032942425]","[0.23529417764706248, 0.13235291117646886, 0.23529409264705708, 0.2352940926470572, 0.05882354441176562]","[0.2352941777200717, 0.1323529111399638, 0.2352940926166369, 0.2352940926166368, 0.05882354443001799]","[0.2647058223529373, 0.23529409264705736, 0.23529417764706248, 0.23529417764706248, 0.13235291117646886]","[0.26470582227992834, 0.2352940926166366, 0.23529417772007197, 0.23529417772007175, 0.13235291113996397]","[0.24000004916666506, 0.07999998166666718, 0.23999998666666789, 0.23999998666666666, 0.03999999083333359]","[0.24000004922650017, 0.07999998164435554, 0.239999986650441, 0.23999998665044053, 0.0399999908221779]","[0.3199999266666687, 0.23999998666666755, 0.24000004916666506, 0.24000004916666512, 0.11999999333333394]","[0.31999992657742216, 0.23999998665044053, 0.24000004922650062, 0.2400000492265007, 0.11999999332522032]"
396,"[0.22222221961352695, 0.12162162599662163, 0.13281248026315723, 0.15624999263157874, 0.05405405342905391]","[0.2222222372109602, 0.12162162599333799, 0.13281248027797557, 0.1562499926371107, 0.05405405342952345]","[0.37837837400337815, 0.26562496052631446, 0.3124999852631575, 0.22222221961352628, 0.13281248026315673]","[0.37837837400666235, 0.2656249605559513, 0.31249998527422146, 0.2222222372109602, 0.13281248027797557]","[0.3124999852631575, 0.1562500263157903, 0.13281248026315723, 0.15624999263157874, 0.06250001052631612]","[0.3124999852742215, 0.15625002629603324, 0.13281248027797557, 0.1562499926371107, 0.06250001051841321]","[0.3125000526315806, 0.26562496052631446, 0.3124999852631575, 0.15625002631579074, 0.13281248026315673]","[0.31250005259206587, 0.2656249605559505, 0.31249998527422146, 0.1562500262960329, 0.13281248027797557]","[0.22222221961352423, 0.14814814640901264, 0.2222222196135265, 0.22222221961352612, 0.11111110980676212]","[0.2222222372109602, 0.1481481388694055, 0.22222221793972574, 0.22222221793972552, 0.11111110896986276]","[0.2962962928180255, 0.2222222196135365, 0.22222223135265087, 0.22222221961352628, 0.11111110980676212]","[0.29629627773881123, 0.22222221793972552, 0.2222222372109602, 0.2222222372109602, 0.11111110896986279]","[0.3783783740033779, 0.12162162599662162, 0.18918918700168885, 0.18918918700168974, 0.054054053429054116]","[0.3783783740066627, 0.12162162599333799, 0.18918918700333143, 0.18918918700333123, 0.05405405342952345]","[0.37837837400337815, 0.18918918700168907, 0.18918918700168885, 0.1891891985641898, 0.12162162599662162]","[0.37837837400666335, 0.18918918700333173, 0.18918918700333173, 0.18918919855715066, 0.12162162599333766]"
397,"[0.22222227222222235, 0.1176470773949579, 0.17647055537815137, 0.2222221822222233, 0.052631581447368514]","[0.2222222725920117, 0.11764707753231146, 0.20588235509988345, 0.22222218192639254, 0.05263158062636081]","[0.27777765277777905, 0.23684209276315665, 0.2368420927631562, 0.23684209276315624, 0.17647055537815137]","[0.27777765185330267, 0.23684209686819402, 0.2368420968681942, 0.23684209686819946, 0.20588235509988342]","[0.2368420927631562, 0.13157895361842128, 0.2368420927631562, 0.23684209276315688, 0.052631581447368514]","[0.23684209686819424, 0.13157895156590396, 0.2368420968681941, 0.23684209686819405, 0.05263158062636081]","[0.26315790723684257, 0.2368420927631569, 0.2368420927631562, 0.2368420927631578, 0.13157895361842145]","[0.26315790313180293, 0.23684209686819052, 0.2368420968681942, 0.23684209686819946, 0.13157895156590396]","[0.23529410621848762, 0.11764707739495833, 0.17647055537815137, 0.23529410621848718, 0.058823526554621794]","[0.2352941061339633, 0.11764707753231146, 0.20588235509988345, 0.23529410613396323, 0.058823526533486714]","[0.23529415478991547, 0.23529410621848748, 0.23529410621848762, 0.23529410621848718, 0.17647055537815137]","[0.23529415506461826, 0.23529410613396332, 0.23529410613396332, 0.23529410613396853, 0.20588235509988342]","[0.22222227222222235, 0.22222227222222277, 0.22222218222222054, 0.2222221822222233, 0.05555553055555555]","[0.2222222725920117, 0.22222227259201166, 0.2222221819263925, 0.22222218192639254, 0.05555553037066072]","[0.27777765277777905, 0.22222227222222277, 0.22222227222222218, 0.22222227222221952, 0.11111109111111156]","[0.2777776518533036, 0.22222227259201166, 0.2222222725920117, 0.22222227259201727, 0.11111109096319627]"
398,"[0.23636364969698248, 0.13218392554597397, 0.10105364418007651, 0.22605364918007734, 0.034482755620690114]","[0.23636364895878262, 0.1321839165234799, 0.1032828242593789, 0.22828282898255944, 0.034482757167403434]","[0.3031609325402295, 0.2413792893448271, 0.24137928934483094, 0.24137928934483044, 0.12068964467241557]","[0.3098484727781367, 0.24137930017182424, 0.24137930017182407, 0.24137930017182402, 0.12068965008591201]","[0.2413792893448311, 0.13218392554597397, 0.2413792893448281, 0.24137928934483044, 0.034482755620690066]","[0.24137930017182402, 0.1321839165234799, 0.24137930017182407, 0.24137930017182402, 0.034482757167403434]","[0.26436785109195293, 0.2413792893448271, 0.2413792893448295, 0.24137928934483044, 0.12068964467241555]","[0.2643678330469598, 0.24137930017182424, 0.24137930017182407, 0.24137930017182402, 0.12068965008591201]","[0.24137928934482802, 0.2260536491800775, 0.10105364418007651, 0.22605364918007734, 0.08045976311494345]","[0.23636364895878262, 0.22828281008983808, 0.1032828242593789, 0.22828282898255944, 0.07878788298626081]","[0.3031609325402295, 0.24137928934482872, 0.2260536491800775, 0.24137928934482802, 0.11302684459003899]","[0.3098484727781367, 0.23636364895878254, 0.22828282898255942, 0.23636364895878256, 0.11414140504491897]","[0.23636364969698248, 0.13636362803029264, 0.2363636330302938, 0.23636363303031588, 0.05454545121211703]","[0.23636364895878262, 0.1363636284916699, 0.23636363321484963, 0.23636363321485, 0.05454545139666803]","[0.27272725606058856, 0.23636363303028907, 0.23636364969698248, 0.2363636496969833, 0.11818181651515794]","[0.2727272569833398, 0.23636363321485, 0.23636364895878267, 0.23636364895878256, 0.118181816607425]"
399,"[0.23529411209150392, 0.10375816740377611, 0.22875817240377608, 0.22875817240377616, 0.054901969302832]","[0.23529411570615616, 0.10375817023655891, 0.22875817528290432, 0.22875817528290424, 0.05454546372062981]","[0.31127450221132835, 0.23529411209150375, 0.23529411209150392, 0.23529411209150392, 0.14705882241830104]","[0.31127451070968276, 0.23636360883811405, 0.23636360883810734, 0.23636360883811405, 0.14705881654216352]","[0.23529411209150392, 0.13725492325707997, 0.23529411209150392, 0.23529411209150392, 0.054901969302832]","[0.23636360883811397, 0.13636365930157135, 0.23636360883810734, 0.23636360883811405, 0.05454546372062981]","[0.27450984651416, 0.23529411209150441, 0.23529411209150392, 0.23529411209150392, 0.11764705604575235]","[0.272727318603149, 0.23636360883811405, 0.23636360883810734, 0.23636360883811405, 0.11818180441905705]","[0.23529411209150375, 0.14705882241830065, 0.23529411209150342, 0.2352941120915038, 0.05882353274509756]","[0.23529411570615616, 0.14705881654216355, 0.23529412230521723, 0.23529411570615616, 0.05882353057630739]","[0.23529413098039076, 0.23529411209150375, 0.23529411209150347, 0.23529411209150392, 0.14705882241830104]","[0.2352941223052304, 0.23529411570615616, 0.23529412230521723, 0.23529412230522528, 0.14705881654216355]","[0.23529411209150392, 0.10375816740377612, 0.22875817240377608, 0.22875817240377616, 0.07843137069716793]","[0.23529411570615616, 0.10375817023655894, 0.22875817528290432, 0.22875817528290424, 0.07843135844513094]","[0.31127450221132835, 0.22875817240377608, 0.23529411209150392, 0.23529411209150392, 0.11437910620188774]","[0.31127451070967677, 0.22875817528290418, 0.23529411570614955, 0.23529411570615627, 0.11437908764145216]"
400,"[0.18181858181813565, 0.11538463205127752, 0.192307662307696, 0.18181803181819223, 0.058823536684492646]","[0.15384623915767515, 0.11538463257918541, 0.2115384632579191, 0.1538461282526976, 0.05882353691484842]","[0.2647058687165724, 0.24242404242424892, 0.36363606363638046, 0.23529411582887838, 0.192307662307696]","[0.30769225650539433, 0.30769225650539467, 0.3076922565053952, 0.2352941157712877, 0.2115384632579191]","[0.23076922076923134, 0.11538463205127752, 0.192307662307696, 0.2307692207692324, 0.0769230735897442]","[0.23076922045248913, 0.11538463257918541, 0.2115384632579191, 0.2307692204524891, 0.07692307348416338]","[0.2307692641025551, 0.2307692207692324, 0.2307692207692324, 0.2307692207692324, 0.192307662307696]","[0.23076926515837054, 0.23076922045248757, 0.23076922045248946, 0.23076922045248913, 0.2115384632579191]","[0.18181858181813995, 0.12121202121213495, 0.24242404242426643, 0.18181803181819048, 0.07272721272727609]","[0.15384623915767515, 0.15384612825269767, 0.3076922565053951, 0.1538461282526976, 0.061538451301079045]","[0.24242404242427196, 0.24242404242424892, 0.36363606363638046, 0.18181858181814065, 0.09090929090907204]","[0.30769225650539433, 0.30769225650539467, 0.3076922565053952, 0.1538462391576759, 0.076923119578837]","[0.2352941158288776, 0.13235293435828685, 0.23529411582887838, 0.23529411582887838, 0.058823536684492646]","[0.23529411577128745, 0.13235293414232982, 0.23529411577128814, 0.23529411577128792, 0.05882353691484842]","[0.2647058687165724, 0.23529411582887838, 0.23529414673796953, 0.23529411582887838, 0.13235293435829276]","[0.26470586828465914, 0.23529411577128753, 0.2352941476593939, 0.23529411577128792, 0.13235293414232982]"
401,"[0.2222222322222229, 0.09090909057352015, 0.1818181811470423, 0.18181818852959059, 0.040000003749999666]","[0.22222223277171696, 0.09090909750252504, 0.1818181950050501, 0.18181819500505045, 0.04000000395606071]","[0.3636363622940806, 0.23999999124999888, 0.23999999125000365, 0.27272726433801, 0.22222218722219106]","[0.3636363900101002, 0.23999999076919157, 0.23999999076919148, 0.32727271474520214, 0.22222218529899085]","[0.23999999124999888, 0.23999999124999888, 0.1866666841666681, 0.23999999124999982, 0.040000003749999666]","[0.23999999076919148, 0.23999999076919157, 0.18666668512828352, 0.23999999076919157, 0.04000000395606071]","[0.24000002249999786, 0.23999999124999888, 0.23999999125000365, 0.23999999124999982, 0.09333334208333405]","[0.24000002373636437, 0.23999999076919157, 0.23999999076919148, 0.23999999076919157, 0.09333334256414176]","[0.22222223222222348, 0.11111111611112023, 0.2222221872221942, 0.2222221872221951, 0.11111111611111948]","[0.22222223277171696, 0.11111111638585842, 0.2222221852989908, 0.22222223277171677, 0.11111111638585855]","[0.22222223222224224, 0.2222221872221951, 0.2222222322222218, 0.22222223222222132, 0.22222218722219447]","[0.2222222327717171, 0.22222223277171677, 0.22222223277171685, 0.22222223277171685, 0.22222218529899085]","[0.2727272643380089, 0.09090909057352015, 0.18181818114704318, 0.18181818852959078, 0.07272727245881612]","[0.32727271474520225, 0.09090909750252504, 0.1818181950050501, 0.18181819500505045, 0.07272727800202004]","[0.3636363622940806, 0.18181818852959078, 0.18181818852959453, 0.2727272643380101, 0.09090909426479468]","[0.3636363900101002, 0.18181819500505045, 0.1818181950050501, 0.32727271474520253, 0.09090909750252504]"
402,"[0.13793103904797627, 0.0995850500184412, 0.2352941203743322, 0.23529412037433187, 0.034482758185906875]","[0.13793103882750168, 0.09958505060870872, 0.23529412024261964, 0.23529412024261953, 0.0344827582069045]","[0.2987551500553236, 0.2413793073013492, 0.2413793073013491, 0.24137930730134924, 0.13793103904797624]","[0.29875515182612633, 0.24137930744833214, 0.24137930744833233, 0.2413793074483323, 0.13793103882750168]","[0.24066392666493808, 0.0995850500184412, 0.2406638931927155, 0.2406638931927155, 0.03734439375691545]","[0.24066392539720458, 0.09958505060870872, 0.24066389354150985, 0.24066389354150985, 0.03734439397826577]","[0.2987551500553236, 0.2406638931927155, 0.24066392666493935, 0.24066392666493808, 0.12033194659635775]","[0.29875515182612616, 0.24066389354150985, 0.240663925397204, 0.24066392539720555, 0.1203319467707555]","[0.13793103904797624, 0.2413793073013492, 0.2413793073013491, 0.2413793073013491, 0.034482758185907014]","[0.13793103882750168, 0.24137930744833214, 0.2413793074483323, 0.24137930744833214, 0.03448275820690462]","[0.24137931991004546, 0.2413793073013492, 0.2413793073013491, 0.2413793073013493, 0.13793103904797624]","[0.24137931944809818, 0.24137930744833214, 0.24137930744833233, 0.2413793074483323, 0.13793103882750168]","[0.23529412037433173, 0.13725489968805654, 0.23529412037433173, 0.23529412037433176, 0.05882351850267372]","[0.23529412024261984, 0.13725489979781672, 0.23529412024261936, 0.23529412024261953, 0.05882351902952122]","[0.2745097993761131, 0.23529412037433195, 0.23529412037433173, 0.23529412037433176, 0.11764706018716609]","[0.2745097995956338, 0.23529412024261953, 0.23529412024261936, 0.23529412024261995, 0.11764706012131015]"
403,"[0.23809525133052845, 0.13106801741506074, 0.18181818181818185, 0.18181818181818094, 0.02912622609223572]","[0.2380952515246135, 0.13106797589404207, 0.18181813108497888, 0.18181822409585116, 0.02912621686534268]","[0.3636363636363637, 0.24271837910192606, 0.2427183791019189, 0.2969696269697017, 0.12135918955096309]","[0.36363626216995776, 0.2427184289271505, 0.24271842892715065, 0.2969697443206871, 0.12135921446357546]","[0.2969696269697017, 0.18181818181818085, 0.18181818181818094, 0.18181818181818094, 0.04242423242424316]","[0.29696974432068635, 0.18181813108497943, 0.18181813108497888, 0.18181822409585116, 0.04242424918866934]","[0.3636363636363637, 0.18181818181818085, 0.18181818181818094, 0.2969696269697017, 0.0909090909090908]","[0.36363626216995776, 0.18181822409585086, 0.1818182240958524, 0.29696974432068635, 0.09090906554248941]","[0.2427183791019385, 0.13106801741506074, 0.2427183791019189, 0.24271837910192617, 0.02912622609223572]","[0.24271842892714854, 0.13106797589404207, 0.2427184289271495, 0.2427184289271492, 0.02912621686534268]","[0.2621360348301215, 0.24271837910192606, 0.2427183791019189, 0.2427183791019385, 0.12135918955096309]","[0.26213595178808413, 0.2427184289271505, 0.2427184289271497, 0.2427184289271492, 0.12135921446357546]","[0.23809525133052845, 0.14814813785403197, 0.2380952328011192, 0.2380952328011214, 0.0476190502661058]","[0.2380952515246135, 0.14814813770307778, 0.23809523272348793, 0.2380952327234881, 0.047619050304922604]","[0.2962962757080636, 0.2380952328011192, 0.23809525133052842, 0.23809525133053067, 0.07936508377684531]","[0.29629627540615555, 0.23809523272348793, 0.2380952515246135, 0.2380952515246143, 0.0793650838415388]"
404,"[0.22222222422222201, 0.10576921653846179, 0.20540544540540212, 0.22222222422222215, 0.02702704202702569]","[0.22222222421857238, 0.10576921656443268, 0.20540544533240515, 0.22222222421857235, 0.027027041999651998]","[0.3173076496153854, 0.24324319324324767, 0.24324319324324753, 0.2432431932432473, 0.16666666366666671]","[0.31730764969329806, 0.24324319333449348, 0.24324319333449324, 0.24324319333449326, 0.1666666636721422]","[0.23076926153846075, 0.10576921653846179, 0.23076922153846177, 0.23076922153846177, 0.07692307384615393]","[0.23076926148230786, 0.10576921656443268, 0.23076922155530769, 0.23076922155530769, 0.07692307385176923]","[0.3173076496153854, 0.23076922153846177, 0.23076926153846075, 0.23076926153846075, 0.11538461076923089]","[0.31730764969329806, 0.23076922155530769, 0.23076926148230786, 0.23076926148230795, 0.11538461077765384]","[0.22222222422222232, 0.16666666366666671, 0.22222222422222215, 0.22222222422222193, 0.11111110311111086]","[0.2222222242185722, 0.1666666636721416, 0.2222222242185723, 0.22222222421857235, 0.11111110312571049]","[0.22222222422222265, 0.22222222422222215, 0.22222222422222215, 0.22222222422222193, 0.16666666366666671]","[0.2222222242185722, 0.22222222421857238, 0.22222222421857238, 0.22222222421857254, 0.1666666636721416]","[0.24324319324324725, 0.20540544540540207, 0.20540544540540184, 0.2432431932432475, 0.027027042027025692]","[0.2432431933344933, 0.20540544533240535, 0.20540544533240515, 0.24324319333449326, 0.027027041999651998]","[0.24324337824323178, 0.24324319324324767, 0.24324319324324753, 0.2432431932432475, 0.10270272270270092]","[0.243243377996868, 0.2432431933344933, 0.24324319333449326, 0.24324319333449326, 0.10270272266620267]"
405,"[0.23809524214929223, 0.1349206253052502, 0.2380952334798534, 0.1746031719004718, 0.027027026527027025]","[0.23809524955821232, 0.13492062536815658, 0.2380952335100482, 0.17460317918836443, 0.027027026530298173]","[0.2698412506105004, 0.2432432387432433, 0.24324323874324294, 0.2432432387432433, 0.1746031719004718]","[0.26984125073631315, 0.24324323877268336, 0.24324323877268372, 0.24324323877268372, 0.17460317918836443]","[0.23809524963369977, 0.1349206253052502, 0.2380952334798534, 0.23809523347985367, 0.04761904992673999]","[0.23809524955821232, 0.13492062536815658, 0.2380952335100482, 0.23809523351004852, 0.047619049911642466]","[0.2698412506105004, 0.2380952334798534, 0.2380952496336999, 0.23809524963369977, 0.11904762481684994]","[0.26984125073631315, 0.2380952335100482, 0.23809524955821232, 0.23809524955821232, 0.11904762477910617]","[0.23809524214929223, 0.17460317190047178, 0.2380952421492922, 0.1746031719004718, 0.04761904842985844]","[0.23809524955821193, 0.17460315855501102, 0.2380952335100482, 0.17460317918836443, 0.04761904723694853]","[0.2380952421492927, 0.23809524214929223, 0.2380952421492922, 0.23809524214929223, 0.1746031719004718]","[0.23809524955821204, 0.23809523351004813, 0.23809523618474265, 0.2380952335100487, 0.17460317918836443]","[0.2432432387432433, 0.2432432387432433, 0.24324323874324294, 0.18018018918018017, 0.027027026527027032]","[0.24324323877268372, 0.24324323877268347, 0.24324323877268333, 0.1801801891212995, 0.027027026530298173]","[0.24324325724324336, 0.2432432387432433, 0.24324323874324294, 0.2432432387432433, 0.09009009459009008]","[0.24324325715165102, 0.24324323877268353, 0.24324323877268372, 0.24324323877268372, 0.09009009456064944]"
406,"[0.2000000700000013, 0.13333337564102682, 0.133333317948719, 0.133333317948719, 0.05333332717948778]","[0.21052639263978995, 0.15625002799099946, 0.1562499948164817, 0.1562499948164817, 0.05263154601151861]","[0.34285696285713696, 0.266666635897438, 0.2666666358974389, 0.2666666358974389, 0.1999997199999941]","[0.3157892760691116, 0.3124999896329634, 0.3124999896329634, 0.31249998963296327, 0.21052628834293216]","[0.2666666358974389, 0.13333337564102263, 0.133333317948719, 0.133333317948719, 0.05333332717948778]","[0.31249998963296327, 0.1562500279909993, 0.1562499948164817, 0.1562499948164817, 0.06249999792659268]","[0.26666675128204526, 0.266666635897438, 0.2666666358974389, 0.2666666358974389, 0.06666665897435972]","[0.3125000559819986, 0.3124999896329634, 0.3124999896329634, 0.31249998963296327, 0.07812499740824085]","[0.2117647047712417, 0.23529409542483454, 0.2117647047712417, 0.2352940954248331, 0.058823523856209196]","[0.21176469909557105, 0.23529411764705874, 0.2117646990955712, 0.23529411764705888, 0.058823529411764684]","[0.2352941426470573, 0.23529409542483454, 0.23529414264706147, 0.23529409542483679, 0.10588235238562085]","[0.23529411764705885, 0.23529411764705888, 0.2352941176470588, 0.23529411764705896, 0.10588234954778551]","[0.20000007000000292, 0.17142848142856848, 0.1999997199999941, 0.2000000700000025, 0.05714282714285649]","[0.21052639263978995, 0.1578946380345558, 0.21052628834293216, 0.2105263926397899, 0.05263154601151861]","[0.34285696285713696, 0.20000007000000275, 0.20000007000000325, 0.2000000700000025, 0.1999997199999941]","[0.3157892760691116, 0.21052639263978995, 0.21052639263978995, 0.21052639263978995, 0.21052628834293216]"
407,"[0.1818185818182167, 0.1212120212121204, 0.22222221961353145, 0.13999999700000837, 0.04000000033333146]","[0.15384623683998583, 0.148148149716348, 0.22222222880865788, 0.14000000702552134, 0.040000002007291105]","[0.2962962810789132, 0.24242404242424034, 0.36363606363631396, 0.2399999936666754, 0.13999999700000837]","[0.3076922578960151, 0.3076922578960012, 0.3076922578959921, 0.23999999531632057, 0.14000000702552196]","[0.22222223135266675, 0.14814814053943742, 0.22222221961353145, 0.22222221961351263, 0.11111110980675912]","[0.22222222034037734, 0.148148149716348, 0.2222222203403775, 0.22222222034038686, 0.11111109323364936]","[0.2962962810789132, 0.22222221961349312, 0.22222223135265318, 0.22222223135266297, 0.11111111567633337]","[0.296296299432696, 0.22222222880865689, 0.2222222203403775, 0.22222222034038686, 0.11111111017018845]","[0.1818185818181709, 0.1212120212121204, 0.24242404242424034, 0.18181803181815695, 0.07272721272726278]","[0.15384623683998583, 0.15384612894800698, 0.3076922578959916, 0.15384612894799202, 0.06153845157919832]","[0.2424240424242408, 0.24242404242424034, 0.3636360636363139, 0.1818185818181709, 0.09090929090910768]","[0.3076922578960009, 0.3076922578960012, 0.3076922578959916, 0.15384623683998544, 0.07692311841999291]","[0.2400000019999941, 0.23999999366665734, 0.23999999366665645, 0.13999999700000837, 0.04000000033333146]","[0.23999999531630908, 0.23999999531630908, 0.23999999531632057, 0.14000000702552134, 0.040000002007291105]","[0.240000001999995, 0.2400000019999941, 0.24000000199999422, 0.239999993666656, 0.13999999700000837]","[0.23999999531632069, 0.23999999531630908, 0.2400000120437484, 0.23999999531632057, 0.14000000702552196]"
408,"[0.2352941256470545, 0.11764706282353567, 0.17647056023528448, 0.18181819038960917, 0.02702702587948444]","[0.2352941343469679, 0.11764706717348389, 0.1818181997109418, 0.18181819971094146, 0.027027026177467644]","[0.3636363336363789, 0.243243232915359, 0.2432432329153612, 0.2727272620129831, 0.17647056023528734]","[0.3636363994218835, 0.2432432355972097, 0.24324323559720962, 0.28787876700390186, 0.20588233206629042]","[0.2727272620129831, 0.18181816681818969, 0.18181816681818175, 0.18181819038960917, 0.06060606346320178]","[0.2878787670039019, 0.18181819971094149, 0.18181819971094146, 0.18181819971094146, 0.06060606657031382]","[0.3636363336363635, 0.18181819038960917, 0.18181819038960917, 0.2727272620129831, 0.09090909519480458]","[0.3636363994218835, 0.18181819971094149, 0.18181819971094146, 0.28787876700390186, 0.09090909985547024]","[0.23529412564707247, 0.11764706282353567, 0.1764705602352843, 0.23529409164704268, 0.05882353141176405]","[0.2352941343469679, 0.11764706717348389, 0.20588233206629042, 0.2352941343469677, 0.058823533586741875]","[0.23529412564707247, 0.23529409164703774, 0.23529412564705543, 0.23529412564705468, 0.17647056023528251]","[0.23529413434696791, 0.23529413434696722, 0.2352941343469679, 0.2352941343469678, 0.20588233206629042]","[0.24324323291536123, 0.14671815261979382, 0.24324323291535954, 0.243243232915359, 0.02702702587948444]","[0.24324323559720926, 0.14671815108730904, 0.24324323559720948, 0.2432432355972085, 0.027027026177467644]","[0.29343630523958764, 0.243243232915359, 0.2432432329153612, 0.24324323291536046, 0.07335907630989691]","[0.29343630217461836, 0.2432432355972097, 0.24324323559720948, 0.2432432355972085, 0.07335907554365452]"
