Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
463,"[0.27450983249299676, 0.19607844137254893, 0.20000003999999527, 0.20000003999999527, 0.0429252603037068]","[0.2745098205882351, 0.19607843720588242, 0.2121212521212108, 0.2121212521212108, 0.04292527414045033]","[0.3333332333333452, 0.20000003999999527, 0.24324323291537378, 0.24324323291537378, 0.06666664666666904]","[0.3030302030303063, 0.2121212521212108, 0.24324323403271605, 0.24324323403271605, 0.060606040606061264]","[0.20000003999999527, 0.1666666166666726, 0.1999998400000189, 0.20000003999999527, 0.06666664666666904]","[0.2121212521212108, 0.15151510151515316, 0.21212119712121252, 0.2121212521212108, 0.060606040606061264]","[0.3333332333333452, 0.20000003999999527, 0.20000003999999527, 0.20000003999999527, 0.1999998400000189]","[0.3030302030303063, 0.2121212521212108, 0.2121212521212108, 0.2121212521212108, 0.21212119712121252]","[0.2352941005042019, 0.13725491624649838, 0.2352941005042019, 0.2352941005042019, 0.05882352512605048]","[0.23529410764705888, 0.13725491029411754, 0.23529410764705888, 0.23529410764705888, 0.05882352691176472]","[0.27450983249299676, 0.2352941005042019, 0.2352941005042019, 0.2352941005042019, 0.11764705025210095]","[0.2745098205882351, 0.23529410764705888, 0.23529410764705888, 0.23529410764705888, 0.11764705382352944]","[0.24324323291537378, 0.1467181526197864, 0.24324323291537378, 0.24324323291537378, 0.027027025879485977]","[0.24324326811166658, 0.14671813250761914, 0.24324323403271605, 0.24324323403271605, 0.027027029790185175]","[0.2934363052395728, 0.24324323291537378, 0.24324323291537378, 0.24324323291537378, 0.0733590763098932]","[0.2934362650152383, 0.24324323403271605, 0.24324326811166658, 0.24324326811166658, 0.07335906625380957]","[[0.3333332333333452, 0.20000003999999527, 0.20000003999999527, 0.20000003999999527, 0.06666664666666904], [0.27450983249299676, 0.19607844137254893, 0.2352941005042019, 0.2352941005042019, 0.05882352512605048], [0.27450983249299676, 0.19607844137254893, 0.24324323291537378, 0.24324323291537378, 0.0429252603037068]]","[[0.3030302030303063, 0.2121212521212108, 0.2121212521212108, 0.2121212521212108, 0.060606040606061264], [0.2745098205882351, 0.19607843720588242, 0.23529410764705888, 0.23529410764705888, 0.05882352691176472], [0.2745098205882351, 0.19607843720588242, 0.24324323403271605, 0.24324323403271605, 0.04292527414045033]]"
464,"[0.2307692407692311, 0.19230773503496745, 0.23076923076923078, 0.22435896981351966, 0.08333332787878757]","[0.23076924160256443, 0.19230772398368878, 0.23076923076923073, 0.22435896684445086, 0.08333333001452325]","[0.24999998363636264, 0.23076923076923078, 0.2499999836363627, 0.22435896981351966, 0.08333332787878757]","[0.2499999891137673, 0.23076923076923073, 0.24999999004356976, 0.22435896684445086, 0.08333333001452325]","[0.24999998363636264, 0.12500001363636448, 0.24999998363636264, 0.12499999909090902, 0.08333332787878757]","[0.24999999004356976, 0.12500000829702518, 0.24999999004356976, 0.12499999944686505, 0.08333333001452325]","[0.25000002727272896, 0.24999999818181803, 0.2499999836363627, 0.24999998363636264, 0.12499999181818132]","[0.25000001659405036, 0.2499999988937301, 0.24999999004356976, 0.24999999004356976, 0.12499999502178488]","[0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.1538461488461536, 0.07692307692307693]","[0.23076923076923073, 0.23076923076923073, 0.23076923076923073, 0.1538461538461539, 0.07692307692307691]","[0.2307692407692311, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.1538461488461536]","[0.23076924160256443, 0.23076923076923073, 0.23076923076923073, 0.23076923076923073, 0.1538461538461539]","[0.24999998363636328, 0.12499999181818164, 0.24999995090908983, 0.12500002454545506, 0.02777777595959592]","[0.2499999891137673, 0.12499999455688365, 0.24999999004356976, 0.12500001632934904, 0.02777777656819637]","[0.24999998363636328, 0.24999995090908983, 0.2500000490909101, 0.24999998363636328, 0.12499999181818164]","[0.2499999891137673, 0.24999999004356976, 0.2500000326586981, 0.2499999891137673, 0.12499999455688365]","[[0.24999998363636264, 0.19230773503496745, 0.2499999836363627, 0.22435896981351966, 0.08333332787878757], [0.2307692407692311, 0.23076923076923078, 0.23076923076923078, 0.22435896981351966, 0.08333332787878757], [0.24999998363636328, 0.19230776776223962, 0.24999995090908983, 0.22435896981351966, 0.08333332787878757]]","[[0.2499999891137673, 0.19230772398368878, 0.24999999004356976, 0.22435896684445086, 0.08333333001452325], [0.23076924160256443, 0.23076923076923073, 0.23076923076923073, 0.22435896684445086, 0.08333333001452325], [0.2499999891137673, 0.19230772398368878, 0.24999999004356976, 0.22435896684445086, 0.08333333001452337]]"
465,"[0.2352941385166234, 0.19999989999999812, 0.20000006666666792, 0.20000006666666792, 0.07272740327272906]","[0.23529413851662298, 0.2000000350000041, 0.2000000350000041, 0.2000000350000041, 0.0727272595454504]","[0.31999997333333285, 0.23529411634271102, 0.2424242322424243, 0.2424242322424243, 0.07999999333333321]","[0.29999990249998865, 0.23529411634271102, 0.24242423515151512, 0.24242423515151512, 0.09999999249999914]","[0.2424242322424243, 0.147186153004329, 0.2424242322424243, 0.2424242322424243, 0.030303029030303037]","[0.24242423515151512, 0.14718615134199134, 0.24242423515151512, 0.24242423515151512, 0.03030302939393939]","[0.294372306008658, 0.2424242322424243, 0.2424242322424243, 0.2424242322424243, 0.0735930765021645]","[0.2943723026839827, 0.24242423515151512, 0.24242423515151512, 0.24242423515151512, 0.07359307567099567]","[0.20000006666666792, 0.15999998666666643, 0.09999994999999906, 0.19999989999999812, 0.07999999333333321]","[0.2000000350000041, 0.19999998499999827, 0.10000001750000205, 0.2000000350000041, 0.09999999249999914]","[0.31999997333333285, 0.19999989999999812, 0.20000006666666792, 0.20000006666666792, 0.19999989999999812]","[0.39999996999999654, 0.2000000350000041, 0.2000000350000041, 0.2000000350000041, 0.2000000350000041]","[0.23529411634271102, 0.23529411634271102, 0.1372548956564367, 0.23529411634271102, 0.05882353462915585]","[0.23529411634271102, 0.23529411634271102, 0.13725489565643684, 0.23529411634271102, 0.058823534629155745]","[0.2352941385166234, 0.2745097913128734, 0.23529411634271105, 0.23529411634271102, 0.11764705817135553]","[0.23529413851662298, 0.2745097913128737, 0.23529411634271102, 0.23529411634271102, 0.11764705817135551]","[[0.2424242322424243, 0.19999989999999812, 0.2424242322424243, 0.2424242322424243, 0.07272740327272906], [0.31999997333333285, 0.19999989999999812, 0.20000006666666792, 0.20000006666666792, 0.07999999333333321], [0.2352941385166234, 0.23529411634271102, 0.22139022552522547, 0.23529411634271102, 0.07272740327272906]]","[[0.24242423515151512, 0.2000000350000041, 0.24242423515151512, 0.24242423515151512, 0.0727272595454504], [0.29999990249998865, 0.2000000350000041, 0.2000000350000041, 0.2000000350000041, 0.09999999249999914], [0.23529413851662298, 0.23529411634271102, 0.2000000350000041, 0.23529411634271102, 0.09411759379795091]]"
466,"[0.25806452755760445, 0.1551821288291313, 0.2352941296470597, 0.2352941296470597, 0.0857142827142857]","[0.25806453136712865, 0.15518212882913082, 0.23529412964705892, 0.23529412964705892, 0.08571428271428577]","[0.2666666106666662, 0.17703084732492874, 0.2571428481428571, 0.24193547244239552, 0.0857142827142857]","[0.27134723886256507, 0.17235021912903123, 0.2571428481428573, 0.2419354833947772, 0.08571428271428577]","[0.2352941296470597, 0.13725489196078358, 0.23529411264705846, 0.23529411264705846, 0.058823532411764926]","[0.23529412964705892, 0.13725489196078422, 0.2352941126470588, 0.2352941126470588, 0.05882353241176473]","[0.27450978392156716, 0.23529411264705846, 0.2352941296470597, 0.2352941296470597, 0.11764706482352985]","[0.27450978392156844, 0.2352941126470588, 0.23529412964705892, 0.23529412964705892, 0.11764706482352946]","[0.24193547244239552, 0.12903226377880223, 0.24193547244239552, 0.24193547244239552, 0.032258065944700556]","[0.2419354833947772, 0.12903226568356432, 0.2419354833947772, 0.2419354833947772, 0.03225806642089108]","[0.25806452755760445, 0.24193547244239552, 0.24193547244239552, 0.24193547244239552, 0.12903226377880223]","[0.25806453136712865, 0.2419354833947772, 0.2419354833947772, 0.2419354833947772, 0.12903226568356432]","[0.2666666106666662, 0.06666665266666655, 0.2571428481428571, 0.13333341033333398, 0.0857142827142857]","[0.26666661066666764, 0.06666665266666691, 0.2571428481428573, 0.13333341033333204, 0.08571428271428577]","[0.2666666106666662, 0.2571428481428571, 0.26666682066666797, 0.2666666106666662, 0.1333333053333331]","[0.26666661066666764, 0.2571428481428573, 0.2666668206666641, 0.26666661066666764, 0.13333330533333382]","[[0.2666666106666662, 0.17703084732492874, 0.2352941296470597, 0.2352941296470597, 0.0857142827142857], [0.25806452755760445, 0.17235024484331876, 0.24193547244239552, 0.24193547244239552, 0.0857142827142857], [0.2666666106666662, 0.1551821288291313, 0.2571428481428571, 0.2352941296470597, 0.0857142827142857]]","[[0.27134723886256507, 0.17235021912903123, 0.23529412964705892, 0.23529412964705892, 0.08571428271428577], [0.25806453136712865, 0.17235021912903123, 0.2419354833947772, 0.2419354833947772, 0.08571428271428577], [0.26666661066666764, 0.15518212882913082, 0.2571428481428573, 0.23529412964705892, 0.08571428271428577]]"
467,"[0.2763636431462434, 0.181818193992096, 0.2222223422222263, 0.181818193992096, 0.09090908743082972]","[0.2790698341085204, 0.17991636049163556, 0.23255809953488774, 0.17991636049163556, 0.07589760633006858]","[0.319999986869563, 0.181818193992096, 0.22545453771541535, 0.22545453771541535, 0.09090908743082972]","[0.3317115731517724, 0.17991636049163556, 0.23255809953488774, 0.23255809953488774, 0.07589760633006858]","[0.2222223422222263, 0.14814804814814472, 0.2222223422222263, 0.2222223422222263, 0.07407402407407236]","[0.23255809953488774, 0.1395349170542602, 0.23255809953488774, 0.23255809953488774, 0.0697674585271301]","[0.29629609629628945, 0.2222223422222263, 0.2222223422222263, 0.2222223422222263, 0.11111117111111316]","[0.2790698341085204, 0.23255809953488774, 0.23255809953488774, 0.23255809953488774, 0.11627904976744387]","[0.27272726229248917, 0.18181816529644118, 0.181818193992096, 0.18181816529644118, 0.034090907786561146]","[0.3012551901255195, 0.17991636049163556, 0.17991636049163556, 0.17991636049163556, 0.037656898765689936]","[0.36363633059288236, 0.181818193992096, 0.27272726229248917, 0.181818193992096, 0.09090908743082972]","[0.3598327209832711, 0.17991636049163556, 0.3012551901255195, 0.17991636049163556, 0.10041839670850648]","[0.26969696404479715, 0.09212121438208114, 0.22545453771541535, 0.22545453771541535, 0.05393939280895943]","[0.2674418049095664, 0.09302327803617344, 0.2263566042266495, 0.2263566042266495, 0.053488360981913285]","[0.2763636431462434, 0.22545453771541535, 0.26969696404479715, 0.26969696404479715, 0.09212121438208114]","[0.2790698341085203, 0.2263566042266495, 0.2674418049095664, 0.2674418049095664, 0.09302327803617344]","[[0.2828280341326216, 0.181818193992096, 0.2222223422222263, 0.2222223422222263, 0.09090908743082972], [0.319999986869563, 0.181818193992096, 0.22545453771541535, 0.181818193992096, 0.09090908743082972], [0.2763636431462434, 0.181818193992096, 0.22545453771541535, 0.22545453771541535, 0.09090908743082972]]","[[0.2790698341085204, 0.17991636049163556, 0.23255809953488774, 0.23255809953488774, 0.07589760633006858], [0.3317115731517724, 0.17991636049163556, 0.23255809953488774, 0.17991636049163556, 0.07589760633006858], [0.2790698341085203, 0.17991636049163556, 0.23255809953488774, 0.23255809953488774, 0.07589760633006858]]"
468,"[0.22222223222222212, 0.20915031894024488, 0.2222222322222221, 0.2222222322222221, 0.08496737954715516]","[0.22222223222222262, 0.18300656094771012, 0.22222223222222262, 0.22222223222222262, 0.11111111611111128]","[0.23529410050420002, 0.22222218722222273, 0.23529410050420002, 0.23529410050420002, 0.11111111611111105]","[0.23529410764705952, 0.22222218722222076, 0.23529410764705952, 0.23529410764705952, 0.11111111611111128]","[0.2222222322222221, 0.14814814243386273, 0.22222221650793544, 0.22222221650793544, 0.07407407121693137]","[0.23255809953488366, 0.1395349170542636, 0.23255809953488366, 0.23255809953488366, 0.0697674585271318]","[0.29629628486772547, 0.22222221650793544, 0.2222222322222221, 0.2222222322222221, 0.11111110825396772]","[0.2790698341085272, 0.23255809953488366, 0.23255809953488366, 0.23255809953488366, 0.11627904976744183]","[0.2222222322222221, 0.11111111611111106, 0.22222218722222276, 0.2222222322222221, 0.11111111611111105]","[0.22222223222222262, 0.11111111611111131, 0.22222218722222098, 0.22222223222222262, 0.11111111611111128]","[0.22222223222222212, 0.2222222322222221, 0.2222222322222221, 0.2222222322222221, 0.22222218722222276]","[0.22222223222222262, 0.22222223222222257, 0.22222223222222262, 0.22222223222222262, 0.22222218722222098]","[0.23529410050420002, 0.13725491624649996, 0.23529410050420002, 0.23529410050420002, 0.058823525126050005]","[0.23529410764705952, 0.13725491029411707, 0.23529410764705952, 0.23529410764705952, 0.05882352691176488]","[0.27450983249299993, 0.23529410050420002, 0.23529410050420002, 0.23529410050420002, 0.11764705025210001]","[0.27450982058823414, 0.23529410764705952, 0.23529410764705952, 0.23529410764705952, 0.11764705382352976]","[[0.23529410050420002, 0.20915031894024488, 0.2222222322222221, 0.2222222322222221, 0.11111111611111105], [0.22222223222222212, 0.22222218722222273, 0.2222222322222221, 0.2222222322222221, 0.11111111611111105], [0.23529410050420002, 0.20915031894024488, 0.23529410050420002, 0.23529410050420002, 0.08496737954715516]]","[[0.23529410764705952, 0.18847857717206198, 0.23255809953488366, 0.23255809953488366, 0.11111111611111128], [0.22222223222222262, 0.22222218722222076, 0.22222223222222262, 0.22222223222222262, 0.11111111611111128], [0.23529410764705952, 0.18300656094771012, 0.23529410764705952, 0.23529410764705952, 0.11111111611111128]]"
469,"[0.2427183791019401, 0.18181819747035818, 0.23076924362637388, 0.18181817833992042, 0.09002668435425931]","[0.2427184291825888, 0.1818181978181821, 0.2307692436263738, 0.1818181978181821, 0.09002651463405156]","[0.30361856073352195, 0.2427183791019401, 0.2427183791019401, 0.23076922505494493, 0.09002668435425931]","[0.30361866054699543, 0.2427184291825888, 0.2427184291825888, 0.23076922505494496, 0.09002651463405156]","[0.23076924362637388, 0.14102563031135512, 0.23076922505494493, 0.23076922505494493, 0.0769230812087913]","[0.2307692436263738, 0.14102563031135518, 0.23076922505494496, 0.23076922505494496, 0.07692308120879127]","[0.28205126062271024, 0.23076922505494493, 0.23076924362637388, 0.23076924362637388, 0.11538462181318694]","[0.28205126062271035, 0.23076922505494496, 0.2307692436263738, 0.2307692436263738, 0.1153846218131869]","[0.2727272675098806, 0.18181817833992042, 0.18181817833992042, 0.18181817833992042, 0.045454549367589546]","[0.29545452745454515, 0.1818181978181821, 0.1818181978181821, 0.1818181978181821, 0.04545454945454552]","[0.36363635667984084, 0.18181819747035818, 0.2727272675098806, 0.18181817833992042, 0.09090908916996021]","[0.3636363956363642, 0.1818181978181821, 0.29545452745454515, 0.1818181978181821, 0.09090909890909105]","[0.2427183791019401, 0.2427183791019401, 0.2427183791019401, 0.13106801741504992, 0.029126226092233316]","[0.2427184291825888, 0.2427184291825888, 0.2427184291825888, 0.131067975681176, 0.029126216818039112]","[0.2427183791019401, 0.2427183791019401, 0.26213603483009984, 0.2427183791019401, 0.12135918955097007]","[0.2427184291825888, 0.2427184291825888, 0.262135951362352, 0.2427184291825888, 0.1213592145912944]","[[0.2666166494940637, 0.18181819747035818, 0.23076924362637388, 0.23076922505494493, 0.09002668435425931], [0.30361856073352195, 0.18181819747035818, 0.2427183791019401, 0.18181817833992042, 0.09002668435425931], [0.2427183791019401, 0.2427183791019401, 0.2427183791019401, 0.18181817833992042, 0.09002668435425931]]","[[0.26661681886644767, 0.1818181978181821, 0.2307692436263738, 0.23076922505494496, 0.09002651463405156], [0.30361866054699543, 0.1818181978181821, 0.2427184291825888, 0.1818181978181821, 0.09002651463405156], [0.2427184291825888, 0.2427184291825888, 0.2427184291825888, 0.1818181978181821, 0.09002651463405156]]"
470,"[0.288288316288288, 0.14814813886243364, 0.17391305501672222, 0.22222223722222262, 0.07707709436279142]","[0.2820092824571723, 0.16243514698727188, 0.18181819541580593, 0.22222223722222254, 0.06906910483830066]","[0.2962962970105819, 0.17391305501672222, 0.24324322524324343, 0.24476648398771964, 0.11111110896825391]","[0.2820092824571723, 0.18181817815728302, 0.24324323285862762, 0.24324323285862762, 0.1111111111111111]","[0.2608695559866222, 0.1739130284782611, 0.1739130284782611, 0.17391305501672222, 0.0869565186622074]","[0.272727275865186, 0.18181817815728302, 0.18181817815728302, 0.18181819541580593, 0.090909091955062]","[0.3478260569565222, 0.17391305501672222, 0.17391305501672222, 0.2608695559866222, 0.1304347779933111]","[0.36363635631456603, 0.18181819541580593, 0.18181819541580593, 0.272727275865186, 0.136363637932593]","[0.24324322524324343, 0.144144158144144, 0.24324322524324343, 0.24324322524324343, 0.027027025027027047]","[0.2432432328586276, 0.14414415222106747, 0.2432432328586276, 0.2432432328586276, 0.027027025873180843]","[0.288288316288288, 0.24324322524324343, 0.24324322524324343, 0.24324322524324343, 0.08108107508108114]","[0.28828830444213494, 0.2432432328586276, 0.2432432328586276, 0.2432432328586276, 0.08108107761954254]","[0.22222223722222262, 0.14814813886243364, 0.22222221793650782, 0.22222221793650782, 0.11111110896825391]","[0.22222222222222224, 0.14814814314814798, 0.22222222222222224, 0.22222222222222224, 0.11111111111111112]","[0.2962962777248673, 0.22222221793650782, 0.22222223722222262, 0.22222223722222262, 0.11111110896825391]","[0.29629628629629595, 0.22222222222222224, 0.22222222222222224, 0.22222223722222254, 0.11111111111111112]","[[0.2962962970105819, 0.17391305501672222, 0.17391305501672222, 0.24476648398771964, 0.11111110896825391], [0.288288316288288, 0.14814813886243364, 0.24324322524324343, 0.24324322524324343, 0.07707709436279142], [0.2962962970105819, 0.14814813886243364, 0.22222221793650782, 0.22222223722222262, 0.11111110896825391]]","[[0.2820092824571723, 0.18181817815728302, 0.18181819541580593, 0.24324323285862762, 0.1111111111111111], [0.2820092824571723, 0.16243514698727188, 0.24324323285862762, 0.24324323285862762, 0.06906910483830066], [0.2820092824571723, 0.16243514698727188, 0.22222222222222224, 0.22222223722222254, 0.1111111111111111]]"
471,"[0.22222224722222203, 0.18750002172413832, 0.18750002172413832, 0.22222224722222203, 0.062499990689655005]","[0.2222222472222211, 0.18750001636363695, 0.18750001636363695, 0.2222222472222211, 0.06250000545454565]","[0.32720586535786617, 0.2666666066666671, 0.23529410050420213, 0.23529410050420213, 0.06666665166666677]","[0.3272058541711226, 0.26666660666666897, 0.235294107647058, 0.235294107647058, 0.06666665166666734]","[0.2812499829310342, 0.18749997206896502, 0.18749997206896502, 0.18750002172413832, 0.02083333574712648]","[0.30208331606060546, 0.18750001636363695, 0.18750001636363695, 0.18750001636363695, 0.020833335151515215]","[0.37499994413793003, 0.18750002172413832, 0.18750002172413832, 0.2812499829310342, 0.062499990689655005]","[0.3750000327272739, 0.18750001636363695, 0.18750001636363695, 0.30208331606060546, 0.06250000545454565]","[0.22222224722222203, 0.22222224722222203, 0.22222220222222236, 0.22222220222222236, 0.06666665166666677]","[0.2222222472222211, 0.2222222472222211, 0.22222220222222308, 0.22222220222222308, 0.06666665166666734]","[0.22222224722222203, 0.2666666066666671, 0.22222224722222203, 0.22222224722222203, 0.11111110111111118]","[0.2222222472222211, 0.26666660666666936, 0.2222222472222211, 0.2222222472222211, 0.11111110111111154]","[0.23529410050420213, 0.13725491624649824, 0.23529410050420213, 0.23529410050420213, 0.05882352512605053]","[0.235294107647058, 0.13725491029411838, 0.235294107647058, 0.235294107647058, 0.0588235269117645]","[0.2745098324929965, 0.23529410050420213, 0.23529410050420213, 0.23529410050420213, 0.11764705025210107]","[0.27450982058823675, 0.235294107647058, 0.235294107647058, 0.235294107647058, 0.117647053823529]","[[0.32720586535786617, 0.18750002172413832, 0.18750002172413832, 0.23529410050420213, 0.062499990689655005], [0.22222224722222203, 0.2666666066666671, 0.22222224722222203, 0.22222224722222203, 0.06666665166666677], [0.2745098324929965, 0.1924019758089442, 0.23529410050420213, 0.23529410050420213, 0.062499990689655005]]","[[0.3272058541711226, 0.18750001636363695, 0.18750001636363695, 0.235294107647058, 0.06250000545454565], [0.2222222472222211, 0.26666660666666897, 0.2222222472222211, 0.2222222472222211, 0.06666665166666734], [0.27450982058823675, 0.1924019586631017, 0.235294107647058, 0.235294107647058, 0.06250000545454565]]"
472,"[0.22222224222222248, 0.20000015999999388, 0.20000015999999388, 0.20000015999999388, 0.09411747705882911]","[0.2222222422222222, 0.20930248558136105, 0.20930248558136105, 0.20930248558136105, 0.0848151514774634]","[0.3019602993137429, 0.22222222222222224, 0.23529409264705764, 0.23529409264705764, 0.09803922068627552]","[0.2740533225696436, 0.2222222222222222, 0.23529409264706005, 0.23529409264706005, 0.09803922068627335]","[0.22222222222222224, 0.22222222222222224, 0.22222222222222224, 0.2222222222222222, 0.08333332833333328]","[0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.08333332833333336]","[0.22222224222222248, 0.22222222222222224, 0.24999998499999984, 0.22222222222222224, 0.1111111111111111]","[0.2222222422222222, 0.2222222222222222, 0.2499999850000001, 0.2222222222222222, 0.1111111111111111]","[0.23529417764706162, 0.1323529111764692, 0.23529409264705764, 0.23529409264705764, 0.058823544411765405]","[0.2352941776470558, 0.1323529111764721, 0.23529409264706005, 0.23529409264706005, 0.05882354441176395]","[0.2647058223529384, 0.23529409264705764, 0.23529417764706162, 0.23529417764706162, 0.1323529111764692]","[0.2647058223529442, 0.23529409264706005, 0.2352941776470558, 0.2352941776470558, 0.1323529111764721]","[0.20000015999999388, 0.17499979000000804, 0.20000015999999388, 0.1999993600000245, 0.049999940000002296]","[0.20930248558136103, 0.16279048767446364, 0.20930248558136103, 0.2093022705814072, 0.04651156790698961]","[0.3499995800000161, 0.20000015999999388, 0.20000015999999388, 0.20000015999999388, 0.1999993600000245]","[0.32558097534892727, 0.20930248558136103, 0.20930248558136103, 0.20930248558136103, 0.2093022705814072]","[[0.22222224222222248, 0.22222222222222224, 0.23529409264705764, 0.22222222222222224, 0.09803922068627552], [0.23529417764706162, 0.20000015999999388, 0.23529409264705764, 0.23529409264705764, 0.09411747705882911], [0.3019602993137429, 0.20000015999999388, 0.20000015999999388, 0.20000015999999388, 0.09803922068627552]]","[[0.2222222422222222, 0.2222222222222222, 0.23529409264706005, 0.2222222222222222, 0.09803922068627335], [0.2352941776470558, 0.20930248558136105, 0.23529409264706005, 0.23529409264706005, 0.0848151514774634], [0.2740533225696436, 0.20930248558136105, 0.20930248558136105, 0.20930248558136105, 0.09803922068627335]]"
473,"[0.2500000157894738, 0.23648650847478356, 0.17391314347826825, 0.17391314347826825, 0.027027033693692446]","[0.25000000942108036, 0.23648651484318606, 0.1818182818181818, 0.1818182818181818, 0.02702703369369408]","[0.30434765608694403, 0.2608694852173854, 0.24324322102102516, 0.24999998421052627, 0.08695657173913413]","[0.30896778061135943, 0.23648651484318606, 0.24324322102101975, 0.2499999905789196, 0.0909091409090909]","[0.243243303243232, 0.09797294575075584, 0.24324322102102516, 0.24324322102102516, 0.027027033693692446]","[0.24324330324324672, 0.09797294575074916, 0.24324322102101975, 0.24324322102101975, 0.02702703369369408]","[0.29391883725226753, 0.24324322102102516, 0.243243303243232, 0.243243303243232, 0.12162161051051258]","[0.2939188372522475, 0.24324322102101975, 0.24324330324324672, 0.24324330324324672, 0.12162161051050988]","[0.2608694852173854, 0.17391314347826825, 0.17391291347825127, 0.17391291347825127, 0.08695657173913413]","[0.2545453745454545, 0.1818182818181818, 0.18181814431818183, 0.18181814431818183, 0.0909091409090909]","[0.34782582695650255, 0.2608694852173854, 0.17391314347826825, 0.17391314347826825, 0.1304347426086927]","[0.36363628863636366, 0.2545453745454545, 0.1818182818181818, 0.1818182818181818, 0.12727268727272725]","[0.24999998421052627, 0.1250000078947369, 0.12499999736842102, 0.24999998421052627, 0.050000003157894754]","[0.2499999905789196, 0.12500000471054018, 0.12499999842981993, 0.2499999905789196, 0.05000000188421608]","[0.2500000157894738, 0.24999999473684203, 0.24999998421052627, 0.24999998421052627, 0.1250000078947369]","[0.25000000942108036, 0.24999999685963986, 0.2499999905789196, 0.2499999905789196, 0.12500000471054018]","[[0.2500000157894738, 0.23648650847478356, 0.24324322102102516, 0.24324322102102516, 0.027027033693692446], [0.30434765608694403, 0.2608694852173854, 0.17391314347826825, 0.17391314347826825, 0.08695657173913413], [0.2500000157894738, 0.23648650847478356, 0.21351348836732165, 0.24999998421052627, 0.050000003157894754]]","[[0.25000000942108036, 0.23648651484318606, 0.24324322102101975, 0.24324322102101975, 0.02702703369369408], [0.30896778061135943, 0.23648651484318606, 0.1818182818181818, 0.1818182818181818, 0.0909091409090909], [0.25000000942108036, 0.23648651484318606, 0.21351348327259784, 0.2499999905789196, 0.05000000188421608]]"
474,"[0.22222222472222294, 0.17391305501672222, 0.17391305501672222, 0.25000000000000006, 0.08333334083333557]","[0.2222222262222218, 0.18181819747035688, 0.18181819747035688, 0.2424242636095174, 0.09090907572381518]","[0.3043478153177259, 0.22222221722222066, 0.22222221722222066, 0.2608695559866222, 0.0869565186622074]","[0.3030302657259536, 0.2222222262222218, 0.22222220822222374, 0.2424242636095174, 0.09090907572381518]","[0.2608695559866222, 0.1739130284782611, 0.1739130284782611, 0.17391305501672222, 0.0869565186622074]","[0.27272722717144554, 0.18181819747035688, 0.18181819747035688, 0.18181819747035688, 0.09090907572381518]","[0.3478260569565222, 0.17391305501672222, 0.17391305501672222, 0.2608695559866222, 0.1304347779933111]","[0.36363639494071376, 0.18181819747035688, 0.18181819747035688, 0.27272722717144554, 0.13636361358572277]","[0.27272726610962583, 0.18181817255347615, 0.18181817255347615, 0.18181818711229933, 0.04040403834521692]","[0.29797978058849234, 0.18181819747035688, 0.18181819747035688, 0.18181819747035688, 0.04040404388230153]","[0.3636363451069523, 0.18181818711229933, 0.18181818711229933, 0.27272726610962583, 0.09090909355614966]","[0.36363639494071376, 0.18181819747035688, 0.18181819747035688, 0.29797978058849234, 0.09090909873517844]","[0.22222221722222066, 0.22222221722222066, 0.22222221722222066, 0.222222224722223, 0.08333333333333336]","[0.2222222262222218, 0.2222222262222218, 0.22222220822222374, 0.2222222262222218, 0.08333333033333365]","[0.22222222472222294, 0.222222224722223, 0.22222221722222066, 0.25000000000000006, 0.11111110861111033]","[0.2222222262222218, 0.2222222262222218, 0.2222222262222218, 0.24999999100000095, 0.1111111131111109]","[[0.3043478153177259, 0.17391305501672222, 0.17391305501672222, 0.2608695559866222, 0.0869565186622074], [0.30303031405971204, 0.18181817255347615, 0.18181817255347615, 0.25000000000000006, 0.08333334083333557], [0.22222222472222294, 0.22222221722222066, 0.22222221722222066, 0.25000000000000006, 0.08333334083333557]]","[[0.3030302657259536, 0.18181819747035688, 0.18181819747035688, 0.2424242636095174, 0.09090907572381518], [0.3030302657259536, 0.18181819747035688, 0.18181819747035688, 0.2424242636095174, 0.0909090757238152], [0.2222222262222218, 0.2222222262222218, 0.22222220822222374, 0.2424242636095174, 0.0909090757238152]]"
