Trial,entani論文のPartialIncorporation_wᴸ,解の非唯一性考慮のPartialIncorporation_wᴸ,entani論文のPartialIncorporation_wᵁ,解の非唯一性考慮のPartialIncorporation_wᵁ,entani論文のPartialIncorporation_wᴸ_1,解の非唯一性考慮のPartialIncorporation_wᴸ_1,entani論文のPartialIncorporation_wᵁ_1,解の非唯一性考慮のPartialIncorporation_wᵁ_1,entani論文のPartialIncorporation_wᴸ_2,解の非唯一性考慮のPartialIncorporation_wᴸ_2,entani論文のPartialIncorporation_wᵁ_2,解の非唯一性考慮のPartialIncorporation_wᵁ_2,entani論文のPartialIncorporation_wᴸ_3,解の非唯一性考慮のPartialIncorporation_wᴸ_3,entani論文のPartialIncorporation_wᵁ_3,解の非唯一性考慮のPartialIncorporation_wᵁ_3,entani論文のPartialIncorporation_Ŵ,解の非唯一性考慮のPartialIncorporation_Ŵ
463,"[0.22222226888888952, 0.11998137400460437, 0.13768118192028758, 0.16363635113636368, 0.05696202250395574]","[0.25000003386718406, 0.13014979622910663, 0.13043477640179862, 0.160714298571429, 0.05696202319047128]","[0.5217390704347886, 0.22222220888888872, 0.2222222088888887, 0.19776188886689547, 0.1355714244664376]","[0.5217391056071945, 0.16244726376191904, 0.26785692428570734, 0.16244726376191904, 0.17510540474179379]","[0.5217390704347886, 0.05797100782608763, 0.13043476760869716, 0.13768118192028758, 0.028985503913043813]","[0.5217391056071945, 0.057971011734132716, 0.13043477640179862, 0.13768116873063543, 0.028985505867066358]","[0.5217390704347886, 0.13768118192028758, 0.13768118192028758, 0.2608695352173943, 0.06521738380434858]","[0.5217391056071945, 0.13768116873063543, 0.13768116873063543, 0.26086955280359725, 0.06521738820089931]","[0.22222220888888872, 0.11111113444444476, 0.2222222088888887, 0.11111110444444434, 0.11111110444444436]","[0.25000003386718406, 0.12500001693359203, 0.24999994355469324, 0.12500001693359203, 0.12499997177734662]","[0.22222226888888952, 0.22222220888888872, 0.2222222088888887, 0.22222220888888872, 0.22222220888888872]","[0.25000003386718406, 0.24999994355469324, 0.25000003386718406, 0.25000003386718406, 0.24999994355469324]","[0.32727270227272737, 0.10909091909090905, 0.21818181068181822, 0.10909090075757578, 0.03636363969696968]","[0.321428597142858, 0.107142865714286, 0.26785692428570734, 0.107142865714286, 0.035714288571428665]","[0.32727275727272714, 0.21818181068181822, 0.32727270227272737, 0.16363635113636368, 0.07272727022727274]","[0.321428597142858, 0.26785692428570734, 0.321428597142858, 0.160714298571429, 0.08928564142856911]","[[0.5217390704347886, 0.11998137400460437, 0.13768118192028758, 0.16363635113636368, 0.05696202250395574], [0.22222226888888952, 0.22222220888888872, 0.2222222088888887, 0.19776188886689547, 0.1355714244664376], [0.32727275727272714, 0.2141414124747477, 0.2222222088888887, 0.16363635113636368, 0.07272727022727274], [0.4556961800316459, 0.1518987266772153, 0.13768118192028758, 0.19776188886689547, 0.05696202250395574], [0.36040790430357844, 0.18020391215178788, 0.2222222088888887, 0.18020395215178922, 0.05696202250395574]]","[[0.5217391056071945, 0.13014979622910663, 0.13043477640179862, 0.160714298571429, 0.05696202319047128], [0.25000003386718406, 0.16244726376191904, 0.25000003386718406, 0.16244726376191904, 0.17510540474179379], [0.321428597142858, 0.16071453857143653, 0.26785692428570734, 0.160714298571429, 0.08928564142856911], [0.4556961855237714, 0.16244726376191904, 0.16244726376191904, 0.16244726376191904, 0.05696202319047128], [0.3870967034851764, 0.16244726376191904, 0.19354847351811777, 0.16244726376191904, 0.09446029547286772]]"
464,"[0.29629659629628335, 0.17763154343012824, 0.18181821358288774, 0.14814829814814168, 0.06405068689630655]","[0.3157894886842101, 0.13559322033898305, 0.1875000139655172, 0.15789474434210504, 0.09634255738433116]","[0.40677964101694897, 0.22222204222223, 0.24242397595366585, 0.18749998500000153, 0.09090908737967915]","[0.40677964742610623, 0.21052630678947398, 0.21944690279987977, 0.1874999891379311, 0.09634255738433116]","[0.3333333433333321, 0.12500000000000003, 0.18750000000000003, 0.18749998500000153, 0.06250000000000001]","[0.333333352643678, 0.12499999275862073, 0.1874999891379311, 0.1874999891379311, 0.0625000046551724]","[0.37500000000000006, 0.18750000000000003, 0.18750000000000003, 0.18750000000000006, 0.16666667166666604]","[0.3749999782758622, 0.1874999891379311, 0.1875000139655172, 0.1875000139655172, 0.166666676321839]","[0.40677964101694897, 0.13559322033898305, 0.2033898305084746, 0.05084745762711865, 0.04519774011299435]","[0.40677964742610623, 0.13559322033898305, 0.20338983050847462, 0.050847457627118654, 0.04519774011299435]","[0.4067796610169492, 0.2033898305084746, 0.2033898305084746, 0.20338982050847448, 0.13559322033898305]","[0.40677966101694923, 0.20338983050847462, 0.20338983050847462, 0.20338982371305311, 0.13559322033898305]","[0.29629659629628335, 0.14814829814814168, 0.22222204222223, 0.14814829814814168, 0.04938276604938056]","[0.3157894696842106, 0.15789474434210504, 0.21052630678947398, 0.1578947348421053, 0.05263158144736834]","[0.29629659629628335, 0.22222204222223, 0.29629659629628335, 0.14814829814814168, 0.111111021111115]","[0.3157894886842101, 0.21052630678947398, 0.3157894696842106, 0.15789474434210504, 0.10526315339473699]","[[0.37500000000000006, 0.17763154343012824, 0.18750000000000003, 0.18749998500000153, 0.0723684715698702], [0.40677964101694897, 0.17763154343012824, 0.2033898305084746, 0.14814829814814168, 0.06405068689630655], [0.29629659629628335, 0.22222204222223, 0.24242397595366585, 0.14814829814814168, 0.09090908737967915], [0.3636363495187166, 0.1818181747593582, 0.18181821358288774, 0.1818181747593583, 0.09090908737967915], [0.39473682141560873, 0.17763154343012824, 0.18181821358288774, 0.18176273467506876, 0.06405068689630655]]","[[0.3749999782758622, 0.15365746123635843, 0.1875000139655172, 0.1874999891379311, 0.09634255738433116], [0.40677964742610623, 0.13559322033898305, 0.20338983050847462, 0.15789474434210504, 0.09634255738433116], [0.3157894886842101, 0.21052630678947398, 0.21944690279987977, 0.15789474434210504, 0.09634255738433116], [0.37499996393103935, 0.18326272037700725, 0.1875000139655172, 0.15789474434210504, 0.09634255738433116], [0.3947368421052632, 0.13559322033898305, 0.1973683910102923, 0.1759589891611303, 0.09634255738433116]]"
465,"[0.285714300714286, 0.17931026134932287, 0.20000011999999964, 0.142857150357143, 0.057142969642856645]","[0.28571431571428646, 0.1999999199999961, 0.20000012000000583, 0.12512326401370838, 0.05418719733561742]","[0.4137930791004517, 0.214285699285714, 0.214285699285714, 0.17499978999997073, 0.14285715035714297]","[0.4137930791004521, 0.20930227058139422, 0.23809521059523742, 0.16279048767441442, 0.12403104525193868]","[0.4137930791004517, 0.1625615920068525, 0.20689653955022586, 0.0689655278935524, 0.0541871973356175]","[0.4137930791004521, 0.16256159200685227, 0.20689653955022605, 0.0689655278935522, 0.05418719733561742]","[0.4137930791004517, 0.20689653955022586, 0.2068965836806572, 0.1625615920068525, 0.10344826977511293]","[0.4137930791004521, 0.20689653955022605, 0.2068965836806566, 0.16256159200685227, 0.10344826977511302]","[0.285714300714286, 0.142857150357143, 0.214285699285714, 0.142857150357143, 0.09523810023809533]","[0.28571431571428646, 0.14285715785714323, 0.23809521059523742, 0.14285715785714323, 0.09523810523809549]","[0.285714300714286, 0.214285699285714, 0.285714300714286, 0.142857150357143, 0.142857150357143]","[0.28571431571428646, 0.23809521059523742, 0.28571431571428646, 0.14285715785714323, 0.14285715785714323]","[0.2000001600000223, 0.1999993599999108, 0.2000001600000223, 0.17499978999997073, 0.04999993999999164]","[0.2093024855813985, 0.20930227058139422, 0.2093024855813985, 0.16279048767441442, 0.046511567906975554]","[0.34999957999994147, 0.2000001600000223, 0.2000001600000223, 0.2000001600000223, 0.1999993599999108]","[0.32558097534882885, 0.2093024855813985, 0.2093024855813985, 0.2093024855813985, 0.20930227058139422]","[[0.4137930791004517, 0.17931026134932287, 0.20689653955022586, 0.142857150357143, 0.057142969642856645], [0.285714300714286, 0.214285699285714, 0.214285699285714, 0.142857150357143, 0.14285715035714297], [0.34999957999994147, 0.2000001600000223, 0.2000001600000223, 0.17499978999997073, 0.07500031000004326], [0.4067796284082525, 0.17931026134932287, 0.20338981420412625, 0.15337732639544166, 0.057142969642856645], [0.3999998400000005, 0.19999992000000025, 0.20000011999999964, 0.142857150357143, 0.057142969642856645]]","[[0.4137930791004521, 0.1999999199999961, 0.20689653955022605, 0.12512326401370838, 0.05418719733561742], [0.28571431571428646, 0.20930227058139422, 0.23809521059523742, 0.14285715785714323, 0.12403104525193868], [0.32558097534882885, 0.20930227058139422, 0.2093024855813985, 0.16279048767441442, 0.09302378081396405], [0.40677964522136933, 0.20338982261068467, 0.20338985367532494, 0.1322534811570036, 0.05418719733561742], [0.3999998399999922, 0.1999999199999961, 0.20000012000000583, 0.14581292266438836, 0.05418719733561742]]"
466,"[0.27777779777777734, 0.17021276672422, 0.13221871409358782, 0.13019264361583632, 0.05673758890807333]","[0.285714331809525, 0.17021276665220164, 0.17021276665220164, 0.09219859009997881, 0.056737588884067214]","[0.5106382866582825, 0.20165949165945227, 0.25, 0.19480513480519465, 0.10389604389610373]","[0.5106382877115505, 0.17021276665220164, 0.2857142857142857, 0.20744677415076584, 0.10372338707538292]","[0.16666666666666666, 0.13888889888888867, 0.25, 0.125, 0.08333333333333333]","[0.1904761904761905, 0.1428571659047625, 0.2857142857142857, 0.14285714285714285, 0.09523809523809525]","[0.27777779777777734, 0.25, 0.25, 0.16666666666666666, 0.16666666666666666]","[0.285714331809525, 0.2857142857142857, 0.2857142857142857, 0.1904761904761905, 0.1904761904761905]","[0.3999999903448267, 0.0666666685057473, 0.17021276672422, 0.09999999758620667, 0.06666666505747111]","[0.39999999999999997, 0.06666666666666667, 0.19999996776851128, 0.09999999999999999, 0.06666666666666667]","[0.4000000110344838, 0.17021276672422, 0.19999999517241335, 0.19999999517241335, 0.13333333011494222]","[0.39999999999999997, 0.19999996776851128, 0.19999999999999998, 0.19999999999999998, 0.13333333333333333]","[0.4285713338345803, 0.14285719969925184, 0.21428566691729015, 0.10714283345864507, 0.023809518546365573]","[0.4285713936962221, 0.14285716378226684, 0.21428569684811105, 0.10714284842405553, 0.02380952187201234]","[0.4285713338345803, 0.21428566691729015, 0.21428566691729015, 0.14285719969925184, 0.07142859984962592]","[0.4285713936962221, 0.21428569684811105, 0.21428569684811105, 0.14285716378226684, 0.07142858189113342]","[[0.27777779777777734, 0.20165949165945227, 0.25, 0.16666666666666666, 0.10389604389610373], [0.4000000110344838, 0.17021276672422, 0.19999999517241335, 0.16312056201141178, 0.06666666505747111], [0.4285713338345803, 0.17021276672422, 0.21428566691729015, 0.13019264361583632, 0.05673758890807333], [0.5106382866582825, 0.17021276672422, 0.13221871409358782, 0.13019264361583632, 0.05673758890807333], [0.31168855168831233, 0.19480513480519465, 0.19480513480519465, 0.19480513480519465, 0.10389604389610373]]","[[0.285714331809525, 0.17021276665220164, 0.2857142857142857, 0.15463522874860472, 0.10372338707538292], [0.39999999999999997, 0.17021276665220164, 0.19999999999999998, 0.1260638462724155, 0.10372338707538292], [0.4285713936962221, 0.17021276665220164, 0.21428569684811105, 0.13019255391939796, 0.056737588884067214], [0.5106382877115505, 0.17021276665220164, 0.17021276665220164, 0.09219859009997881, 0.056737588884067214], [0.31117029797088347, 0.17021276665220164, 0.20744677415076584, 0.20744677415076584, 0.10372338707538292]]"
467,"[0.2222222688888896, 0.18181821181817975, 0.18181821181817978, 0.11538462748987872, 0.07692307587044533]","[0.25000003386718406, 0.18181821181818236, 0.18181821181818236, 0.12000000000000001, 0.07428596428592227]","[0.363636313636367, 0.24050622411392147, 0.24050622411392147, 0.19047617229437194, 0.1428571410389611]","[0.36363631363636273, 0.24050630911392504, 0.24999994355469315, 0.14285714285714285, 0.12987011987012978]","[0.24050622411392147, 0.24050622411392147, 0.24050622411392145, 0.13291147990506547, 0.03797470854430442]","[0.24050630911392504, 0.24050630911392504, 0.24050630911392504, 0.13291140907172916, 0.03797468830620833]","[0.26582295981013093, 0.24050622411392147, 0.24050622411392145, 0.24050622411392147, 0.12025311205696074]","[0.2658228181434583, 0.24050630911392504, 0.24050630911392504, 0.24050630911392504, 0.12025315455696252]","[0.22222220888888872, 0.1111111344444448, 0.2222222088888887, 0.11111110444444434, 0.11111110444444434]","[0.25000003386718406, 0.12500001693359203, 0.24999994355469315, 0.12500001693359203, 0.12499997177734658]","[0.2222222688888896, 0.2222222088888887, 0.2222222088888887, 0.22222220888888872, 0.2222222088888887]","[0.25000003386718406, 0.24999994355469315, 0.25000003386718406, 0.25000003386718406, 0.24999994355469315]","[0.28571428207792215, 0.1428571410389611, 0.21428571155844162, 0.14285714103896108, 0.07142857051948054]","[0.2857142857142857, 0.14285714285714285, 0.24999995333333547, 0.14285714285714285, 0.07142857142857142]","[0.28571429480519456, 0.21428571155844162, 0.28571428207792215, 0.14285714103896108, 0.1428571410389611]","[0.2857142857142857, 0.24999995333333547, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[[0.26582295981013093, 0.24050622411392147, 0.24050622411392147, 0.17624151609158067, 0.07692307587044533], [0.2222222688888896, 0.2222222088888887, 0.2222222088888887, 0.19047617229437194, 0.1428571410389611], [0.28571429480519456, 0.1880651990029618, 0.24050622411392147, 0.14285714103896108, 0.1428571410389611], [0.363636313636367, 0.18181821181817975, 0.18181821181817978, 0.19047617229437194, 0.08225109043290146], [0.34615384141700395, 0.230769227611336, 0.23076922761133595, 0.11538462748987872, 0.07692307587044533]]","[[0.2658228181434583, 0.24050630911392504, 0.24050630911392504, 0.14285714285714285, 0.11030742077154881], [0.25000003386718406, 0.24050630911392504, 0.24999994355469315, 0.129623593594068, 0.12987011987012978], [0.2857142857142857, 0.24050630911392504, 0.24999994355469315, 0.14285714285714285, 0.0809223187599533], [0.36363631363636273, 0.18181821181818236, 0.18181821181818236, 0.14285714285714285, 0.12987011987012978], [0.36000000000000004, 0.1957140921593846, 0.24999994355469315, 0.12000000000000001, 0.07428596428592227]]"
468,"[0.31578953368421037, 0.15789476684210518, 0.20338985113347485, 0.11111112422586567, 0.052631584547368604]","[0.3333333540229876, 0.16666687666681815, 0.2045454726068248, 0.11111111800766253, 0.052631583492036324]","[0.4210526155789469, 0.16666666666666666, 0.314619848942576, 0.1590642615837401, 0.07426903174959132]","[0.4210526185941819, 0.16666687666681815, 0.278376738145164, 0.15872999873004334, 0.1105119131573678]","[0.406779646954449, 0.135593215651483, 0.2033898234772245, 0.05084746278336871, 0.04519773855049433]","[0.409090909090909, 0.13636363636363635, 0.2045454545454545, 0.0511363681517062, 0.04545454545454545]","[0.406779646954449, 0.20338982347722445, 0.20338985113347485, 0.2033898234772245, 0.135593215651483]","[0.409090909090909, 0.2045454545454545, 0.2045454726068248, 0.2045454545454545, 0.13636363636363635]","[0.3333333333333333, 0.1111111111111111, 0.16666666666666666, 0.13333335333333435, 0.06666667666666717]","[0.3333337533336363, 0.11111125111121209, 0.16666687666681815, 0.15872999873004334, 0.07936499936502167]","[0.3333333333333333, 0.16666666666666666, 0.2666667066666687, 0.16666666666666666, 0.16666666666666666]","[0.3333337533336363, 0.16666687666681815, 0.3174599974600867, 0.16666687666681815, 0.16666687666681815]","[0.42105261557894674, 0.10526315389473673, 0.21052629258947286, 0.10526316909473721, 0.026315792273684302]","[0.4210526185941819, 0.10526315464854548, 0.21052630929709096, 0.10526316698407265, 0.026315791746018162]","[0.4210526155789469, 0.21052629258947286, 0.21052633818947442, 0.21052630778947337, 0.052631584547368604]","[0.4210526185941819, 0.21052630929709096, 0.2105263339681453, 0.21052630929709096, 0.052631583492036324]","[[0.406779646954449, 0.15789476684210518, 0.20338985113347485, 0.1590642615837401, 0.07287147348623085], [0.3333333333333333, 0.16666666666666666, 0.2666667066666687, 0.1590642615837401, 0.07426903174959132], [0.4210526155789469, 0.15789476684210518, 0.21052633818947442, 0.1578946948421049, 0.052631584547368604], [0.31578953368421037, 0.15789476684210518, 0.314619848942576, 0.1590642615837401, 0.0526315889473684], [0.3333333284153004, 0.16666666666666666, 0.314619848942576, 0.11111112422586567, 0.07426903174959132]]","[[0.409090909090909, 0.16666687666681815, 0.2045454726068248, 0.11111111800766253, 0.10858562362778548], [0.3333337533336363, 0.16666687666681815, 0.23075745811213447, 0.15872999873004334, 0.1105119131573678], [0.4210526185941819, 0.16666687666681815, 0.21052630929709096, 0.1491226119498727, 0.052631583492036324], [0.3396226169639781, 0.16666687666681815, 0.278376738145164, 0.15872999873004334, 0.05660376949399635], [0.3333333540229876, 0.16666687666681815, 0.278376738145164, 0.11111111800766253, 0.1105119131573678]]"
469,"[0.28571429771428625, 0.15714287268131616, 0.2, 0.14285714885714304, 0.07142856835164867]","[0.28571430971428535, 0.1696428824761881, 0.20000001333333348, 0.14285715485714268, 0.053571428571428575]","[0.4285714101098921, 0.2, 0.26428569453571427, 0.16428570703571463, 0.10714285889285641]","[0.4285714285714286, 0.20000001333333348, 0.26190474190476226, 0.17499999499999996, 0.10952378019047607]","[0.2857142677142859, 0.09523809923809541, 0.19047620047618996, 0.14285713385714294, 0.09523808923809529]","[0.28571428747883554, 0.09523810323809512, 0.19047619165255703, 0.14285714373941777, 0.09523809582627851]","[0.28571429771428625, 0.19047620047618993, 0.2857142677142859, 0.2857142677142859, 0.09523810023809498]","[0.28571430971428535, 0.19047619165255703, 0.28571428747883554, 0.28571428747883554, 0.09523809582627851]","[0.2857142977142861, 0.14285714885714304, 0.23809520609523693, 0.14285714885714304, 0.04761904961904768]","[0.28571430971428535, 0.14285715485714268, 0.26190474190476226, 0.14285715485714268, 0.04761905161904756]","[0.28571429771428625, 0.23809520609523693, 0.2857142977142861, 0.14285714885714304, 0.14285714885714304]","[0.28571430971428535, 0.26190474190476226, 0.28571430971428535, 0.14285715485714268, 0.14285715485714268]","[0.2, 0.2, 0.1642857170357145, 0.16428570703571463, 0.1]","[0.20000001333333348, 0.20000001333333348, 0.17499999499999996, 0.17499999499999996, 0.10000000666666674]","[0.328571434071429, 0.2, 0.2, 0.2, 0.2]","[0.3499999899999999, 0.20000001333333348, 0.20000001333333348, 0.20000001333333348, 0.20000001333333348]","[[0.28571429771428625, 0.19047620047618993, 0.26428569453571427, 0.16428570703571463, 0.09523810023809498], [0.28571429771428625, 0.2, 0.26428569453571427, 0.14285714885714304, 0.10714285889285641], [0.328571434071429, 0.2, 0.2, 0.16428570703571463, 0.10714285889285641], [0.35294118043534606, 0.1764705834775847, 0.2278711571190751, 0.16428570703571463, 0.07843137193227949], [0.4285714101098921, 0.15714287268131616, 0.2, 0.14285714885714304, 0.07142856835164867]]","[[0.28571430971428535, 0.19047619165255703, 0.25357140780687915, 0.17499999499999996, 0.09523809582627851], [0.28571430971428535, 0.20000001333333348, 0.26190474190476226, 0.14285715485714268, 0.10952378019047607], [0.3249999716666664, 0.20000001333333348, 0.20000001333333348, 0.17499999499999996, 0.10000000666666674], [0.3716811459292747, 0.18584057296463735, 0.20000001333333348, 0.17168169759579235, 0.07079657017696216], [0.4285714285714286, 0.1696428824761881, 0.2053571055238119, 0.14285715485714268, 0.053571428571428575]]"
470,"[0.3200000399999978, 0.13333334833333244, 0.17174515999093357, 0.14285715885714312, 0.054794540547945775]","[0.3428571548571426, 0.13333334833333096, 0.17174515806045285, 0.14285714285714285, 0.06185568510308913]","[0.42857142057142844, 0.2, 0.21643826616437672, 0.1999999500000028, 0.08000000999999946]","[0.42857142857142855, 0.17174513682515927, 0.21428566761904988, 0.19999998950000034, 0.08571428871428564]","[0.2666666620512823, 0.13333333102564116, 0.13333333102564116, 0.13333333102564116, 0.04444444367521372]","[0.3444444269444472, 0.13333334833333096, 0.13333334833333096, 0.1333333108333369, 0.044444449444443646]","[0.39999999307692347, 0.13333334833333244, 0.2666666620512823, 0.2666666620512823, 0.06666666551282058]","[0.4000000449999928, 0.13333334833333096, 0.2666666216666738, 0.3444444269444472, 0.06666667416666548]","[0.32876724328767465, 0.08219181082191866, 0.2054794053881265, 0.10958908109589155, 0.036529693698630517]","[0.37113402061855666, 0.09278350515463916, 0.18900343142611808, 0.12371134020618554, 0.041237113402061855]","[0.32876724328767465, 0.2054794053881265, 0.32876724328767465, 0.2054794053881265, 0.054794540547945775]","[0.37113402061855666, 0.18900343142611808, 0.37113402061855666, 0.18900343142611808, 0.06185568510308913]","[0.4155124457375994, 0.17174515999093357, 0.08310249571115563, 0.17174515999093357, 0.0692520742895999]","[0.41551246890337284, 0.17174513682515927, 0.08310249378067457, 0.17174515806045285, 0.06925207815056214]","[0.41551247855577816, 0.2077562228687997, 0.17174515999093357, 0.2077562228687997, 0.08587257999546678]","[0.41551246890337284, 0.20775623445168642, 0.17174515806045285, 0.20775623445168642, 0.08587256841257963]","[[0.39999999307692347, 0.13333334833333244, 0.21187216804179554, 0.1999999500000028, 0.054794540547945775], [0.32876724328767465, 0.2, 0.21643826616437672, 0.1999999500000028, 0.054794540547945775], [0.4155124457375994, 0.17174515999093357, 0.17174515999093357, 0.17174515999093357, 0.0692520742895999], [0.42857142057142844, 0.13428570028571477, 0.21428571028571428, 0.14285715885714312, 0.08000000999999946], [0.3200000399999978, 0.2, 0.2, 0.1999999500000028, 0.08000000999999946]]","[[0.4000000449999928, 0.13333334833333096, 0.20481093206358675, 0.19999998950000034, 0.06185568510308913], [0.37113402061855666, 0.17174513682515927, 0.21428566761904988, 0.18097948983414505, 0.06185568510308913], [0.41551246890337284, 0.17174513682515927, 0.17174515806045285, 0.17174515806045285, 0.06925207815056214], [0.42857142857142855, 0.15243007584928955, 0.21428566761904988, 0.14285714285714285, 0.06185568510308913], [0.3428571548571426, 0.17142855992857167, 0.20000000699999976, 0.19999998950000034, 0.08571428871428564]]"
471,"[0.31578948511278204, 0.1714285640722513, 0.19892474473835334, 0.12964670674495313, 0.0714285692063489]","[0.33802816901408456, 0.17142858958703192, 0.19642857309523792, 0.13214285287328428, 0.07142856920634941]","[0.42857141523809344, 0.20000001034482764, 0.22954157443761242, 0.15789474255639102, 0.0967741875483869]","[0.42857141523809644, 0.1999999855246149, 0.2253520764436654, 0.16901408450704228, 0.0967741827791564]","[0.39999996896551704, 0.19999998448275852, 0.10000000517241382, 0.09999999655172413, 0.039999996896551704]","[0.40000001930051343, 0.1999999855246149, 0.10000000482512836, 0.09999999276230745, 0.04000000193005134]","[0.4000000206896553, 0.19999998448275852, 0.19999999310344826, 0.19999998448275852, 0.10000000517241382]","[0.40000001930051343, 0.20000000965025672, 0.1999999855246149, 0.20000000965025672, 0.09999999276230745]","[0.42857141523809344, 0.10714285380952336, 0.1714285640722513, 0.10714286936508105, 0.0714285692063489]","[0.42857141523809644, 0.10714285380952411, 0.19642857309523792, 0.10714286936507827, 0.07142856920634941]","[0.42857141523809344, 0.1714285640722513, 0.2142857387301621, 0.1428571384126978, 0.10714285380952336]","[0.42857141523809644, 0.19642857309523792, 0.21428573873015655, 0.14285713841269881, 0.10714285380952411]","[0.3870967501935476, 0.12903225006451588, 0.1935483750967738, 0.1075268957204305, 0.0967741875483869]","[0.38709677880893306, 0.12903225960297768, 0.19354838940446653, 0.10752687902812237, 0.0967741827791564]","[0.3870967501935476, 0.1935483750967738, 0.215053791440861, 0.1935483750967738, 0.0967741875483869]","[0.38709677880893306, 0.19354838940446653, 0.21505375805624474, 0.19354838940446653, 0.09677419470223327]","[[0.39999996896551704, 0.20000001034482764, 0.19892474473835334, 0.12964670674495313, 0.0714285692063489], [0.42857141523809344, 0.1714285640722513, 0.19892474473835334, 0.12964670674495313, 0.0714285692063489], [0.3870967501935476, 0.1714285640722513, 0.215053791440861, 0.12964670674495313, 0.0967741875483869], [0.31578948511278204, 0.20000001034482764, 0.22954157443761242, 0.15789474255639102, 0.0967741875483869], [0.3846153615384611, 0.19230768076923055, 0.19892474473835334, 0.1527236437476061, 0.0714285692063489]]","[[0.40000001930051343, 0.1999999855246149, 0.19642857309523792, 0.13214285287328428, 0.07142856920634941], [0.42857141523809644, 0.17142858958703192, 0.19642857309523792, 0.13214285287328428, 0.07142856920634941], [0.38709677880893306, 0.17142858958703192, 0.19642857309523792, 0.14827187572964073, 0.0967741827791564], [0.33802816901408456, 0.1961771008288584, 0.2253520764436654, 0.16901408450704228, 0.07142856920634941], [0.38461536923076967, 0.19230768461538483, 0.19642857309523792, 0.15521980385225811, 0.07142856920634941]]"
472,"[0.3125001099999977, 0.16666669666666656, 0.16666667229166665, 0.18181818445141076, 0.08901522075691615]","[0.3125001100000095, 0.16216232433169242, 0.16666671166665778, 0.17992427843522243, 0.09090908739811863]","[0.37499997500000204, 0.18749994750000443, 0.1818181747962379, 0.24242424593521436, 0.09090908739811895]","[0.37499997500000004, 0.18749994750000104, 0.18181817479623727, 0.2424242459352147, 0.09090908739811865]","[0.22916668541666652, 0.11111113111111104, 0.16666669666666656, 0.12499997750000012, 0.08333331833333342]","[0.32432414864066655, 0.10810821622112829, 0.16216232433169242, 0.12162174324876932, 0.08108116216584621]","[0.3333333933333331, 0.16666669666666656, 0.24999995500000025, 0.22916668541666652, 0.12499997750000012]","[0.32432464866338484, 0.16216232433169242, 0.24324348649753863, 0.32432414864066655, 0.16216207432033328]","[0.37499997500000204, 0.18749994750000443, 0.12500004499999623, 0.12500004499999623, 0.06249998250000147]","[0.37499997500000004, 0.18749994750000104, 0.12500004499999925, 0.12500004499999925, 0.06249998250000034]","[0.3750001349999887, 0.18749998750000102, 0.18749994750000443, 0.18749994750000443, 0.18749998750000102]","[0.3750001349999978, 0.18749998750000002, 0.18749994750000104, 0.18749994750000104, 0.18749998750000002]","[0.31249995000000097, 0.15625005499999886, 0.15625005499999886, 0.17708327833333448, 0.06249999000000019]","[0.31249994999999564, 0.15625005500000475, 0.15625005500000475, 0.17708327833332857, 0.06249998999999913]","[0.3125001099999977, 0.17708327833333448, 0.17708327833333448, 0.31249995000000097, 0.15625005499999886]","[0.3125001100000095, 0.17708327833332857, 0.17708327833332857, 0.31249994999999564, 0.15625005500000475]","[[0.3333333933333331, 0.16666669666666656, 0.17992413718521483, 0.22916668541666652, 0.09090908739811895], [0.37499997500000204, 0.18749994750000443, 0.16666667229166665, 0.18181818445141076, 0.08901522075691615], [0.3125001099999977, 0.17708327833333448, 0.17708327833333448, 0.24242424593521436, 0.09090908739811895], [0.3333333445833333, 0.1666666497916667, 0.16666667229166665, 0.24242424593521436, 0.09090908739811895], [0.3636363689028216, 0.18181818445141076, 0.1818181747962379, 0.18181818445141076, 0.09090908739811895]]","[[0.32432464866338484, 0.16216232433169242, 0.18181817479623727, 0.24078576481056685, 0.09090908739811865], [0.37499997500000004, 0.18749994750000104, 0.16666671166665778, 0.17992427843522243, 0.09090908739811865], [0.3125001100000095, 0.17708327833332857, 0.17708327833332857, 0.2424242459352147, 0.09090908739811865], [0.3333332433333511, 0.16666671166665778, 0.16666671166665778, 0.2424242459352147, 0.09090908739811865], [0.363636368902822, 0.181818184451411, 0.18181817479623727, 0.181818184451411, 0.09090908739811863]]"
